case_id,link,section_id,area,title,verdict,fields,current,proposed,reason,citation,confidence,note
26350,https://shopview.testrail.io/index.php?/cases/view/26350,3531,Delete Role,A custom role with 0 users can be deleted from the three-dot menu,OK,,,,,,,
26351,https://shopview.testrail.io/index.php?/cases/view/26351,3531,Delete Role,A custom role with 1 or more users cannot be deleted,OK,,,,,,,"Build implements the delete-block as a hidden menu item + disabled button + tooltip, NOT the 'Cannot Delete' MODAL the spec (Delete Role section) still describes. Case is build-accurate and VIU-Verified; the spec DOC wording is stale here — flag to PO to update the spec text, no case change needed."
26352,https://shopview.testrail.io/index.php?/cases/view/26352,3531,Delete Role,"After moving the assigned users to another role, the role can be deleted",OK,,,,,,,
26353,https://shopview.testrail.io/index.php?/cases/view/26353,3531,Delete Role,System roles have no Delete option anywhere,OK,,,,,,,
26354,https://shopview.testrail.io/index.php?/cases/view/26354,3531,Delete Role,The assigned-user count is correct when a delete is blocked,OK,,,,,,,
26355,https://shopview.testrail.io/index.php?/cases/view/26355,3532,Permission Summary,The eye icon on the Roles list opens the read-only Permission Summary,UPDATE,expected,"...the Cross-Cutting Toggles (See Financial Data, View and Manage AP/AR Data, View History Logs) for Senior Service Advisor.","[expected] A window opens. It shows the add/edit/delete areas, the Page Access toggles, the Settings sub-settings, the Work orders sub-settings (View mode, Review work orders, Pick parts, Order parts), and the Cross-Cutting Toggles (See Financial Data, Manage Accounts Payable and Receivable) for Senior Service Advisor. (Part History visibility now appears under the Parts group as 'View Part History', not as a cross-cutting toggle.) Everything in the window is read-only; clicking does nothing. The window closes when you close it.
NOTE (confirm live): the spec renamed the AP/AR toggle to 'Manage Accounts Payable and Receivable' (6/10) and relabelled 'View History Logs' to 'View Part History' under Parts (7/7); the build may still show the legacy labels until SV-8202 ships — see LABEL-BATCH.md.",Cross-cutting toggle list uses two renamed labels: 'View and Manage AP/AR Data' → 'Manage Accounts Payable and Receivable' (spec 6/10) and 'View History Logs' → 'View Part History' relocated under Parts (spec 7/7; build fix SV-8202 open).,Spec change log 6/10 + 7/7; §5b; §1h; SV-8202 (open). See LABEL-BATCH.md.,medium,
26356,https://shopview.testrail.io/index.php?/cases/view/26356,3532,Permission Summary,You can view a role's Permission Summary from Edit Staff Member using the eye icon next to the Role dropdown,OK,,,,,,,
26357,https://shopview.testrail.io/index.php?/cases/view/26357,3532,Permission Summary,The eye icon on the Office row opens the Permission Summary,OK,,,,,,,
26358,https://shopview.testrail.io/index.php?/cases/view/26358,3532,Permission Summary,The eye icon on the Time Clock User row opens the Permission Summary,OK,,,,,,,
26359,https://shopview.testrail.io/index.php?/cases/view/26359,3532,Permission Summary,The Permission Summary is grouped and shows each setting's on/off state,UPDATE,expected,"...the Cross-Cutting Toggles (See Financial Data, View and Manage AP/AR Data, View History Logs).","[expected] Every setting is clearly labelled with its on/off state. The content is grouped into the add/edit/delete areas, the Page Access toggles, the Settings sub-settings, the Work orders sub-settings (View mode, Review work orders, Pick parts, Order parts), and the Cross-Cutting Toggles (See Financial Data, Manage Accounts Payable and Receivable). Part History visibility appears under the Parts group as 'View Part History'.
NOTE (confirm live): the build may still show the legacy labels 'View and Manage AP/AR Data' / 'View History Logs' until SV-8202 ships — see LABEL-BATCH.md.","Same two label renames as C26355 (AP/AR 6/10; View History Logs → View Part History 7/7, relocated under Parts).",Spec change log 6/10 + 7/7; §5b; §1h; SV-8202 (open). See LABEL-BATCH.md.,medium,
26360,https://shopview.testrail.io/index.php?/cases/view/26360,3533,CRUD Cascade Rules,Ticking Create & Edit on Work orders also ticks View,OK,,,,,,,
26361,https://shopview.testrail.io/index.php?/cases/view/26361,3533,CRUD Cascade Rules,Ticking Delete on Work orders also ticks Create & Edit and View,OK,,,,,,,
26362,https://shopview.testrail.io/index.php?/cases/view/26362,3533,CRUD Cascade Rules,Unticking View on Work orders also unticks Create & Edit and Delete,OK,,,,,,,
26363,https://shopview.testrail.io/index.php?/cases/view/26363,3533,CRUD Cascade Rules,Unticking Create & Edit on Work orders also unticks Delete but keeps View,OK,,,,,,,
26364,https://shopview.testrail.io/index.php?/cases/view/26364,3533,CRUD Cascade Rules,The same tick-cascade works on the Schedule card,OK,,,,,,,
26365,https://shopview.testrail.io/index.php?/cases/view/26365,3533,CRUD Cascade Rules,The same untick-cascade works on the Customers card,OK,,,,,,,
26366,https://shopview.testrail.io/index.php?/cases/view/26366,3533,CRUD Cascade Rules,Cascade works on Part sales with no See-Financial dialog when See Financial Data is already ON,OK,,,,,,,
26367,https://shopview.testrail.io/index.php?/cases/view/26367,3533,CRUD Cascade Rules,Cascade works on the Catalog and Inventory card,OK,,,,,,,
26368,https://shopview.testrail.io/index.php?/cases/view/26368,3533,CRUD Cascade Rules,Cascade works on the Vendor and order management card,OK,,,,,,,
26369,https://shopview.testrail.io/index.php?/cases/view/26369,3533,CRUD Cascade Rules,Cascade works on the Invoicing & payments card when See Financial Data is ON,OK,,,,,,,
26370,https://shopview.testrail.io/index.php?/cases/view/26370,3533,CRUD Cascade Rules,The Work order lines card has no View column (View comes from Work orders),OK,,,,,,,
26371,https://shopview.testrail.io/index.php?/cases/view/26371,3533,CRUD Cascade Rules,The Timesheets card has no Delete box,OK,,,,,,,
26372,https://shopview.testrail.io/index.php?/cases/view/26372,3533,CRUD Cascade Rules,Ticking Create & Edit on Work order lines also ticks Work orders View,OK,,,,,,,
26373,https://shopview.testrail.io/index.php?/cases/view/26373,3533,CRUD Cascade Rules,Unticking Work orders View clears Work order lines Create & Edit and Delete,OK,,,,,,,
26374,https://shopview.testrail.io/index.php?/cases/view/26374,3534,Work Orders Permissions,Work orders View gives access to the work order list and detail,OK,,,,,,,
26375,https://shopview.testrail.io/index.php?/cases/view/26375,3534,Work Orders Permissions,Work orders Create & Edit lets the user create and change work orders,OK,,,,,,,
26376,https://shopview.testrail.io/index.php?/cases/view/26376,3534,Work Orders Permissions,Work orders Delete lets the user delete work orders,OK,,,,,,,
26377,https://shopview.testrail.io/index.php?/cases/view/26377,3534,Work Orders Permissions,Work orders View OFF hides Work Orders from the top navigation,OK,,,,,,,
26378,https://shopview.testrail.io/index.php?/cases/view/26378,3534,Work Orders Permissions,The Work orders sub-toggles are shown but disabled when Work orders View is OFF,OK,,,,,,,
26379,https://shopview.testrail.io/index.php?/cases/view/26379,3534,Work Orders Permissions,The Review work orders sub-toggle controls the Review action on work orders,OK,,,,,,,
26380,https://shopview.testrail.io/index.php?/cases/view/26380,3534,Work Orders Permissions,"Pick parts needs only Work orders View, not Create & Edit",OK,,,,,,,
26381,https://shopview.testrail.io/index.php?/cases/view/26381,3534,Work Orders Permissions,Order parts needs Work orders View and See Financial Data (not Create & Edit),OK,,,,,,,
26382,https://shopview.testrail.io/index.php?/cases/view/26382,3534,Work Orders Permissions,Pick parts and Order parts are independent toggles,OK,,,,,,,
26383,https://shopview.testrail.io/index.php?/cases/view/26383,3534,Work Orders Permissions,"Without Create & Edit, create/edit options are hidden on work orders",OK,,,,,,,
26384,https://shopview.testrail.io/index.php?/cases/view/26384,3534,Work Orders Permissions,"Without Delete, no delete option is shown on a work order",OK,,,,,,,
26385,https://shopview.testrail.io/index.php?/cases/view/26385,3534,Work Orders Permissions,Creating a work order still works when Customers View is OFF,OK,,,,,,,
26386,https://shopview.testrail.io/index.php?/cases/view/26386,3534,Work Orders Permissions,The customer name shows on the work order header even when Customers View is OFF,OK,,,,,,,
26387,https://shopview.testrail.io/index.php?/cases/view/26387,3534,Work Orders Permissions,The 'Add Customer' button in the New Work Order flow when Customers Create & Edit is OFF,UPDATE,expected,The Add Customer button is not shown in the customer picker; the user can still pick an existing customer but cannot create a new one. (Known deviation: a prior run found this button still appearing when Customers Create & Edit is off — recommend a live re-check.),"[expected] The Add Customer button IS shown in the customer picker, and creating a new customer from the New Work Order flow works.
This is the expected behaviour: inside the New Work Order flow, adding a customer is part of creating a work order and is available to anyone who can create a work order (Work Orders: Create & Edit). It does NOT require Customers: Create & Edit — and in fact works even if Customers: View is OFF. The Customers permission only controls the Customers area in the top navigation.","SV-8002 (Sasha 2026-06-30, fix verified 2026-07-07) reversed the original expectation: the Add Customer button must be VISIBLE and creating a customer in the New WO flow works without any Customers CRUD. The old 'button hidden' expectation is inverted — a clear nightly false-fail source.",SV-8002 Sasha Grosman 2026-06-30 + QA Passed 2026-07-07; spec Key Decision 'Data Access not addressed' / Open Question 10.,high,
26388,https://shopview.testrail.io/index.php?/cases/view/26388,3534,Work Orders Permissions,The 'Add Asset' button is hidden in the New Work Order flow when Customers Create & Edit is OFF,UPDATE,"title, expected",The Add Asset button is not shown; the user can pick an existing asset but cannot create a new one. (Known deviation: a prior run found this button still appearing when Customers Create & Edit is off — recommend a live re-check.),"[title] The 'Add Asset' button in the New Work Order flow when Customers Create & Edit is OFF

[expected] The Add Asset button IS shown, and adding a new asset for the customer from the New Work Order flow works.
This is the expected behaviour: inside the New Work Order flow, adding an asset is part of creating a work order and is available to anyone who can create a work order (Work Orders: Create & Edit). It does NOT require Customers: Create & Edit.",SV-8002 explicitly covers creating both customers AND assets in the New WO flow ('create customers and assets in the create WO flow'; QA verified 'add asset for that customer from New Work Order Flow'). The 'button hidden' expectation is inverted.,SV-8002 Sasha Grosman 2026-06-30 + QA Passed 2026-07-07.,high,
27868,https://shopview.testrail.io/index.php?/cases/view/27868,3534,Work Orders Permissions,"Order parts controls the work order Parts tab (on shows it, off hides it)",OK,,,,,,,
27873,https://shopview.testrail.io/index.php?/cases/view/27873,3534,Work Orders Permissions,Edit/delete options on another user's customer note are hidden without the right permission,UPDATE,"title, preconds, steps, expected",PRE: role A with Customers View and Work orders View but no Work orders Delete. (steps/expected empty stub; premise gates a CUSTOMER note on Work orders Delete),"[title] Customer notes: editing anyone's note needs Customers View; deleting another user's note needs Customers Delete

[preconds] A customer has a note on its Notes tab that was written by a DIFFERENT user (e.g. an admin).
Role A has Customer Management: View only (no Delete). Role B has Customer Management: View + Create & Edit + Delete.
You can sign in as a user on Role A and as a user on Role B.

[steps] Sign in as the Role A user (Customers: View only) and open the customer's Notes tab.
Try to edit the note written by the other user.
Try to delete the note written by the other user.
Sign in as the Role B user (Customers: Delete) and open the same Notes tab.
Try to delete the note written by the other user.

[expected] Role A (Customers: View) CAN edit the other user's note (Work Orders/Customers View allows editing anyone's note so people can collaborate in one note), and can delete its OWN notes, but the Delete option on ANOTHER user's note is not available.
Role B (Customers: Delete) CAN delete the other user's note.
Customer and Asset notes are gated by the Customer Management permission (View = create + edit anyone's + delete own; Delete = delete others'). Work Orders: Delete does NOT control customer notes.","Final Notes model (SV-8003, Sasha 2026-07-08, verified 07-14): customer notes follow Customer Management CRUD, not Work Orders. Editing anyone's note is allowed with View; only deleting OTHERS' notes needs Delete. The stub premise gated a customer note on Work Orders Delete and implied edit is hidden — both wrong.",SV-8003 Sasha Grosman 2026-07-08 (final Notes model); spec §1d Customers View/Delete.,medium,
29435,https://shopview.testrail.io/index.php?/cases/view/29435,3534,Work Orders Permissions,A Pick/Order Parts role can edit the Quantity on the Part Requests tab,OPEN-QUESTION,expected,"PRE: Work order lines View only, and Pick parts ON. Title asserts a Pick/Order Parts (WOL View-only) role CAN edit part quantity.","OPEN QUESTION for Bilal/Vlad: two PO inputs conflict on which permission gates changing a part's quantity on a WO line. SV-8136 (Sasha 2026-07-06, QA Passed 07-14): 'They should only need WOL: Create & Edit to manage the quantity of a part' — i.e. a WOL View-only role (even with Pick/Order Parts) should NOT be able to change quantity. SV-8055 (referenced in SV-8136): 'On a work order's Parts tab, the user can edit part information even if their role has no WO Lines: Create and Edit permission.' Case C29435 asserts a Pick-Parts + WOL-View-only role CAN edit quantity, matching SV-8055 but contradicting SV-8136's WOL-C&E ruling. Case is Blocked-UI (never verified live). Decide: keep as WOL-C&E-gated (retire/rewrite this Pick-Parts-only case) or confirm the Parts-tab exception. Do not push until resolved.","SV-8136 (newer explicit PM ruling) says quantity management needs WOL Create & Edit; SV-8055 suggests a Parts-tab exception. Genuine spec tension on a never-verified case — needs a human decision, not a silent rewrite.",SV-8136 Sasha Grosman 2026-07-06 (WOL C&E) vs SV-8055 (Parts-tab edit without WOL C&E).,medium,
26389,https://shopview.testrail.io/index.php?/cases/view/26389,3535,Work Order Lines Permissions,Work order lines are visible whenever Work orders View is ON,OK,,,,,,,
26390,https://shopview.testrail.io/index.php?/cases/view/26390,3535,Work Order Lines Permissions,"Work order lines Create & Edit allows adding, editing, moving parts, authorizing and managing part requests",OK,,,,,,,
26391,https://shopview.testrail.io/index.php?/cases/view/26391,3535,Work Order Lines Permissions,Work order lines Delete allows removing lines,OK,,,,,,,
26392,https://shopview.testrail.io/index.php?/cases/view/26392,3535,Work Order Lines Permissions,Work orders View OFF makes work order lines unreachable,OK,,,,,,,
26393,https://shopview.testrail.io/index.php?/cases/view/26393,3535,Work Order Lines Permissions,Work order lines are read-only when Create & Edit is OFF,OK,,,,,,,
27271,https://shopview.testrail.io/index.php?/cases/view/27271,3535,Work Order Lines Permissions,The Build Lines entry point is hidden for a Work Orders View-only role,OK,,,,,,,
27272,https://shopview.testrail.io/index.php?/cases/view/27272,3535,Work Order Lines Permissions,The Build Lines entry point is shown for a role with Work order lines Create & Edit,OK,,,,,,,
27866,https://shopview.testrail.io/index.php?/cases/view/27866,3535,Work Order Lines Permissions,A default Technician (with Work order lines Create & Edit) can bulk-complete another tech's line via Set Line Status,OK,,,,,,,
27870,https://shopview.testrail.io/index.php?/cases/view/27870,3535,Work Order Lines Permissions,Work order lines Create & Edit lets the user mark a core OK/Not-OK and add line history,UPDATE,"title, expected",The core OK / Not OK control is available to this role and saves ... Both marking the core and adding line history are controlled by Work order lines Create & Edit.,"[title] Marking a core OK/Not-OK is available with Work orders View; a line's story history is available with Work order lines View

[expected] The core OK / Not OK control is available and saves. A line's story history can be opened.
Marking a core OK/Not-OK is gated by Work Orders: View (everyone who can view a work order can do it — agreed as a shared capability), and a line's story history is gated by Work Order Lines: View (which is inherited from Work Orders: View). A Work Order Lines: Create & Edit role therefore has both, but they are NOT exclusive to Create & Edit. (Line-level audit log, by contrast, requires Work Orders: Create & Edit.)","Cores OK/Not-OK moved to Work Orders: View (SV-8130 + spec 7/7 Key Decision 'agreed with Cody everyone should have access'); story history moved to WOL View (SV-7989, spec 7/7). The case's claim that both are 'controlled by WOL Create & Edit' contradicts the current spec even though a WOL C&E role still has both.","Spec 7/7 changelog + Key Decision (cores = WO View); SV-7989 Sasha 2026-07-07 (story history = WOL View, audit log = WO C&E); SV-8130 verified 07-13.",medium,
26394,https://shopview.testrail.io/index.php?/cases/view/26394,3536,Schedule Permissions,Schedule View shows the calendar with all technicians,OK,,,,,,,
26395,https://shopview.testrail.io/index.php?/cases/view/26395,3536,Schedule Permissions,"Schedule Create & Edit allows creating, changing and dragging appointments",OK,,,,,,,
26396,https://shopview.testrail.io/index.php?/cases/view/26396,3536,Schedule Permissions,Schedule Delete allows removing appointments,OK,,,,,,,
26397,https://shopview.testrail.io/index.php?/cases/view/26397,3536,Schedule Permissions,Schedule View OFF hides Schedule from the top navigation,OK,,,,,,,
27867,https://shopview.testrail.io/index.php?/cases/view/27867,3536,Schedule Permissions,A Schedule Create & Edit only role can open 'Assign existing work order' and the unscheduled work order list loads,OK,,,,,,,
26398,https://shopview.testrail.io/index.php?/cases/view/26398,3537,Customer Management Permissions,"Customers View gives access to customer records, contacts, vehicles and history",OK,,,,,,,
26399,https://shopview.testrail.io/index.php?/cases/view/26399,3537,Customer Management Permissions,"Customers Create & Edit allows creating customers, contacts and vehicles",UPDATE,label,...View and Manage AP/AR Data ON.,Label find-replace only: 'View and Manage AP/AR Data' -> 'Manage Accounts Payable and Receivable' (confirm live build label first — see LABEL-BATCH.md). Behaviour unchanged.,Stale toggle label (spec 6/10 rename).,Spec change log 6/10; §5b. LABEL-BATCH.md.,medium,
26400,https://shopview.testrail.io/index.php?/cases/view/26400,3537,Customer Management Permissions,Customers Delete removes the customer record,OK,,,,,,,
26401,https://shopview.testrail.io/index.php?/cases/view/26401,3537,Customer Management Permissions,Customers Delete does NOT let the user delete customer payments (that needs Invoicing & payments Delete),UPDATE,label,...View and Manage AP/AR Data ON.,Label find-replace only: 'View and Manage AP/AR Data' -> 'Manage Accounts Payable and Receivable' (confirm live). Behaviour (Customers Delete != payment delete) is correct per spec Key Decision.,Stale toggle label only; behaviour matches spec.,Spec change log 6/10; Key Decision 'Customer delete is not payment delete'. LABEL-BATCH.md.,medium,
26402,https://shopview.testrail.io/index.php?/cases/view/26402,3537,Customer Management Permissions,AP/AR OFF hides the 7 sensitive customer fields on Edit Customer,UPDATE,label,...View and Manage AP/AR Data OFF.,Label find-replace only: 'View and Manage AP/AR Data' -> 'Manage Accounts Payable and Receivable' (confirm live). The 7 fields match spec §5b / §1d.,Stale toggle label only.,Spec change log 6/10; §1d/§5b. LABEL-BATCH.md.,medium,
26403,https://shopview.testrail.io/index.php?/cases/view/26403,3537,Customer Management Permissions,AP/AR ON shows the 7 sensitive customer fields on Edit Customer,UPDATE,label,...View and Manage AP/AR Data ON.,Label find-replace only: 'View and Manage AP/AR Data' -> 'Manage Accounts Payable and Receivable' (confirm live).,Stale toggle label only.,Spec change log 6/10; §1d/§5b. LABEL-BATCH.md.,medium,
26404,https://shopview.testrail.io/index.php?/cases/view/26404,3537,Customer Management Permissions,Customers View OFF hides Customers from the top navigation,OK,,,,,,,
26405,https://shopview.testrail.io/index.php?/cases/view/26405,3537,Customer Management Permissions,Customer names still show on work orders and invoices even when Customers is hidden,OK,,,,,,,
26406,https://shopview.testrail.io/index.php?/cases/view/26406,3538,Parts Department Permissions,Turning Parts Department ON shows exactly 3 child cards,OK,,,,,,,
26407,https://shopview.testrail.io/index.php?/cases/view/26407,3538,Parts Department Permissions,Turning Parts Department OFF hides the 3 child cards,OK,,,,,,,
26408,https://shopview.testrail.io/index.php?/cases/view/26408,3538,Parts Department Permissions,A saved role with Parts Department OFF hides the Parts navigation and its pages,OK,,,,,,,
26409,https://shopview.testrail.io/index.php?/cases/view/26409,3538,Parts Department Permissions,Turning Parts Department OFF then ON keeps the 3 child card choices,OK,,,,,,,
26410,https://shopview.testrail.io/index.php?/cases/view/26410,3538,Parts Department Permissions,Part sales View gives read access to part sales records,OK,,,,,,,
26411,https://shopview.testrail.io/index.php?/cases/view/26411,3538,Parts Department Permissions,"Part sales Create & Edit lets the user create part sales, returns and transactions",OK,,,,,,,
26412,https://shopview.testrail.io/index.php?/cases/view/26412,3538,Parts Department Permissions,Part sales Delete lets the user delete part sales and reverse part sales invoices,OK,,,,,,,Correctly encodes ruling #5: part-sale invoice reversal = Part Sales Delete (not Invoicing Delete). No change.
26413,https://shopview.testrail.io/index.php?/cases/view/26413,3538,Parts Department Permissions,Catalog and Inventory View gives read access to the catalog and inventory,OK,,,,,,,
26414,https://shopview.testrail.io/index.php?/cases/view/26414,3538,Parts Department Permissions,Catalog and Inventory Create & Edit lets the user create/edit items and make adjustments (cost/price shown only with See Financial Data),OK,,,,,,,
26415,https://shopview.testrail.io/index.php?/cases/view/26415,3538,Parts Department Permissions,Catalog and Inventory Delete removes catalog parts,OK,,,,,,,
26416,https://shopview.testrail.io/index.php?/cases/view/26416,3538,Parts Department Permissions,"Vendor and order management View gives visibility of vendors, purchase orders and deliveries",OK,,,,,,,
26417,https://shopview.testrail.io/index.php?/cases/view/26417,3538,Parts Department Permissions,"Vendor and order management Create & Edit lets the user manage vendors, purchase orders, receiving and returns",OK,,,,,,,
26418,https://shopview.testrail.io/index.php?/cases/view/26418,3538,Parts Department Permissions,Vendor and order management Delete lets the user delete vendors and purchase orders and reverse vendor transactions,UPDATE,"label, expected","...the reverse action lives inside the vendor Payments tab, which also needs View and Manage AP/AR Data on to reach it.","Label find-replace 'View and Manage AP/AR Data' -> 'Manage Accounts Payable and Receivable' (confirm live). BEHAVIOUR NOTE for Bilal/Vlad: the gating of REVERSING a vendor transaction is unsettled — SV-7871 and SV-7912 (both OBSOLETE) went back and forth on whether it needs Manage AP/AR. Per ruling #5, deleting a payment = Invoicing & Payments Delete; the vendor-txn reverse entry point sits inside the AP/AR-gated Payments tab. Confirm the exact gate live before pushing; the vendor/PO delete portion is spec-correct (§1g Delete).","Stale label + unsettled vendor-transaction-reverse gating (obsolete tickets, no clean final ruling).",Spec change log 6/10; §1g Delete; SV-7871/SV-7912 (OBSOLETE). LABEL-BATCH.md.,medium,
