case_id,link,section_id,area,title,bucket,viu_status,evidence
26326,https://shopview.testrail.io/index.php?/cases/view/26326,3529,Create Custom Role,The template picker lists all 11 system role templates with descriptions,VIU-Verified,VIU-Verified,"UI: template picker ""Choose a template"" lists all 11 system role templates each with its description (Admin, Foreman, Office User, Parts Manager, Parts Technician, Sales Representative, Senior Service Advisor, Service Advisor, Service Manager, Technician, Time Clock User) + Skip + Apply."
26327,https://shopview.testrail.io/index.php?/cases/view/26327,3529,Create Custom Role,Selecting a template highlights that row with a checkmark,VIU-Verified,VIU-Verified,UI: selecting the Foreman template highlights that card (choose-template-card selected) and shows a checkmark (hasCheck true). screenshot template-selected.
26328,https://shopview.testrail.io/index.php?/cases/view/26328,3529,Create Custom Role,Applying a template opens the Create Role page pre-filled with that template's settings,VIU-Verified,VIU-Verified,"UI: Apply opens /roles-permissions/new?template=<foreman id> prefilled with Foreman defaults: WO View ON, WO Delete off, Parts Department ON, See Financial Data ON, AP/AR off, Reports off (matches Foreman role)."
26329,https://shopview.testrail.io/index.php?/cases/view/26329,3529,Create Custom Role,Skipping the template starts a blank role with all permissions off,VIU-Verified,VIU-Verified,"UI: Skip opens /roles-permissions/new blank — WO View off, Customers View off, Schedule View off, Reports off, See Financial Data off (all permissions off)."
26330,https://shopview.testrail.io/index.php?/cases/view/26330,3529,Create Custom Role,The Create Role page shows Basic Details with a required Role name and optional Description,VIU-Verified,VIU-Verified,"UI: Create Role page shows Basic Details with ""Role Name*"" (required) and ""Description"" (optional) fields."
26331,https://shopview.testrail.io/index.php?/cases/view/26331,3529,Create Custom Role,The permissions section shows the resource cards with their columns,VIU-Verified,Verified-Label (build),Card set + columns build-verified (PermissionGrid).
26332,https://shopview.testrail.io/index.php?/cases/view/26332,3529,Create Custom Role,The permission search box filters the cards,VIU-Verified,VIU-Verified,"UI: typing ""Schedule"" in the permission search (search_permission) filters the cards — the Work orders card is filtered out; only matching cards remain."
26333,https://shopview.testrail.io/index.php?/cases/view/26333,3529,Create Custom Role,A blank Role name blocks Create with an inline message,VIU-Verified,VIU-Verified,"UI: with a blank Role Name the Create button is disabled; touching then clearing the name shows inline error ""Role name is a required field""."
26334,https://shopview.testrail.io/index.php?/cases/view/26334,3529,Create Custom Role,You can change any setting from the template defaults before saving,VIU-Verified,VIU-Verified,UI: after applying the Foreman template you can change any setting before saving (unticked Work orders View from ON to off successfully).
26335,https://shopview.testrail.io/index.php?/cases/view/26335,3529,Create Custom Role,"Create is blocked with zero permissions (button disabled, no message)",VIU-Verified,VIU-Verified,"UI: with zero permissions (and/or blank name) the Create button (submit_create_role) is DISABLED, no inline message."
26336,https://shopview.testrail.io/index.php?/cases/view/26336,3529,Create Custom Role,A successful Create shows a success message and returns to the list,VIU-Verified,VIU-Verified,"UI: creating ZZAUTOTEST RoleA (name + 1 perm) shows toast ""Role created successfully."" and returns to the Roles & Permissions list."
26337,https://shopview.testrail.io/index.php?/cases/view/26337,3529,Create Custom Role,Same name and permissions as an existing role shows a 'Similar role already exists' confirmation,VIU-Verified,VIU-Verified,"UI: creating a role with the same name+permissions shows dialog ""Similar role already exists — A role \""ZZAUTOTEST RoleA\"" with identical permissions already exists. You can reuse the existing role or create a new one anyway."" [Cancel | Create Anyway]. screenshot similar-role-warning."
26338,https://shopview.testrail.io/index.php?/cases/view/26338,3529,Create Custom Role,Turning on every permission shows the 'Full administrative access' warning banner,VIU-Verified,Verified-Label (build),'Full administrative access' banner confirmed in build (AdminWarningBanner).
26339,https://shopview.testrail.io/index.php?/cases/view/26339,3529,Create Custom Role,A role name must be unique,Deviation/Finding,Deviation,"UI: the build does NOT strictly enforce a unique role name — the duplicate-detection dialog keys on IDENTICAL PERMISSIONS (""identical permissions already exists"") and offers ""Create Anyway"" to override. Name uniqueness is not enforced as the case premise states; verified via SimilarRoleWarningModal."
26340,https://shopview.testrail.io/index.php?/cases/view/26340,3529,Create Custom Role,The template picker may use shorter role names than the Roles list,Deviation/Finding,Deviation,"UI: the template picker uses the SAME role names as the Roles list (Admin, Foreman, Office User, ...) — not shorter names. Premise stale."
26341,https://shopview.testrail.io/index.php?/cases/view/26341,3529,Create Custom Role,The template picker descriptions differ from the Roles list descriptions,Deviation/Finding,Deviation,"UI: the template picker descriptions are IDENTICAL to the Roles list descriptions (e.g. Admin ""Full system access"", Foreman ""Oversees technicians and work orders"") — they do not differ. Premise stale."
26342,https://shopview.testrail.io/index.php?/cases/view/26342,3530,Edit Role,Edit opens the role editor pre-filled with the role's current settings,VIU-Verified,VIU-Verified,"UI: Edit opens /roles-permissions/{id}/edit with heading ""Edit Role"", Basic Details prefilled and all permission cards reflecting the role current settings (verified on Admin + Technician)."
26343,https://shopview.testrail.io/index.php?/cases/view/26343,3530,Edit Role,Saving an edited role shows 'Role updated successfully.' after a confirmation dialog,VIU-Verified,VIU-Verified,"UI: after changing a permission, Save opens ""Confirm Permission Updates"" dialog listing Added/Removed permissions (""Don-t show this dialog again"") [Cancel|Confirm]; Confirm shows toast ""Role updated successfully."" and returns to the list."
26344,https://shopview.testrail.io/index.php?/cases/view/26344,3530,Edit Role,Reset to template restores template defaults; Save is only enabled if something changed,VIU-Verified,VIU-Verified,"UI: Reset To Template opens ""Reset to template — This replaces all current selections with the \""Foreman\"" template defaults. Any changes you have made will be lost."" [Cancel|Reset]. Save (submit_edit_role) is DISABLED when nothing changed and ENABLED after a change."
26345,https://shopview.testrail.io/index.php?/cases/view/26345,3530,Edit Role,Changing a role logs an active user out; new permissions apply at next login,VIU-Verified,VIU-Verified,"API/session: changing a role invalidates the affected user active session (old session -> 409 ""Session has expired.""); new permissions apply at next login. Same mechanism as C26525."
26346,https://shopview.testrail.io/index.php?/cases/view/26346,3530,Edit Role,"The Office User system role cannot be edited (lock icon, eye only)",VIU-Verified,VIU-Verified,UI: on the Roles list the Office User row shows a lock and only the eye (visibility) icon — no pencil; the eye opens the read-only Permission Summary (View Permissions). NOTE for dev: the direct /roles-permissions/{id}/edit URL still loads an editable form (FE route not guarded) — list-level gating is correct.
26347,https://shopview.testrail.io/index.php?/cases/view/26347,3530,Edit Role,"The Time Clock User system role cannot be edited (lock icon, eye only)",VIU-Verified,VIU-Verified,UI: on the Roles list the Time Clock User row shows a lock and only the eye icon — no pencil; the eye opens the read-only Permission Summary. Same /edit-URL FE-gap note as C26346.
26348,https://shopview.testrail.io/index.php?/cases/view/26348,3530,Edit Role,The role name cannot be left empty when editing,VIU-Verified,VIU-Verified,"UI: clearing the Role Name on Edit shows inline error ""Role name is a required field"" (name cannot be left empty when editing)."
26349,https://shopview.testrail.io/index.php?/cases/view/26349,3530,Edit Role,Editing: at least one permission must be turned on to save,VIU-Verified,VIU-Verified,"UI: editing a role down to zero permissions -> Save opens ""Confirm Permission Updates"" (Removed permissions listed) -> Confirm shows toast ""At least one permission is required. Please try to resolve this."" and the role is NOT saved (stays on edit). Submit-time validation enforces at least one permission. screenshot edit-zero-perm."
26350,https://shopview.testrail.io/index.php?/cases/view/26350,3531,Delete Role,A custom role with 0 users can be deleted from the three-dot menu,VIU-Verified,VIU-Verified,"UI: Bilal - Cus (0 users) 3-dot menu shows Delete -> ""Confirmation"" dialog to delete."
26351,https://shopview.testrail.io/index.php?/cases/view/26351,3531,Delete Role,A custom role with 1 or more users cannot be deleted,VIU-Verified,VIU-Verified,"UI: Parth Cust1 (1 user) 3-dot menu shows only View Permissions, no Delete option."
26352,https://shopview.testrail.io/index.php?/cases/view/26352,3531,Delete Role,"After moving the assigned users to another role, the role can be deleted",VIU-Verified,VIU-Verified,"UI/API: assigned Tech to a custom role -> usersCount=1, isDeletable=false, DELETE blocked (400 ""Role is not deletable/editable.""). Reassigned Tech to Time Clock -> usersCount=0, isDeletable=true -> DELETE 204 (role deleted). Reassignment + delete-after-zero-users flow confirmed."
26353,https://shopview.testrail.io/index.php?/cases/view/26353,3531,Delete Role,System roles have no Delete option anywhere,VIU-Verified,VIU-Verified,UI: editable system role 3-dot shows only View Permissions (no Delete); non-editable system roles have no 3-dot at all. No Delete anywhere for system roles.
26354,https://shopview.testrail.io/index.php?/cases/view/26354,3531,Delete Role,The assigned-user count is correct when a delete is blocked,VIU-Verified,VIU-Verified,UI: Parth Cust1 Users column shows 1; its menu has no Delete — the assigned-user count matches the blocked-delete state.
26355,https://shopview.testrail.io/index.php?/cases/view/26355,3532,Permission Summary,The eye icon on the Roles list opens the read-only Permission Summary,VIU-Verified,VIU-Verified,"UI: the eye (visibility) icon opens the read-only Permission Summary (""View Permissions"") at /roles-permissions/{id}/summary — no Save/Delete/edit controls."
26356,https://shopview.testrail.io/index.php?/cases/view/26356,3532,Permission Summary,You can view a role's Permission Summary from Edit Staff Member using the eye icon next to the Role dropdown,Blocked-UI,"Blocked-UI: needs the Edit Staff Member modal Role selector + its eye (View Permissions) icon; the staff row action reached opens Manage-staff-enrollments (departments/workplaces), not the role editor. Follow-up: open Edit Staff Member via the correct control.",Eye-icon-in-staff-modal needs live UI.
26357,https://shopview.testrail.io/index.php?/cases/view/26357,3532,Permission Summary,The eye icon on the Office row opens the Permission Summary,VIU-Verified,VIU-Verified,UI: the eye icon on the Office User row opens the read-only Permission Summary (View Permissions).
26358,https://shopview.testrail.io/index.php?/cases/view/26358,3532,Permission Summary,The eye icon on the Time Clock User row opens the Permission Summary,VIU-Verified,VIU-Verified,UI: the eye icon on the Time Clock User row opens the read-only Permission Summary (summary route renders read-only).
26359,https://shopview.testrail.io/index.php?/cases/view/26359,3532,Permission Summary,The Permission Summary is grouped and shows each setting's on/off state,VIU-Verified,VIU-Verified,UI: the Permission Summary is grouped by card and shows each setting on/off — Office User summary read exactly matches the role: WO View ON / WO C&E off / Customers View+C&E+Delete ON / Invoicing C&E off / Reports ON / See Financial Data ON / AP-AR ON.
26360,https://shopview.testrail.io/index.php?/cases/view/26360,3533,CRUD Cascade Rules,Ticking Create & Edit on Work orders also ticks View,VIU-Verified,VIU-Verified,"UI: on blank Create Role form, ticking Work orders Create & Edit auto-ticks View (aria-checked View ON, C&E ON). screenshot cascade-final."
26361,https://shopview.testrail.io/index.php?/cases/view/26361,3533,CRUD Cascade Rules,Ticking Delete on Work orders also ticks Create & Edit and View,VIU-Verified,VIU-Verified,UI: ticking Work orders Delete auto-ticks Create & Edit and View (all ON).
26362,https://shopview.testrail.io/index.php?/cases/view/26362,3533,CRUD Cascade Rules,Unticking View on Work orders also unticks Create & Edit and Delete,VIU-Verified,VIU-Verified,UI: unticking Work orders View clears Create & Edit and Delete (all off).
26363,https://shopview.testrail.io/index.php?/cases/view/26363,3533,CRUD Cascade Rules,Unticking Create & Edit on Work orders also unticks Delete but keeps View,VIU-Verified,VIU-Verified,UI: unticking Work orders Create & Edit clears Delete but keeps View ON.
26364,https://shopview.testrail.io/index.php?/cases/view/26364,3533,CRUD Cascade Rules,The same tick-cascade works on the Schedule card,VIU-Verified,VIU-Verified,UI: Schedule card tick Delete auto-ticks Create & Edit + View (all ON).
26365,https://shopview.testrail.io/index.php?/cases/view/26365,3533,CRUD Cascade Rules,The same untick-cascade works on the Customers card,VIU-Verified,VIU-Verified,UI: Customers card untick View clears Create & Edit + Delete (all off).
26366,https://shopview.testrail.io/index.php?/cases/view/26366,3533,CRUD Cascade Rules,Cascade works on Part sales with no See-Financial dialog when See Financial Data is already ON,VIU-Verified,VIU-Verified,"UI: with See Financial Data already ON, Part sales tick Delete cascades View+C&E with NO dialog."
26367,https://shopview.testrail.io/index.php?/cases/view/26367,3533,CRUD Cascade Rules,Cascade works on the Catalog and Inventory card,VIU-Verified,VIU-Verified,"UI: Catalog and Inventory tick Delete cascades View+C&E (all ON), no dialog."
26368,https://shopview.testrail.io/index.php?/cases/view/26368,3533,CRUD Cascade Rules,Cascade works on the Vendor and order management card,VIU-Verified,VIU-Verified,"UI: Vendor and order management tick Delete cascades View+C&E (all ON), no dialog."
26369,https://shopview.testrail.io/index.php?/cases/view/26369,3533,CRUD Cascade Rules,Cascade works on the Invoicing & payments card when See Financial Data is ON,VIU-Verified,VIU-Verified,"UI: with SFD ON, Invoicing & payments tick Create&Edit cascades View ON, no SFD dialog."
26370,https://shopview.testrail.io/index.php?/cases/view/26370,3533,CRUD Cascade Rules,The Work order lines card has no View column (View comes from Work orders),VIU-Verified,Verified-Label (build),Work order lines card structure (no View column) build-verified.
26371,https://shopview.testrail.io/index.php?/cases/view/26371,3533,CRUD Cascade Rules,The Timesheets card has no Delete box,VIU-Verified,Verified-Label (build),Timesheets card has no Delete (build-verified).
26372,https://shopview.testrail.io/index.php?/cases/view/26372,3533,CRUD Cascade Rules,Ticking Create & Edit on Work order lines also ticks Work orders View,VIU-Verified,VIU-Verified,"UI: ticking Work order lines Create & Edit on blank form opens dialog ""Enable Work Orders: View? — Work Order Lines requires Work Orders: View. Enable it to grant this permission?"" [Cancel|Enable]; Enable -> WO View ON + WOL C&E ON."
26373,https://shopview.testrail.io/index.php?/cases/view/26373,3533,CRUD Cascade Rules,Unticking Work orders View clears Work order lines Create & Edit and Delete,VIU-Verified,VIU-Verified,UI: unticking Work orders View clears Work order lines Create & Edit and Delete (all off).
26374,https://shopview.testrail.io/index.php?/cases/view/26374,3534,Work Orders Permissions,Work orders View gives access to the work order list and detail,VIU-Verified,VIU-Verified,UI: a role with Work Orders View (Technician; also WOCust) loads the Work Orders list at /workorders with all columns and rows. WO View grants list access.
26375,https://shopview.testrail.io/index.php?/cases/view/26375,3534,Work Orders Permissions,Work orders Create & Edit lets the user create and change work orders,Blocked-UI,Blocked-UI (needs seeded role),Needs live UI.
26376,https://shopview.testrail.io/index.php?/cases/view/26376,3534,Work Orders Permissions,Work orders Delete lets the user delete work orders,Blocked-UI,Blocked-UI (needs seeded role),Needs live UI.
26377,https://shopview.testrail.io/index.php?/cases/view/26377,3534,Work Orders Permissions,Work orders View OFF hides Work Orders from the top navigation,Blocked-UI,Blocked-UI (needs seeded role),Needs live UI.
26378,https://shopview.testrail.io/index.php?/cases/view/26378,3534,Work Orders Permissions,The Work orders sub-toggles are shown but disabled when Work orders View is OFF,VIU-Verified,VIU-Verified,UI: on blank form (WO View off) the Work orders sub-toggles Review work orders / Pick parts / Order parts are shown but DISABLED (aria-disabled); ticking Work orders View enables them.
26379,https://shopview.testrail.io/index.php?/cases/view/26379,3534,Work Orders Permissions,The Review work orders sub-toggle controls the Review action on work orders,Blocked-UI,Blocked-UI (needs seeded role),Needs live UI + role edit.
26380,https://shopview.testrail.io/index.php?/cases/view/26380,3534,Work Orders Permissions,"Pick parts needs only Work orders View, not Create & Edit",Blocked-UI,Blocked-UI (needs seeded role),Needs live UI.
26381,https://shopview.testrail.io/index.php?/cases/view/26381,3534,Work Orders Permissions,Order parts needs Work orders View and See Financial Data (not Create & Edit),Blocked-UI,Blocked-UI (needs seeded role),Order parts+SFD dependency consistent with build (Order-parts enable-SFD modal). Behavior needs live UI.
26382,https://shopview.testrail.io/index.php?/cases/view/26382,3534,Work Orders Permissions,Pick parts and Order parts are independent toggles,VIU-Verified,VIU-Verified,UI: Pick parts and Order parts are independent — ticking Pick parts leaves Order parts off.
26383,https://shopview.testrail.io/index.php?/cases/view/26383,3534,Work Orders Permissions,"Without Create & Edit, create/edit options are hidden on work orders",Blocked-UI,Blocked-UI (needs seeded role),Needs live UI.
26384,https://shopview.testrail.io/index.php?/cases/view/26384,3534,Work Orders Permissions,"Without Delete, no delete option is shown on a work order",Blocked-UI,Blocked-UI (needs seeded role),Needs live UI.
26385,https://shopview.testrail.io/index.php?/cases/view/26385,3534,Work Orders Permissions,Creating a work order still works when Customers View is OFF,Blocked-UI,Blocked-UI (needs seeded role),Needs live UI.
26386,https://shopview.testrail.io/index.php?/cases/view/26386,3534,Work Orders Permissions,The customer name shows on the work order header even when Customers View is OFF,Blocked-UI,Blocked-UI (needs seeded role),Needs live UI.
26387,https://shopview.testrail.io/index.php?/cases/view/26387,3534,Work Orders Permissions,The 'Add Customer' button in the New Work Order flow when Customers Create & Edit is OFF,Deviation/Finding,Deviation,"UI (RUN331 FAIL PERSISTS): assigned Tech a custom role with Work Orders Create&Edit + Customers View but NO Customers Create&Edit. In the New Work Order modal the ""Add"" (new customer) affordance next to the Customer field is SHOWN and ENABLED. Expected: hidden/blocked when Customers Create&Edit is OFF. The permission gate is not applied. screenshot newwo-modal-addbuttons/newwo-custselected-addasset."
26388,https://shopview.testrail.io/index.php?/cases/view/26388,3534,Work Orders Permissions,The 'Add Asset' button is hidden in the New Work Order flow when Customers Create & Edit is OFF,Deviation/Finding,Deviation,"UI (RUN331 FAIL PERSISTS): same role (Customers Create&Edit OFF). In the New Work Order modal, once a customer is selected, the ""Add"" (new asset) affordance next to the Asset field is SHOWN and ENABLED. (Before selecting a customer it is disabled only due to the customer-required dependency.) Expected: hidden when Customers Create&Edit is OFF. Gate not applied."
27868,https://shopview.testrail.io/index.php?/cases/view/27868,3534,Work Orders Permissions,"Order parts controls the work order Parts tab (on shows it, off hides it)",Blocked-UI,Blocked-UI (needs seeded role),Consistent with build (Order parts gates WO Parts tab). Needs live UI.
27873,https://shopview.testrail.io/index.php?/cases/view/27873,3534,Work Orders Permissions,Edit/delete options on another user's customer note are hidden without the right permission,Blocked-UI,Blocked-UI (needs seeded roles + notes),Reworded; customer notes governed by Customers permission (not WO Delete). API/element jargon stripped.
29435,https://shopview.testrail.io/index.php?/cases/view/29435,3534,Work Orders Permissions,A Pick/Order Parts role can edit the Quantity on the Part Requests tab,Blocked-UI,Blocked-UI (needs seeded role + WO),Reworded; element-id jargon stripped.
26389,https://shopview.testrail.io/index.php?/cases/view/26389,3535,Work Order Lines Permissions,Work order lines are visible whenever Work orders View is ON,Blocked-UI,Blocked-UI (needs seeded role); no-WOL-View-column build-verified,WOL View comes from WO View (build-verified). Behavior needs live UI.
26390,https://shopview.testrail.io/index.php?/cases/view/26390,3535,Work Order Lines Permissions,"Work order lines Create & Edit allows adding, editing, moving parts, authorizing and managing part requests",Blocked-UI,Blocked-UI (needs seeded role),Needs live UI.
26391,https://shopview.testrail.io/index.php?/cases/view/26391,3535,Work Order Lines Permissions,Work order lines Delete allows removing lines,Blocked-UI,Blocked-UI (needs seeded role),Needs live UI.
26392,https://shopview.testrail.io/index.php?/cases/view/26392,3535,Work Order Lines Permissions,Work orders View OFF makes work order lines unreachable,Blocked-UI,Blocked-UI (needs seeded role),Needs live UI.
26393,https://shopview.testrail.io/index.php?/cases/view/26393,3535,Work Order Lines Permissions,Work order lines are read-only when Create & Edit is OFF,Blocked-UI,Blocked-UI (needs seeded role),Needs live UI.
27271,https://shopview.testrail.io/index.php?/cases/view/27271,3535,Work Order Lines Permissions,The Build Lines entry point is hidden for a Work Orders View-only role,Blocked-UI,Blocked-UI (needs seeded role + ShopCoach on),Reworded; element-id jargon stripped. Needs live UI.
27272,https://shopview.testrail.io/index.php?/cases/view/27272,3535,Work Order Lines Permissions,The Build Lines entry point is shown for a role with Work order lines Create & Edit,Blocked-UI,Blocked-UI (needs seeded role + ShopCoach on),Reworded; element-id jargon stripped. Needs live UI.
27866,https://shopview.testrail.io/index.php?/cases/view/27866,3535,Work Order Lines Permissions,A default Technician (with Work order lines Create & Edit) can bulk-complete another tech's line via Set Line Status,Blocked-UI,Blocked-UI (needs default Technician role + seeded WO line),Reworded; SV-ref/URL/403 jargon stripped. Needs live UI.
27870,https://shopview.testrail.io/index.php?/cases/view/27870,3535,Work Order Lines Permissions,Work order lines Create & Edit lets the user mark a core OK/Not-OK and add line history,Blocked-UI,Blocked-UI (needs seeded role + core part),Needs live UI with a cored part.
26394,https://shopview.testrail.io/index.php?/cases/view/26394,3536,Schedule Permissions,Schedule View shows the calendar with all technicians,VIU-Verified,VIU-Verified,UI: a role with Schedule View (ZZAUTOTEST Viewer) opens /schedule and the calendar renders. Schedule appears in top nav.
26395,https://shopview.testrail.io/index.php?/cases/view/26395,3536,Schedule Permissions,"Schedule Create & Edit allows creating, changing and dragging appointments",Blocked-UI,Blocked-UI (needs seeded role),Needs live UI.
26396,https://shopview.testrail.io/index.php?/cases/view/26396,3536,Schedule Permissions,Schedule Delete allows removing appointments,Blocked-UI,Blocked-UI (needs seeded role),Needs live UI.
26397,https://shopview.testrail.io/index.php?/cases/view/26397,3536,Schedule Permissions,Schedule View OFF hides Schedule from the top navigation,VIU-Verified,VIU-Verified,UI: the WOCust custom role (no scheduleView) has NO Schedule item in the top navigation — Schedule View OFF hides Schedule from nav.
27867,https://shopview.testrail.io/index.php?/cases/view/27867,3536,Schedule Permissions,A Schedule Create & Edit only role can open 'Assign existing work order' and the unscheduled work order list loads,Blocked-UI,Blocked-UI (needs seeded Schedule-only role),Reworded; API endpoint jargon stripped. Needs live UI.
26398,https://shopview.testrail.io/index.php?/cases/view/26398,3537,Customer Management Permissions,"Customers View gives access to customer records, contacts, vehicles and history",VIU-Verified,VIU-Verified,UI: a role with Customers View opens /customers and the customer list renders (customer records accessible; contacts/vehicles/history are sub-views of a record). Customers appears in nav.
26399,https://shopview.testrail.io/index.php?/cases/view/26399,3537,Customer Management Permissions,"Customers Create & Edit allows creating customers, contacts and vehicles",Blocked-UI,Blocked-UI (needs seeded role),Needs live UI.
26400,https://shopview.testrail.io/index.php?/cases/view/26400,3537,Customer Management Permissions,Customers Delete removes the customer record,Blocked-UI,Blocked-UI (needs seeded role),Needs live UI.
26401,https://shopview.testrail.io/index.php?/cases/view/26401,3537,Customer Management Permissions,Customers Delete does NOT let the user delete customer payments (that needs Invoicing & payments Delete),Blocked-UI,Blocked-UI (needs seeded role),Needs live UI.
26402,https://shopview.testrail.io/index.php?/cases/view/26402,3537,Customer Management Permissions,AP/AR OFF hides the 7 sensitive customer fields on Edit Customer,VIU-Verified,VIU-Verified,"UI: role with View and Manage AP/AR Data OFF (Service Advisor) — Edit Customer modal has NO sensitive fields (no Credit Limit, Taxes, Default Labor Rate, etc). With AP/AR ON they are present. screenshot customer-aparOFF vs customer-aparON."
26403,https://shopview.testrail.io/index.php?/cases/view/26403,3537,Customer Management Permissions,AP/AR ON shows the 7 sensitive customer fields on Edit Customer,VIU-Verified,VIU-Verified,"UI (role with View and Manage AP/AR Data ON): the Edit Customer modal shows all 7 sensitive fields — Credit Terms, Credit Limit, Default Labor Rate, Default Shop Supplies, Min, Max, Taxes (and PO-required). screenshot customer-apar-on."
26404,https://shopview.testrail.io/index.php?/cases/view/26404,3537,Customer Management Permissions,Customers View OFF hides Customers from the top navigation,VIU-Verified,VIU-Verified,UI: the Time Clock User role (no customersView) shows top nav Work Orders | Schedule only — no Customers entry. Customers View OFF hides Customers from the top navigation.
26405,https://shopview.testrail.io/index.php?/cases/view/26405,3537,Customer Management Permissions,Customer names still show on work orders and invoices even when Customers is hidden,Blocked-UI,Blocked-UI (needs seeded role),Needs live UI.
26406,https://shopview.testrail.io/index.php?/cases/view/26406,3538,Parts Department Permissions,Turning Parts Department ON shows exactly 3 child cards,VIU-Verified,Verified-Label (build),Parts Department children + descriptions build-verified (PermissionGrid).
