Title,Section,Type,Priority,Preconditions,Steps,Expected Result,References,,
"Per-axle output, per-position counting, and one finding per flagged row",Capturing Findings,Functional,Medium,1. A completed inspection has a per-axle field with flagged rows.,"1. Open the completed read-only view and the report.
2. Check the counts on the inspection list, report counters and the field summary.
3. Check what findings reach the work order build.","1. The completed read-only view and the report show each row's values per position with the row's derived verdict.
2. Counting is per judged position; the inspection list, report counters and the field summary report the same numbers.
3. Each flagged row produces its own finding for the work order, naming the axle and the row so a line can be traced to the measurement that caused it.

---
This is the expected behaviour as per epic SV-8181 and story SV-9106 (S8, Record measurements per axle) and the Digital Inspections V2 specification version 18, sections S8-R24, S8-R25, S8-R26, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9106 (S8-R24; S8-R25; S8-R26),,
"Per-axle negatives and edges: unanswered, N/A vs value, free text, road train",Capturing Findings,Negative,Medium,1. You are filling/reviewing inspections with per-axle fields in varied states.,"1. Submit a required per-axle field with no verdict anywhere.
2. Leave Drum/Disc blank and check the report.
3. Enter a value with no verdict.
4. Enter the text 'N/A' as a value AND set verdict N/A.
5. Fill a 7-axle road train on desktop and phone.
6. Give an axle a verdict but no measurements.","1. A per-axle field with no verdict anywhere counts as unanswered and blocks submit when the field is required.
2. If Drum or Disc is left blank, nothing about brake type appears in the report.
3. A position with a value and no verdict is not counted as a finding and does not block submit.
4. A value of text 'N/A' and a verdict of N/A are different statements and both survive to the report distinctly.
5. Free text in a value reaches the report as entered.
6. An axle with a verdict and no measurements counts as answered. A road train of seven-plus axles stays usable on the diagram and the phone layout.

---
This is the expected behaviour as per epic SV-8181 and story SV-9106 (S8, Record measurements per axle) and the Digital Inspections V2 specification version 18, sections S8-N1, S8-N2, S8-N3, S8-E1..E4, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9106 (S8-N1..N3; S8-E1; S8-E2; S8-E3; S8-E4),,
Any field holds one 'Attach File' reference; types stated up front,Capturing Findings,Functional,Medium,"1. You are signed in with Settings — Service.
2. A template has fields of several types.","1. On any field type, open the properties panel and use the Attach File control.
2. Read the accepted types and size limit shown.
3. Attach a PDF/image/Word/Excel/HEIC file; check the canvas row.","1. Any question type holds one file attachment; the upload control reads ""Attach File"" on every field type.
2. PDF, image, Word and Excel files are accepted, including HEIC; video is not accepted.
3. The accepted file types and size limit are stated in the properties panel before the upload, not after a file is rejected.
4. The attached file is visible on the canvas on the field's row.
5. Attached files are available only within the shop that uploaded them.

---
This is the expected behaviour as per epic SV-8181 and story SV-9109 (S11, Attach a reference file to a question) and the Digital Inspections V2 specification version 18, sections S11-R1, S11-R2, S11-R3, S11-R5, S11-R6, S11-R7, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9109 (S11-R1; S11-R2; S11-R3; S11-R5; S11-R6; S11-R7),,
Technician opens the reference file full-page; survives republish; negatives,Capturing Findings,Functional,Medium,"1. A template field has a reference file.
2. You are filling an inspection (Work Order Lines — Create & Edit.); 'Work Orders — View' to open the file.","1. While filling, open the attached file.
2. Republish the template, then open the attachment on an earlier published version.
3. Try to open a file belonging to another shop; try a removed attachment; try a video upload.","1. The technician sees the attached file while filling and can open it: a full-page view in the same tab, with a close action and a download action, readable without downloading.
2. After a template is republished, instructions in earlier published versions still open their attachments.
3. Video files are rejected with a reason; a file belonging to another shop cannot be opened; a removed attachment is no longer seen by the technician.

---
This is the expected behaviour as per epic SV-8181 and story SV-9109 (S11, Attach a reference file to a question) and the Digital Inspections V2 specification version 18, sections S11-R4, S11-R8, S11-N1, S11-N2, S11-N3, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9109 (S11-R4; S11-R8; S11-N1; S11-N2; S11-N3),,
Build turns every Monitor and Not OK finding into a work order line,Building Work From Findings,Functional,High,"1. The organisation has ShopCoach.
2. A completed inspection has Monitor and Not OK findings (Work Order Lines — Create & Edit (+ Work Orders — Create & Edit to create a new work order). Building requires ShopCoach (S2-R0).).","1. Start a build from the completed inspection.
2. Choose a target work order.
3. Add the lines and inspect them.","1. Every Monitor and Not OK finding is represented by at least one line; ShopCoach composes each line's name, description, time estimate and parts (the label, measured value and note are inputs, not the line text — see S15).
2. A generated line behaves as an ordinary work order line from that point on, indistinguishable from a typed one.
3. When added, lines arrive approved or awaiting authorisation per the shop's existing auto-approve setting, exactly as a manually added line does; an Approved work order needs no re-approval (approval applies to lines).
4. Generated lines resolve labour type as the manual New Line form does (default, else first available), and the rate follows the labour type; the ShopCoach time estimate is carried and editable, defaulting to zero where none is proposed.

---
This is the expected behaviour as per epic SV-8181 and story SV-9100 (S2, Turn findings into work order lines) and the Digital Inspections V2 specification version 18, sections S2-R1, S2-R2, S2-R7, S2-R8, S2-R9, S2-R10, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9100 (S2-R1; S2-R2; S2-R7; S2-R8; S2-R9; S2-R10),,
Target work order chosen up front; closed WO forces a new one,Building Work From Findings,Functional,High,"1. ShopCoach present; a completed inspection with findings.
2. You can reach an inspection whose WO is open and one whose WO is closed.","1. Start a build where the inspection's WO is open; observe the target choice.
2. Start a build where the inspection's WO is closed.
3. Observe the new-WO customer/asset.","1. The user chooses the target before any drafting starts: the work order the inspection was run on, or a new work order.
2. The existing work order is offered only while open (Estimate, Approved, In Progress or Review).
3. When the WO the inspection was run on is closed (Complete, Invoiced, Paid, or an invoice exists), the system creates a new work order without asking.
4. A new work order is created for the same customer and asset as the original, using their current values.
5. A closed work order is never modified — the system creates a new one instead.

---
This is the expected behaviour as per epic SV-8181 and story SV-9100 (S2, Turn findings into work order lines) and the Digital Inspections V2 specification version 18, sections S2-R3, S2-R4, S2-R5, S2-R6, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9100 (S2-R3; S2-R4; S2-R5; S2-R6),,
Navigation precedes drafting; state changes only on Add Lines,Building Work From Findings,Functional,High,1. ShopCoach present; a completed inspection with findings.,"1. Choose the target and observe navigation vs drafting timing.
2. Watch the lines draft on the Lines tab.
3. Add the lines; check the inspection's 'needs a work order' state.
4. Start a second build from the same inspection and press Add Lines.","1. The user arrives on the target work order's Lines tab as soon as the target is chosen, before drafting finishes, and watches it complete there.
2. Once the lines are added, the inspection no longer counts as needing a work order; drafting alone does not change that state (an abandoned draft left the findings unactioned).
3. If lines were already added from this inspection, the user is asked to confirm before adding a second set; the check is made when Add Lines is pressed, on the state at that moment.

---
This is the expected behaviour as per epic SV-8181 and story SV-9100 (S2, Turn findings into work order lines) and the Digital Inspections V2 specification version 18, sections S2-R11, S2-R12, S2-R13, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9100 (S2-R11; S2-R12; S2-R13),,
"Build negatives: no ShopCoach, not completed, no findings, permission gates",Building Work From Findings,Negative,High,"1. You can reach inspections that are not completed, have no findings, and orgs with/without ShopCoach.
2. Users with and without WO-Lines and WO-Create rights, and without See Financial Data.","1. Try to build without ShopCoach.
2. Try on a not-completed inspection and one with no Monitor/Not OK findings.
3. As a user without WO Lines — Create & Edit; then without WO — Create & Edit; then without See Financial Data.","1. Building requires ShopCoach: without it the completed inspection offers only the report and a link to its work order, and no build action at all.
2. If the inspection is not completed, or has no Monitor/Not OK findings, the build is not offered.
3. Without WO Lines — Create & Edit the build is unavailable from any entry point.
4. Without WO — Create & Edit the create-new-work-order option is not shown; only add-lines-to-the-open-WO is offered.
5. Without See Financial Data the build is still allowed; money on the resulting work order stays hidden by the existing rules.

---
This is the expected behaviour as per epic SV-8181 and story SV-9100 (S2, Turn findings into work order lines) and the Digital Inspections V2 specification version 18, sections S2-R0, S2-N1, S2-N2, S2-N3, S2-N4, S2-N5, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9100 (S2-R0; S2-N1..N5),,
"Build edge cases: closed-by-another, deleted WO, concurrent, no labour types",Building Work From Findings,Negative,Medium,1. ShopCoach present; inspections whose WOs can change state mid-flow.,"1. Choose add-lines-to-open-WO, then have someone close it, then confirm.
2. Delete the original WO before confirming.
3. Have two users draft from the same inspection at once.
4. Build with a shop that has no labour types; delete a built WO afterward; reverse an invoice.","1. If the chosen open WO was closed by someone else meanwhile, the system tells the user and creates nothing.
2. If the original WO is deleted before confirm, the build fails without creating a partial result.
3. Two users drafting at once duplicate nothing by drafting (a draft is not a WO line); duplication happens only if both press Add Lines, which is accepted and recoverable.
4. With no labour types the build proceeds and labour cost is zero.
5. If a built work order is later deleted, the inspection counts as needing a work order again; reversing an invoice does not change the inspection's state.

---
This is the expected behaviour as per epic SV-8181 and story SV-9100 (S2, Turn findings into work order lines) and the Digital Inspections V2 specification version 18, sections S2-E3..E10, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9100 (S2-E4; S2-E5; S2-E6; S2-E8; S2-E9; S2-E10),,
"Build Work Order action on the completed inspection, phone-capable",Building Work From Findings,Functional,Medium,1. ShopCoach present; a completed inspection with findings open in read-only view (Work Order Lines — Create & Edit (+ Work Orders — Create & Edit to create a new work order). Building requires ShopCoach (S2-R0).).,"1. Open the completed inspection.
2. Use Build Work Order and run the S2 flow, including target choice.
3. Repeat on a phone.","1. The completed inspection screen offers a Build Work Order action that runs the S2 build, including the target-WO choice.
2. The action is usable on a phone and the technician can complete the whole flow without switching device.

---
This is the expected behaviour as per epic SV-8181 and story SV-9101 (S3, Build from a completed inspection) and the Digital Inspections V2 specification version 18, sections S3-R1, S3-R2, S3-R3, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9101 (S3-R1; S3-R2; S3-R3),,
S3 negatives/edges: absent (not disabled) when no findings/rights/ShopCoach,Building Work From Findings,Negative,Medium,"1. Inspections with no findings, not completed, orgs without ShopCoach; users without WO Lines rights.","1. Open a completed inspection with no findings; then not completed; then without the permission; then without ShopCoach.
2. Delete/reopen the original WO while the screen is open.","1. If there are no Monitor/Not OK findings, if not completed, or if the user lacks WO Lines — Create & Edit, the action is not shown — absent, not disabled.
2. Without ShopCoach no build action is shown: only View PDF and a link to the work order — absent, not disabled, not behind a tooltip.
3. If the original WO was deleted, only create-a-new-work-order is offered; if the inspection is reopened while the screen is open, the action disappears.

---
This is the expected behaviour as per epic SV-8181 and story SV-9101 (S3, Build from a completed inspection) and the Digital Inspections V2 specification version 18, sections S3-N1..N4, S3-E1, S3-E3, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9101 (S3-N1..N4; S3-E1; S3-E3),,
Build action on the work order's inspection report note,Building Work From Findings,Functional,Medium,1. ShopCoach present; a work order has an inspection report note recording Monitor/Not OK findings (Work Order Lines — Create & Edit (+ Work Orders — Create & Edit to create a new work order). Building requires ShopCoach (S2-R0).).,"1. On the work order, find the inspection report note.
2. Use its Build Work Order action and run S2.
3. Check the note actions on a phone.","1. The inspection report note offers a Build Work Order action alongside the existing view and download actions, running the S2 build including the target choice.
2. The S2-R13 double-build confirmation is based on the inspection's CURRENT state, not on the note (the note reflects the inspection as it was when it completed).
3. All actions on the note remain reachable on a phone, wrapping rather than overflowing.

---
This is the expected behaviour as per epic SV-8181 and story SV-9102 (S4, Build from the inspection note on a work order) and the Digital Inspections V2 specification version 18, sections S4-R1, S4-R2, S4-R3, S4-R4, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9102 (S4-R1; S4-R2; S4-R3; S4-R4),,
"S4 negatives: passes-only, deleted inspection, history view, no ShopCoach",Building Work From Findings,Negative,Low,"1. Notes exist for pass-only reports, deleted inspections, and in the history view; orgs without ShopCoach.","1. Read a note whose report recorded only passes.
2. Read a note whose inspection was deleted.
3. Read a note in the work order's history view.
4. Read a note without ShopCoach.
5. Note on a closed work order.","1. Passes-only report: the action is not shown. Deleted inspection: the note remains as a record but the action is not shown.
2. Without WO Lines — Create & Edit, and in the work order's history view, the action is not shown.
3. Without ShopCoach the note keeps its view and download actions and offers no build action.
4. If the work order itself is closed, building creates a new work order (S2-R5) and the note stays where it is.

---
This is the expected behaviour as per epic SV-8181 and story SV-9102 (S4, Build from the inspection note on a work order) and the Digital Inspections V2 specification version 18, sections S4-N1..N5, S4-E1, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9102 (S4-N1..N5; S4-E1),,
Build from an asset Inspections-tab row via an up-front target menu,Building Work From Findings,Functional,Medium,1. ShopCoach present; the asset Inspections tab is available; a row needs action (Work Order Lines — Create & Edit (+ Work Orders — Create & Edit to create a new work order). Building requires ShopCoach (S2-R0).).,"1. On a needs-action row, use its build action.
2. Read the target menu options.
3. Build and watch the row and counts update.","1. A row that needs action offers a build action that presents the target choice up front as a menu (not a dialog), because the user has already decided.
2. The menu offers ""Build new Work Order"" and ""Add lines to {work order number}""; add-lines is offered only while that work order is open, judged by its status on the row.
3. The action runs the S2 build; a built-from row shows its outcome instead of the action; after a successful build the row leaves the Needs action filter and the counts and summary update.
4. What counts as closed here is identical to S2-R5, including Complete.

---
This is the expected behaviour as per epic SV-8181 and story SV-9104 (S6, Build from the asset Inspections tab) and the Digital Inspections V2 specification version 18, sections S6-R1..R8, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9104 (S6-R1..R8),,
"S6 negatives: closed/deleted WO, no create rights, no ShopCoach, no bulk",Building Work From Findings,Negative,Medium,1. Rows whose WO is closed/deleted; users without WO-Create; orgs without ShopCoach; an asset with several needs-action rows.,"1. As a user without WO — Create & Edit, look for Build new Work Order.
2. Row whose WO is closed/deleted.
3. Without WO Lines — Create & Edit.
4. Without ShopCoach.
5. A user who can fill but not create WOs, on a row whose WO is closed.","1. Without WO — Create & Edit, ""Build new Work Order"" is not offered anywhere on this tab.
2. If the WO the inspection was run on is closed or deleted, only ""Build new Work Order"" is offered.
3. Without WO Lines — Create & Edit, no build action appears on any row; without ShopCoach, neither menu option is offered and no build action appears.
4. Each row is built separately — there is no bulk build.
5. A user who can fill but cannot create work orders, on a row whose WO is closed, has no available action: the row shows a dash with a phone-readable explanation that creating a work order requires WO — Create & Edit.

---
This is the expected behaviour as per epic SV-8181 and story SV-9104 (S6, Build from the asset Inspections tab) and the Digital Inspections V2 specification version 18, sections S6-N1..N5, S6-E1, S6-E2, S6-E3, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9104 (S6-N1..N5; S6-E1; S6-E2; S6-E3),,
Build records a note and an Audit Log entry naming the source inspection,Building Work From Findings,Functional,Medium,"1. A build has completed (S2).
2. 'View History Logs' to see the Audit Log entry.","1. Open the work order the lines landed on and read the Notes tab.
2. For a new work order, check the back-link to the original.
3. Open the Audit Log.","1. A note is added to the work order the lines landed on, stating it was built from the inspection; when the lines went onto a new work order the note links back to the work order the inspection was run on.
2. The Notes tab count includes the new note immediately.
3. An Audit Log entry reading ""Built from inspection"" is added, naming the inspection, linking to it, and naming the work order the inspection was run on.
4. Both records are written however the build was started — from S3, S4 or S6.

---
This is the expected behaviour as per epic SV-8181 and story SV-9105 (S7, Record where the lines came from) and the Digital Inspections V2 specification version 18, sections S7-R1..R6, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9105 (S7-R1..R6),,
ShopCoach brief is composed from the inspection; user never types a prompt,Building Work From Findings,Functional,High,1. The org has ShopCoach; the S2 conditions are met; the user has chosen the target.,"1. Start a build and observe whether any prompt/query box appears.
2. Inspect (via the brief contract) what each finding contributes.
3. Check a per-axle finding's traceability.","1. The system composes the brief from the inspection itself: for each Monitor and Not OK finding it includes the field label, its section, the measured value and unit, the verdict, and the technician's note.
2. A per-axle finding names its axle and measurement row, so a proposed line traces back to the measurement that caused it.
3. The brief states what ShopCoach may not do: invent a part it was not given, turn a passing finding into a line, or leave a flagged finding unrepresented.
4. The user never types anything to get lines — no prompt, no query box, no configuration step anywhere in the flow.

---
This is the expected behaviour as per epic SV-8181 and story SV-9404 (S15, Draft the lines with ShopCoach) and the Digital Inspections V2 specification version 18, sections S15-R1, S15-R2, S15-R3, S15-R4, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9404 (S15-R1; S15-R2; S15-R3; S15-R4),,
ShopCoach action reads as AI; named once; drafting concurrent with navigation,Building Work From Findings,Functional,Medium,1. ShopCoach present; the build flow is available.,"1. Look at the build action before pressing it (treatment, badge, label).
2. Note where ShopCoach is named.
3. Choose the destination and watch drafting; check the skeleton rows; keep using the work order.","1. The action reads as an AI action before it is pressed — purple treatment and AI badge — and the label does not name the product.
2. ShopCoach is named once, at the destination step, and nowhere else in the flow.
3. Drafting starts when the destination is chosen, so navigation and drafting happen together.
4. While drafting, the panel shows one skeleton row per finding (the number of findings is known first); the work order stays usable; cancelling during drafting leaves the work order exactly as it was.

---
This is the expected behaviour as per epic SV-8181 and story SV-9404 (S15, Draft the lines with ShopCoach) and the Digital Inspections V2 specification version 18, sections S15-R5..R10, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9404 (S15-R5; S15-R6; S15-R7; S15-R8; S15-R9; S15-R10),,
