Title,Section,Type,Priority,Preconditions,Steps,Expected Result,References,,
Remit Payment To is hidden when no payee is configured,Addresses,Negative,Medium,"1. You are signed in to ShopView.
2. You can reach a document whose shop has neither integrated-billing remit-to nor a location remit-to setting configured.","1. Generate an Estimate or Invoice with no remit-to payee configured.
2. Look at the addresses area.","1. No ""Remit Payment To"" block is shown.
2. The shop's own address is NOT printed as a fallback remit-to (this fallback has been removed).

---
This is the expected behaviour as per epic SV-8218 and story SV-9141 (Story 2, Addresses) and the Invoice UI Refresh specification version 45, sections S2-N2 and S2-R2, read on 31 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9141 (S2-N2; S2-R2),,
Bill To address fields hide when empty; the name line always shows,Addresses,Negative,Medium,"1. You are signed in to ShopView.
2. You can reach a document for a customer missing one or more of: street address, city, state or province, postal code.","1. Generate an Estimate or Invoice for a customer missing one or more Bill To address fields.
2. Look at the Bill To block.","1. Each missing field among the street address, city, state or province, and postal code is hidden — no blank line is left.
2. The name line is always shown, even when the address fields are empty.

---
This is the expected behaviour as per epic SV-8218 and story SV-9141 (Story 2, Addresses) and the Invoice UI Refresh specification version 45, section S2-N1, read on 31 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9141 (S2-N1),,
Order reference fields show in the fixed order with no label punctuation,Order Reference Fields,Functional,High,"1. You are signed in to ShopView.
2. A document exists whose work order has a work order number, a customer PO, an authorizer, an approval code, and payment terms all set.","1. Generate the Estimate or Invoice.
2. Look at the order reference fields area.","1. Up to five fields can appear, in this exact order: ""Work Order"", ""Customer PO"", ""Authorizer"", ""Approval Code"", ""Terms"".
2. Each field label has no punctuation after it (no colon).
3. The labels read exactly as listed.

---
This is the expected behaviour as per epic SV-8218 and story SV-9142 (Story 3, Order Reference Fields) and the Invoice UI Refresh specification version 45, section S3-R1, read on 31 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9142 (S3-R1),,
"Terms field always shows, even when no terms are set",Order Reference Fields,Functional,Medium,"1. You are signed in to ShopView.
2. You can reach a document whose work order HAS payment terms and one that has NONE.","1. Generate an Estimate or Invoice whose work order has payment terms set; look at the Terms field.
2. Generate one whose work order has no payment terms set; look at the Terms field.","1. When terms are set, the Terms field shows the value (for example ""Net 30"").
2. When no terms are set, the field still shows: the text reads exactly ""Terms"" with an empty value area — no colon, and no placeholder text.
3. Terms is the one order reference field that always shows (all others hide when empty).

---
This is the expected behaviour as per epic SV-8218 and story SV-9142 (Story 3, Order Reference Fields) and the Invoice UI Refresh specification version 45, sections S3-R2 and S3-N4, read on 31 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9142 (S3-R2; S3-N4),,
Authorizer field shows the selected authorizer's full name,Order Reference Fields,Functional,High,"1. You are signed in to ShopView.
2. A document exists whose work order has an Authorizer selected (a customer contact with 'Approves Work' enabled).","1. Generate the Estimate or Invoice.
2. Look at the Authorizer field in the order reference area.","1. The Authorizer field shows the full name of the work order's selected authorizer.
2. The name matches the selected 'Approves Work' contact on the work order.

---
This is the expected behaviour as per epic SV-8218 and story SV-9142 (Story 3, Order Reference Fields) and the Invoice UI Refresh specification version 45, section S3-R3, read on 31 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9142 (S3-R3),,
Approval Code field shows the integrated-billing approval code,Order Reference Fields,Functional,Medium,"1. You are signed in to ShopView.
2. A document exists whose work order has an integrated-billing approval code.","1. Generate the Estimate or Invoice.
2. Look at the Approval Code field in the order reference area.","1. The Approval Code field shows the work order's integrated-billing approval code, in its own field labeled exactly ""Approval Code"".
2. The approval code is no longer shown under the ""Authorizer"" label (net-new placement).

---
This is the expected behaviour as per epic SV-8218 and story SV-9142 (Story 3, Order Reference Fields) and the Invoice UI Refresh specification version 45, section S3-R4, read on 31 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9142 (S3-R4),,
Work Order field hides when it equals the document number's trailing digits,Order Reference Fields,Negative,Medium,"1. You are signed in to ShopView.
2. You can reach one document where the work order number equals the trailing digits of the document number (for example document """" with work order ""24914""), and one where it does not (work order ""24915"").","1. Generate the document where the work order number equals the document number's trailing digits; look at the order reference area.
2. Generate the document where they differ; look at the order reference area.","1. When the work order number equals the unbroken digits at the end of the document number, the Work Order field is hidden.
2. When they differ, the Work Order field is shown with its value.
3. Trailing digits example: ""4176"" in ""INV-4176""; ""24914"" in """".

---
This is the expected behaviour as per epic SV-8218 and story SV-9142 (Story 3, Order Reference Fields) and the Invoice UI Refresh specification version 45, section S3-N1, read on 31 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9142 (S3-N1),,
"Customer PO, Authorizer and Approval Code each hide when empty",Order Reference Fields,Negative,Medium,"1. You are signed in to ShopView.
2. You can reach a document whose work order has no Customer PO, no Authorizer selected, and no approval code.","1. Generate an Estimate or Invoice whose work order is missing Customer PO, Authorizer and approval code.
2. Look at the order reference area.","1. The Customer PO field is hidden (no label, no empty value).
2. The Authorizer field is hidden — no label and no empty value area; an empty authorizer never prints on any document.
3. The Approval Code field is hidden (no label, no empty value area).
4. Terms still shows (it is the always-show exception).

---
This is the expected behaviour as per epic SV-8218 and story SV-9142 (Story 3, Order Reference Fields) and the Invoice UI Refresh specification version 45, sections S3-N2, S3-N3 and S3-N5, read on 31 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9142 (S3-N2; S3-N3; S3-N5),,
Authorizer is selected in the work order customer contact card,Authorizer Entry (Work Order),Functional,High,"1. You are signed in to ShopView with access to work orders.
2. A work order exists for a customer that has at least one contact with 'Approves Work' enabled, and other contacts without it.","1. Open the work order.
2. Look at the customer contact card on the left side of the work order, below the Contact and Phone values.
3. Select the ""Authorizer"" row and look at the list of choices offered.","1. An ""Authorizer"" row appears in the customer contact card, directly below the Contact and Phone values, in the same label-and-value style.
2. Selecting the row opens a list of only the customer's contacts that have ""Approves Work"" enabled.
3. No other contact is offered, and no free-typed name can be entered.
4. This is the only place the Authorizer can be selected.

---
This is the expected behaviour as per epic SV-8218 and story SV-9142 (Story 3, Order Reference Fields) and the Invoice UI Refresh specification version 45, section S3-R5, read on 31 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9142 (S3-R5),,
Authorizer is optional and can be cleared with 'No authorizer',Authorizer Entry (Work Order),Functional,Medium,"1. You are signed in to ShopView.
2. A work order exists whose customer has 'Approves Work' contacts.","1. Open a work order with no Authorizer selected and look at the Authorizer row.
2. Open the Authorizer list and note the options.
3. Select an authorizer, then reopen the list and choose ""No authorizer"".","1. The Authorizer is not required and defaults to empty on a new work order.
2. The Authorizer list includes a ""No authorizer"" option.
3. Choosing ""No authorizer"" clears the selection back to empty.

---
This is the expected behaviour as per epic SV-8218 and story SV-9142 (Story 3, Order Reference Fields) and the Invoice UI Refresh specification version 45, section S3-R6, read on 31 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9142 (S3-R6),,
Authorizer's phone shows below the name when the contact has one,Authorizer Entry (Work Order),Functional,Low,"1. You are signed in to ShopView.
2. A work order's customer has one 'Approves Work' contact WITH a phone number and one WITHOUT.","1. Open the work order and select the authorizer whose contact has a phone number; look at the contact card.
2. Select the authorizer whose contact has no phone number; look at the contact card.","1. When the selected authorizer's contact record has a phone number, the phone shows in the card directly below the authorizer's name, styled like the Contact's phone.
2. When the contact record has no phone number, no phone row is shown under the authorizer's name.

---
This is the expected behaviour as per epic SV-8218 and story SV-9142 (Story 3, Order Reference Fields) and the Invoice UI Refresh specification version 45, section S3-R7, read on 31 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9142 (S3-R7),,
Authorizer is locked once the work order is invoiced,Authorizer Entry (Work Order),Functional,Medium,"1. You are signed in to ShopView.
2. A work order that has been invoiced exists, with (or without) an Authorizer selected.","1. Open the invoiced work order.
2. Try to change the Authorizer in the customer contact card.","1. Once the work order is invoiced, the Authorizer row is locked and its value cannot be changed.
2. Before invoicing the row is editable; from the point of invoicing it is read-only.
3. If the invoice is later voided or reversed, the work order returns to Complete and the Authorizer row is re-enabled.

---
This is the expected behaviour as per epic SV-8218 and story SV-9142 (Story 3, Order Reference Fields) and the Invoice UI Refresh specification version 45, section S3-R8, read on 31 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9142 (S3-R8),,
A new 'Approves Work' contact becomes selectable immediately,Authorizer Entry (Work Order),Functional,Medium,"1. You are signed in to ShopView.
2. A work order is open for a customer, and you can edit that customer's contacts.","1. On the customer's contacts page, create or edit a contact and enable ""Approves Work"".
2. Return to the open work order without refreshing or re-saving it.
3. Open the Authorizer list.","1. The newly enabled contact appears in the work order's Authorizer list.
2. It becomes selectable without any refresh or re-save of the work order.

---
This is the expected behaviour as per epic SV-8218 and story SV-9142 (Story 3, Order Reference Fields) and the Invoice UI Refresh specification version 45, section S3-R9, read on 31 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9142 (S3-R9),,
Asset section shows Asset name and VIN / Serial when present,Asset Section,Functional,High,"1. You are signed in to ShopView.
2. A document exists whose work order has an asset attached, and that asset has a VIN (and a separate asset has only a serial number).","1. Generate an Estimate or Invoice whose work order has an asset with a VIN; look at the asset section.
2. Generate one whose asset has only a serial number (no VIN); look at the asset section.","1. The asset section shows the asset name, labeled exactly ""Asset"".
2. When the asset has a VIN, one value labeled exactly ""VIN / Serial"" shows the VIN.
3. When the asset has no VIN but has a serial number, the ""VIN / Serial"" value shows the serial number.
4. The VIN is preferred when both exist.

---
This is the expected behaviour as per epic SV-8218 and story SV-9143 (Story 4, Asset Section) and the Invoice UI Refresh specification version 45, section S4-R1, read on 31 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9143 (S4-R1),,
"Asset section can show Unit, Plate, Mileage and Eng Hrs",Asset Section,Functional,Medium,"1. You are signed in to ShopView.
2. A document exists whose work order has an asset with Unit, Plate, Mileage and Eng Hrs all set.","1. Generate the Estimate or Invoice.
2. Look at the asset section.","1. The asset section shows fields labeled exactly ""Unit"", ""Plate"", ""Mileage"", and ""Eng Hrs"" with their values.

---
This is the expected behaviour as per epic SV-8218 and story SV-9143 (Story 4, Asset Section) and the Invoice UI Refresh specification version 45, section S4-R2, read on 31 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9143 (S4-R2),,
"Unit, Plate, Mileage and Eng Hrs each hide when empty",Asset Section,Negative,Medium,"1. You are signed in to ShopView.
2. A document exists whose asset is missing one or more of Unit, Plate, Mileage, Eng Hrs.","1. Generate an Estimate or Invoice whose asset is missing some of these fields.
2. Look at the asset section.","1. Each of Unit, Plate, Mileage and Eng Hrs is hidden when it has no value — no blank label is left.
2. The fields that do have values still show.

---
This is the expected behaviour as per epic SV-8218 and story SV-9143 (Story 4, Asset Section) and the Invoice UI Refresh specification version 45, section S4-N1, read on 31 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9143 (S4-N1),,
VIN / Serial hides when the asset has neither; Asset name still shows,Asset Section,Negative,Medium,"1. You are signed in to ShopView.
2. A document exists whose attached asset has no VIN and no serial number.","1. Generate the Estimate or Invoice.
2. Look at the asset section.","1. The ""VIN / Serial"" field is hidden when the asset has neither a VIN nor a serial number.
2. The Asset name still shows.

---
This is the expected behaviour as per epic SV-8218 and story SV-9143 (Story 4, Asset Section) and the Invoice UI Refresh specification version 45, section S4-N2, read on 31 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9143 (S4-N2),,
Asset section shows whenever the work order has an asset (parts sales too),Asset Section,Functional,High,"1. You are signed in to ShopView.
2. You can reach: a service work order with an asset, a parts sale with an asset attached, and a work order with no asset attached.","1. Generate a document for a service work order with an asset; check whether the asset section shows.
2. Generate a document for a parts sale that has an asset attached; check whether the asset section shows.
3. Generate a document for a work order with no asset attached; check whether the asset section shows.","1. The asset section shows whenever the work order has an asset attached — including on part sales, treated the same as service work orders.
2. When the work order has no asset attached, the asset section is hidden entirely.

---
This is the expected behaviour as per epic SV-8218 and story SV-9143 (Story 4, Asset Section) and the Invoice UI Refresh specification version 45, sections S4-N3 and the Story 4 prerequisite, read on 31 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9143 (S4-N3; Story 4 prerequisite),,
Work heading is 'Work Summary' on Estimate and 'Work Performed' on Invoice,Work Section,Functional,High,"1. You are signed in to ShopView.
2. You can generate an Estimate and an Invoice for work orders that have work lines.","1. Generate an Estimate and read the work section heading.
2. Generate an Invoice and read the work section heading.","1. On the Estimate the work section heading reads exactly ""Work Summary"".
2. On the Invoice the same section heading reads exactly ""Work Performed"".

---
This is the expected behaviour as per epic SV-8218 and story SV-9144 (Story 5, Work Section) and the Invoice UI Refresh specification version 45, section S5-R1, read on 31 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9144 (S5-R1),,
Work line numbers are sequential and zero-padded to two digits,Work Section,Functional,Medium,"1. You are signed in to ShopView.
2. You can reach a work order with several work lines, and (ideally) one with 100 or more lines.","1. Generate a document for a work order with multiple lines; read the line numbers.
2. If available, generate a document for a work order with 100 or more lines; read the line numbers.","1. Line numbers are sequential with no gaps.
2. Lines 1 to 99 are zero-padded to two digits: 01, 02 ... 10, 11.
3. When the document has 100 or more lines, lines 1-99 still show two digits and lines 100 and above show three digits (100, 101 ...).

---
This is the expected behaviour as per epic SV-8218 and story SV-9144 (Story 5, Work Section) and the Invoice UI Refresh specification version 45, section S5-R2, read on 31 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9144 (S5-R2),,
"Each work line shows name, and description and scope-of-work note when present",Work Section,Functional,High,"1. You are signed in to ShopView.
2. A work order has a line with a name, a description, and a scope-of-work note; and another line with a name only.","1. Generate the document.
2. Read the line that has a description and a scope-of-work note.
3. Read the line that has a name only.","1. Each work line shows its name.
2. A line shows its description when a description is present.
3. A line shows its scope-of-work note when a scope-of-work note is present (shown below the description).
4. A line with no description and no scope-of-work note shows just its name (no empty rows).

---
This is the expected behaviour as per epic SV-8218 and story SV-9144 (Story 5, Work Section) and the Invoice UI Refresh specification version 45, sections S5-R3, S5-R4 and S5-R5, read on 31 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9144 (S5-R3; S5-R4; S5-R5),,
Labor and Parts entries are labeled exactly 'Labor' and 'Parts',Work Section,Functional,Medium,"1. You are signed in to ShopView.
2. A work order line has both a labor entry and a parts entry.","1. Generate the document.
2. Read the entry labels within a work line.","1. A labor entry within a line is labeled exactly ""Labor"".
2. A parts entry within a line is labeled exactly ""Parts"".

---
This is the expected behaviour as per epic SV-8218 and story SV-9144 (Story 5, Work Section) and the Invoice UI Refresh specification version 45, section S5-R6, read on 31 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9144 (S5-R6),,
Invoice Details settings show or hide the per-entry figures,Work Section,Functional,High,"1. You are signed in to ShopView.
2. You can change the document settings under Administration > Invoice Details for a shop, and generate a document for that shop.","1. Under Administration > Invoice Details, turn each of ""Labor hours"", ""Labor rate"", ""Labor price"", ""Part quantity"", ""Part price"", ""Part number"" and ""Part description"" on, generate a document, and read a work line.
2. Turn each setting off, generate again, and read the same line.","1. When ""Labor hours"", ""Labor rate"", ""Labor price"", ""Part quantity"", ""Part price"", ""Part number"" and ""Part description"" are on, each per-entry figure, the part number, and the part description show on their labor/part entry.
2. Turning a setting off hides its per-entry figure; turning ""Part number"" off hides the part number on every parts entry, and turning ""Part description"" off hides the part description on every parts entry.
3. Turning ""Labor price"" off also hides the line footer's ""Labor"" figure; turning ""Part price"" off also hides the line footer's ""Parts"" figure.
4. The itemized labor and parts entries themselves are never collapsed or hidden by any setting; ""Line total"" and the financial summary always show their amounts.

---
This is the expected behaviour as per epic SV-8218 and story SV-9144 (Story 5, Work Section) and the Invoice UI Refresh specification version 45, section S5-R7, read on 31 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9144 (S5-R7),,
Line-level fee shows as a plain amount; discount shows in parentheses,Work Section,Functional,High,"1. You are signed in to ShopView.
2. A work order has a line with a line-level fee and a line with a line-level discount.","1. Generate the document.
2. Read the line that has a line-level fee.
3. Read the line that has a line-level discount.","1. A fee that applies to a single labor or parts line is shown with that line as a plain amount.
2. A discount that applies to a single line is shown with that line in parentheses (the accounting convention for a subtraction).
3. The parentheses are required wording, not styling.

---
This is the expected behaviour as per epic SV-8218 and story SV-9144 (Story 5, Work Section) and the Invoice UI Refresh specification version 45, section S5-R8, read on 31 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9144 (S5-R8),,
"Line footer shows Labor, Parts and Line total with the divider rule",Work Section,Functional,High,"1. You are signed in to ShopView.
2. You can set ""Summarize labor total"" and ""Summarize parts total"" under Administration > Invoice Details, and reach lines with and without visible Labor/Parts figures.","1. With both summarize settings on, generate a document and read a line footer that has Labor and Parts amounts.
2. Turn the summarize settings off and read the footer again.
3. Read a footer on a line where neither a Labor nor a Parts figure is visible.","1. Each work line has a footer with figures labeled exactly ""Labor"", ""Parts"", and ""Line total"".
2. The Labor and Parts figures are that line's own totals after its line-level fees and discounts; ""Line total"" is their sum.
3. A ""Labor"" or ""Parts"" footer figure shows only when its summarize setting is on; it is hidden when that setting is off, when its value is $0.00, or when its matching price setting is off (a negative value is shown with its sign).
4. The vertical divider before ""Line total"" shows only when at least one Labor or Parts figure is visible; when neither is, ""Line total"" stands alone with no divider.
5. ""Line total"" always shows, appears once per line, and shows even when it reads $0.00.

---
This is the expected behaviour as per epic SV-8218 and story SV-9144 (Story 5, Work Section) and the Invoice UI Refresh specification version 45, sections S5-R7, S5-R9 and S5-R10, read on 31 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9144 (S5-R7; S5-R9; S5-R10),,
Empty work section shows heading; Summary divider still precedes summary,Work Section,Negative,Low,"1. You are signed in to ShopView.
2. You can reach a document whose work order has no work lines.","1. Generate the document for a work order with no work lines.
2. Look at the work section and what follows it.","1. The work section shows its heading with no lines beneath it.
2. The ""Summary"" divider still appears and precedes the financial summary.

---
This is the expected behaviour as per epic SV-8218 and story SV-9144 (Story 5, Work Section) and the Invoice UI Refresh specification version 45, section S5-N1, read on 31 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9144 (S5-N1),,
Declined Work shows in its own section with names and descriptions only,Declined Work,Functional,Medium,"1. You are signed in to ShopView.
2. A document exists whose work order has declined work lines (with names, descriptions, and internal scope-of-work notes), and the ""Show declined work"" option is enabled.","1. Generate the Estimate or Invoice.
2. Find the Declined Work section and read its lines.","1. Declined work appears in its own section headed exactly ""Declined Work"", separate from the main work section.
2. Each declined line shows its name, and its description when a description is present.
3. A declined line never shows a scope-of-work note (the technician's internal write-up) - that note does not print for declined work on any customer document.

---
This is the expected behaviour as per epic SV-8218 and story SV-9145 (Story 6, Declined Work) and the Invoice UI Refresh specification version 45, sections S6-R1 and S6-R2, read on 31 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9145 (S6-R1; S6-R2),,
