internal_id,testrail_case_id,title,section,refs
SBC-LINK-01,C30138,The invoice number opens the invoice in the same browser tab,SBC — Invoice Links & Navigation,SV-8607 (SBC spec v17 2026-08-10 Story 9 S9-R1; S9-R2; S9-R2a; S9-R2b)
SBC-LINK-02,C30139,Browser back from an invoice restores filters; sort and columns; rows shut,SBC — Invoice Links & Navigation,SV-8607 (SBC spec v17 2026-08-10 Story 9 S9-R3; S9-R4)
SBC-LINK-03,C30140,Customer name is plain text; the invoice link never turns visited-purple,SBC — Invoice Links & Navigation,SV-8607 (SBC spec v17 2026-08-10 Story 9 S9-R5; S9-R6; S9-R7; S9-R8)
SBC-LINK-04,C30141,An invoice deleted after load shows the not-found state and back returns,SBC — Invoice Links & Navigation,SV-8607 (SBC spec v17 2026-08-10 Story 9 S9-N1)
SBC-LINK-05,C43558,You cannot reach an invoice you have no permission to open,SBC — Invoice Links & Navigation,SV-8607 (SBC spec v17 2026-08-10 Story 9 S9-R1a and S9-N2 — the two say different things about what the invoice number looks like; this case asserts only what both of them agree on)
SBC-SORT-01,C30142,"All columns sortable except chevron; text alphabetical, numbers by value",SBC — Sorting,SV-8608 (SBC spec v20 2026-08-17 S10-R1; S10-R2; S10-R6; S13-R4; renamed to Labor Delta per SV-9071)
SBC-SORT-02,C30143,Default sort is Customer name ascending case-insensitive,SBC — Sorting,SV-8608 (SBC spec v17 2026-08-10 Story 10 S10-R4; S10-R7)
SBC-SORT-03,C30144,Missing values sort to the bottom ascending and to the top descending,SBC — Sorting,SV-8608 (SBC spec v17 2026-08-10 Story 10 S10-R3)
SBC-SORT-04,C30145,Sorting by Date orders customers by their most recent invoice date,SBC — Sorting,SV-8608 (SBC spec v17 2026-08-10 Story 10 S10-R5)
SBC-ADJ-01,C43822,Adjustments column appears between Shop Supplies and Margin,SBC — Totals & Calculations,SV-9280 (SBC spec v20 2026-08-12 S7-R6 — Adjustments in the financial column order between Shop Supplies and Margin)
SBC-ADJ-02,C43823,Adjustments is the signed net of invoice-level fees and discounts,SBC — Totals & Calculations,SV-9280 (SBC spec v20 2026-08-12 S7-R17 — signed net of invoice-level fees/discounts; never allocated into Labor/Parts)
SBC-ADJ-03,C43824,Every row ties out once Adjustments is included,SBC — Totals & Calculations,SV-9280 (SBC spec v20 2026-08-12 S7-R18 — row ties out: Labor+Parts+Supplies+Adjustments=Subtotal; LaborMargin+PartsMargin+Adjustments=Margin)
SBC-CALC-01,C30149,Financial columns run in the specified order with Subtotal and Margin rules,SBC — Totals & Calculations,SV-8609 (SBC spec v20 2026-08-17 S7-R17; S7-R18; §Terminology Subtotal and Margin include Adjustments; renamed to Labor Delta per SV-9071)
SBC-CALC-02,C30150,Margin % is Margin over Subtotal to one decimal; em dash when Subtotal <= 0,SBC — Totals & Calculations,SV-8605 (SBC spec v17 2026-08-10 Story 7 S7-R11; S7-R12; S7-R13; S7-R14)
SBC-CALC-03,C30151,Labor Delta heading is verbatim; value shows +green / -red / 0.0 on every row,SBC — Totals & Calculations,SV-8610 (SBC spec v20 2026-08-17 S12-R1; S12-R2; S12-R3; S12-R4; S12-R5; S12-R6; renamed to Labor Delta per SV-9071)
SBC-CALC-04,C30152,Labor Delta is never blank: no-labor rows and near-zero values both show 0.0,SBC — Totals & Calculations,"SV-8610 (SBC spec v20 2026-08-17 S12-N1,S12-E1,S12-E2; heading renamed to Labor Delta per SV-9071)"
SBC-CALC-05,C30153,Invoice subtotals sum to their asset row and asset subtotals to the customer,SBC — Totals & Calculations,SV-8606 (SBC spec v17 2026-08-10 Story 8 S8-R13)
SBC-CALC-06,C30154,Subtotal is the rightmost column; pinned on scroll and bold everywhere,SBC — Totals & Calculations,SV-8609 (SBC spec v17 2026-08-10 Story 11 S11-R1; S11-R2; S11-R3; S11-N1)
SBC-CALC-07,C30155,The totals row covers the whole filtered set; not just the current page,SBC — Totals & Calculations,SV-8616 (SBC spec v17 2026-08-10 Story 18 S18-R6)
SBC-ADJ-04,C43825,The column selector lists ten toggleable columns including Adjustments,SBC — Column Selector,SV-9280 (SBC spec v20 2026-08-12 S13-R4 — ten toggleable columns including Adjustments)
SBC-COL-01,C30156,Column selector is its own toolbar button with ten toggles all on,SBC — Column Selector,SV-8611 (SBC spec v20 2026-08-17 S13-R4; renamed to Labor Delta per SV-9071)
SBC-COL-02,C30157,"Column toggles hide header+cells; Customer, Subtotal and chevron never in list",SBC — Column Selector,SV-8611 (SBC spec v17 2026-08-10 Story 13 S13-R5; S13-R6; S13-N1)
SBC-COL-04,C43550,A one-location user never sees Location in the column-selection list,SBC — Column Selector,SV-8611 (SBC spec v17 2026-08-10 Story 13 S13-R4 with S4-R12; the never-offered rule itself comes from Chris Ward's answer T1-1 option C of 2026-08-05 and is in no specification)
SBC-ADJ-05,C43826,Both CSV exports include the Adjustments column in the specified position,SBC — Exports,SV-9280 (SBC spec v20 2026-08-12 S14-R4; S14-R5 — Summary and Expanded CSV column order includes Adjustments)
SBC-EXP-01,C30159,The overflow menu holds exactly the four download items - no Print,SBC — Exports,"SV-8612; SV-8613 (SBC spec v17 2026-08-10 S14-R1; S14-R2; S15-R1; S15-R2; S20-R16 — these CLOSE the four-item menu and its verbatim labels; menu reshaped + ""Print"" removed per Chris Ward 2026-07-29 [newest-wins])"
SBC-EXP-02,C30160,Download file names carry the version and the active date range,SBC — Exports,SV-8612; SV-8613 (SBC spec v17 2026-08-10 S14-R14; S14-R15; S15-R6 — file names now carry the Summary/Expanded version; the old flat sales-by-customer-{range} map is superseded)
SBC-EXP-03,C30161,"Expanded View CSV: column order, blank-cell rules, and the Locations line",SBC — Exports,SV-8612 (SBC spec v20 2026-08-17 S14-R5; renamed to Labor Delta per SV-9071)
SBC-EXP-04,C30162,CSV formats: Margin % plain; dates mm-dd-yyyy; currency plain; no color,SBC — Exports,"SV-8612 (SBC spec v20 2026-08-17 S14-R9,S14-R10,S14-R11,S14-R12,S14-R13; heading renamed to Labor Delta per SV-9071)"
SBC-EXP-05,C30163,CSV and PDF hold exactly the customers matching the active filters and sort,SBC — Exports,SV-8601 (SBC spec v17 2026-08-10 Story 2 S2-R7; Story 3 S3-R7; Story 4 S4-R10; Story 14 S14-R3; Story 15 S15-R3; Story 18 S18-R7)
SBC-EXP-06,C30164,Each download item shows a loading state and its own export-failed toast,SBC — Exports,SV-8612; SV-8613 (SBC spec v17 2026-08-10 Story 14 S14-E1; S14-N1; Story 15 S15-E1; S15-N1; §7 — the loading state is now per menu item; four items)
SBC-EXP-08,C30166,"PDF page: A4 landscape, uniform margins, ShopView footer and page numbers",SBC — Exports,SV-8613 (SBC spec v17 2026-08-10 Story 15 S15-R5; S15-R6; S15-R7; S15-R8 — A4 landscape; 25px margins; standard font; footer label and page numbers)
SBC-EXP-09,C30167,"PDF header: title, organization, date range, Product Type and Locations lines",SBC — Exports,"SV-8613 (SBC spec v17 2026-08-10 Story 15 S15-R7; S15-R8; S15-R9; S15-R10; S15-R11; S15-R14 + Story 4 S4-R13 — PDF header block; S15-R14/S4-R13 = the ""Locations:"" line in every export [Chris Ward 2026-07-29; newest-wins])"
SBC-EXP-10,C30168,"PDF logo is embedded, scales without distortion",SBC — Exports,SV-8613 (SBC spec v17 2026-08-10 Story 15 S15-R12; S15-R13; S15-R14; S15-R15; S15-R16; S15-R17; S15-R18)
SBC-EXP-11,C30169,"Expanded CSV body: column set and order, Customer/Asset/Invoice tree, blanks",SBC — Exports,SV-8612 (SBC spec v20 2026-08-17 S14-R5; renamed to Labor Delta per SV-9071)
SBC-EXP-14,C30172,"An export over 10,000 data rows is refused with the too-large toast",SBC — Exports,SV-8612; SV-8613 (SBC spec v17 2026-08-10 S14-R16 CSV cap; S15-R25 PDF cap; S14-R14; S15-R22; §7 — Print leg REMOVED per kickoff video P25 31:14; user ruling 2026-07-28 video-overrides-spec)
SBC-EXP-15,C30173,A no-match export still downloads headers and a zero totals row,SBC — Exports,SV-8616 (SBC spec v17 2026-08-10 Story 18 S18-R10)
SBC-EXP-16,C38856,Summary and Expanded View downloads exist for both PDF and CSV,SBC — Exports,SV-8612 (SBC spec v20 2026-08-17 S14-R4; renamed to Labor Delta per SV-9071)
SBC-EXP-17,C43553,A logo that is set but will not load falls back to the ShopView logo,SBC — Exports,SV-8613 (SBC spec v17 2026-08-10 Story 15 S15-R17 and S15-R18 - the logo order and the no-logo layout; the set-but-fails-to-load step is Chris Ward's answer T3-4 option C of 2026-08-05 alone)
SBC-EXP-18,C43832,CSV export repeats the PDF header's Product Type and Locations filter lines,SBC — Exports,SV-8612 (SBC spec v20 2026-08-17 S14-R13a; suite-wide CSV filter-summary rule SV-9283)
SBC-PERS-01,C30174,Filters; sort and visible columns are restored on the next visit,SBC — Saved View & Persistence,SV-8604 (SBC spec v17 2026-08-10 Story 6 S6-R1; S6-R2; S6-R4; Story 2 S2-R8; Story 3 S3-R8; Story 4 S4-R11; Story 10 S10-R9; Story 13 S13-R8)
SBC-PERS-02,C30175,"Type-ahead search text, expansion state and scroll position are not saved",SBC — Saved View & Persistence,SV-8604 (SBC spec v17 2026-08-10 Story 6 S6-R3; Story 8 S8-R22)
SBC-PERS-03,C30176,A saved value that is no longer valid is dropped and falls back to default,SBC — Saved View & Persistence,SV-8604 (SBC spec v17 2026-08-10 Story 6 S6-R5; S6-R6)
SBC-PERS-04,C30177,The saved view is specific to this report and does not affect any other report,SBC — Saved View & Persistence,SV-8604 (SBC spec v17 2026-08-10 Story 6 S6-R7)
SBC-PERS-05,C30178,With no saved view every setting uses its own default,SBC — Saved View & Persistence,SV-8604 (SBC spec v17 2026-08-10 Story 6 S6-N1; Story 2 S2-R5; Story 4 S4-R4)
SBC-PERS-06,C30179,When a saved view and a page-link range clash the saved view wins,SBC — Saved View & Persistence,SV-8601 (SBC spec v17 2026-08-10 Story 2 S2-R9)
SBC-PERS-07,C30180,Customer filter restore: all-customers stays all; an id set is intersected,SBC — Saved View & Persistence,SV-8616 (SBC spec v17 2026-08-10 Story 18 S18-R8)
SBC-EMPTY-01,C30181,Empty state shows in the table body; toolbar interactive; kept selection returns,SBC — Empty & Edge States,SV-8615 (SBC spec v17 2026-08-10 Story 17 S17-R1; S17-R2; S17-R3; S17-E1; Story 2 S2-N1; Story 3 S3-N1; Story 4 S4-N2; Story 8 S8-N1; Story 17 S17-N1)
SBC-EMPTY-04,C30184,A failed data fetch shows the error toast which fades after 5 seconds,SBC — Empty & Edge States,SV-8582 (SBC spec v17 2026-08-10 §7 User Feedback Summary — the data-fetch error toast; CROSS-CUTTING: the SBC spec carries no error-state story of its own so the epic key is used deliberately)
SBC-VIS-01,C30185,Page and toolbar match the suite theme in padding; surface and alignment,SBC — Visual Conformance,SV-8617 (SBC spec v17 2026-08-10 Story 20 S20-R1; S20-R2; S20-R3; S20-R4; S20-R5; S20-R6; S20-R7; S20-R12; S20-R13; S20-R15; S20-R17)
SBC-VIS-02,C30186,Row surfaces alternate by tree level; header and totals rows stay white,SBC — Visual Conformance,SV-8617 (SBC spec v17 2026-08-10 Story 20 S20-R8; S20-R9; S20-R10; S20-R11; S20-R14)
SBC-VIS-03,C30187,Dark mode darkens every surface while the PDF always renders light,SBC — Visual Conformance,SV-8617 (SBC spec v17 2026-08-10 Story 20 S20-R18)
SBC-VIS-04,C43840,A group/summary row presents its rolled-up totals as an inline math strip,SBC — Visual Conformance,SV-8593 (SBC spec v20 2026-08-17; grouped-totals math strip per Chris Ward design review 2026-08-17; exact styling to confirm live)
SBC-MOB-01,C30188,On a phone every toolbar control works on touch; the toolbar splits in two,SBC — Mobile,SV-8618 (SBC spec v17 2026-08-10 Story 21 S21-R1; S21-R2; S21-R3)
SBC-MOB-02,C30189,On touch the table scrolls sideways with Subtotal pinned and chevrons work,SBC — Mobile,SV-8618 (SBC spec v17 2026-08-10 Story 21 S21-R4; S21-R5; S21-R6)
SBC-API-01,C30190,Asset and invoice rows are fetched on first expand; one call per customer,SBC — API,SV-8606 (SBC spec v17 2026-08-10 Story 8 S8-R14; S8-R16)
SBC-API-02,C30191,Sorting is applied on the server and re-fetches the first page,SBC — API,SV-8608 (SBC spec v17 2026-08-10 Story 10 S10-R8; S10-R8b; tech-plan-2026-07-29 A2 (server sort whitelist))
SBC-API-03,C30192,The Customer type-ahead queries the server instead of loading every name,SBC — API,SV-8616 (SBC spec v17 2026-08-10 Story 18 S18-R2; S18-R4)
SBC-API-04,C30193,Customer rows are server-paginated; the totals row is server-computed,SBC — API,SV-8616 (SBC spec v17 2026-08-10 Story 18 S18-R6; S18-R11)
SBC-API-05,C30194,"Exports are server-generated and the 10,000-row cap is counted first",SBC — API,SV-8612 (SBC spec v17 2026-08-10 Story 14 S14-R3; S14-R14; Story 15 S15-R3; S15-R22)
SBC-API-06,C43546,The back end serves SBC report data and export on ordinary reports access,SBC — API,SV-8600 (SBC spec v17 2026-08-10 S1-R2; S1-N1 — the back-end half of the ordinary-reports-access gate; the SBC twin of the Parts Velocity back-end case C30391; Chris Ward Q1=A; SV-8780 Ready to Fix)
SBR-NAV-01,C30195,"Sales By Representative under Performance, below existing links; titles correct",SBR — Access & Navigation,SV-8619 (SBR spec v18 2026-08-07 Story 1 S1-R1; S1-R2; S1-R3; S1-R4; S1-R5; S1-R6 — 'at the bottom' = below the four named anchor reports per PRD video 2026-07-30 01:18-02:05; order among the four new reports not important)
SBR-NAV-03,C30197,The nav entry fits the full Sales By Representative label; no truncation,SBR — Access & Navigation,SV-8619 (SBR spec v18 2026-08-07 Story 1 S1-R7; §1 naming note)
SBR-PERM-01,C30198,Sales By Representative is visible to anyone who sees another Performance report,SBR — Permissions,SV-8619 (SBR spec v18 2026-08-07 Story 1 S1-R1)
SBR-PERM-02,C30199,"Without Reports access: no navigation, no export menu, no Export dialog",SBR — Permissions,SV-8619 (SBR spec v18 2026-08-07 Story 1 S1-N1; Story 14 S14-N3; Story 15 S15-N1)
SBR-PERM-03,C30200,Without staff-administration access the deactivation flow is unreachable,SBR — Permissions,SV-8630 (SBR spec v18 2026-08-07 Story 13 S13-N1)
SBR-DATE-01,C30201,Date range picker is in the toolbar and offers the standard presets plus Custom,SBR — Date Range Filter,SV-8620 (SBR spec v18 2026-08-07 Story 2 S2-R1; S2-R2)
SBR-DATE-02,C30202,A Custom range uses the date-picker and holds a 366-day maximum span,SBR — Date Range Filter,SV-8620 (SBR spec v18 2026-08-07 Story 2 S2-R3; S2-R6)
SBR-DATE-04,C30204,An invoice sits in the range by its own invoice date; endpoints included,SBR — Date Range Filter,SV-8620 (SBR spec v18 2026-08-07 Story 2 S2-R5; S2-R8; §3)
SBR-TYPE-02,C30206,"Product Type: three options, Parts & Service default, each option filters right",SBR — Product Type Filter,"SV-8621 (SBR spec v18 2026-08-07 Story 3 S3-R1; S3-R2; S3-R3; S3-R4; S3-R5; S3-R6; S3-R7 — S3-R2 CLOSES the list itself (""exactly three options""); so the closed list IS the requirement)"
SBR-STAT-01,C30208,Invoice Status offers exactly four options; All Statuses is the default,SBR — Invoice Status Filter,"SV-8622 (SBR spec v18 2026-08-07 Story 4 S4-R1; S4-R2; S4-R3; S4-R5 — S4-R2 CLOSES the list itself (""exactly four options""); so the closed list IS the requirement)"
SBR-STAT-02,C30209,Status filtering matches on the mapped display value,SBR — Invoice Status Filter,SV-8622 (SBR spec v18 2026-08-07 Story 4 S4-R4; §3 payment-status mapping)
SBR-STAT-04,C30211,Filters compose: a rep appears only with an invoice matching ALL active filters,SBR — Invoice Status Filter,SV-8622 (SBR spec v18 2026-08-07 Story 4 S4-R7; S4-R6; S4-N1; Story 3 S3-R8; S3-N1)
SBR-STAT-05,C30212,"Money columns always show invoiced amounts, never the outstanding balance",SBR — Invoice Status Filter,SV-8622 (SBR spec v18 2026-08-07 Story 4 S4-R8)
SBR-LOC-01,C30213,Location filter is the rightmost control with an All Locations option,SBR — Location Filter,SV-8638 (SBR spec v18 2026-08-07 Story 21 S21-R1; Story 18 S18-R7.2)
SBR-LOC-03,C30215,Location selection cascades; an inaccessible location's data is never included,SBR — Location Filter,SV-8638 (SBR spec v18 2026-08-07 S21-R3; S21-R4; S21-R5; §3 — per-row location identifier in All-Locations view ADDED per kickoff video P10 [ruling 2026-07-28 video-overrides-spec]) + on-screen location-scope indicator per Chris Ward 2026-07-29
SBR-LOC-04,C30216,Sales By Representative: Location filter hidden for a one-location user,SBR — Location Filter,"SV-8638 (SBR spec v18 2026-08-07 S21-N1 — RULED HIDDEN by Chris Ward answer 2026-07-31 Q1=A ""classic spec drift""; confirmed by his spec edit: S21-N1 now reads ""A single-location user does not see the filter; it is hidden"" (SBR v16 2026-08-05))"
SBR-LOC-05,C38913,Location column: shown to any multi-location user; toggleable; rep rows Multiple,SBR — Location Filter,SV-8638 (SBR spec v22 2026-08-17 S21-R7; S14-R20; renamed to Labor Delta per SV-9071)
SBR-ADJ-01,C43828,Adjustments column appears between Parts Margin and Margin,SBR — Rep Rows & Tree,SV-9281 (SBR spec v22 2026-08-12 S5-R2 — 13-column order includes Adjustments between Parts Margin and Margin)
SBR-ROW-01,C30217,A rep row appears only when the rep has a matching non-reversed invoice,SBR — Rep Rows & Tree,SV-8623 (SBR spec v18 2026-08-07 Story 5 S5-R1; S5-R4; S5-N1; §3 Key Decisions)
SBR-ROW-02,C30218,"Row layout: 13 columns in order, blanks in position, bold summary rows",SBR — Rep Rows & Tree,SV-8622 (SBR spec v22 2026-08-17 S5-R2; renamed to Labor Delta per SV-9071)
SBR-ROW-03,C30219,A toggled-off or deleted contributor still appears; tagged (Inactive),SBR — Rep Rows & Tree,SV-8623 (SBR spec v18 2026-08-07 Story 5 S5-R9; §3 Key Decisions; §4 Snapshot)
SBR-TREE-05,C30221,Expanding a rep loads its invoices on demand with a row-level spinner,SBR — Rep Rows & Tree,"SV-8624 (SBR spec v22 2026-08-17 S6-R1,S6-R2,S6-R3,S6-E1; heading renamed to Labor Delta per SV-9071)"
SBR-TREE-06,C30222,The header chevron expands every visible rep and its glyph tracks state,SBR — Rep Rows & Tree,SV-8624 (SBR spec v18 2026-08-07 Story 6 S6-R5; S6-R6)
SBR-TREE-07,C30223,Each invoice appears under exactly one rep or the Unassigned row,SBR — Rep Rows & Tree,SV-8624 (SBR spec v18 2026-08-07 Story 6 S6-R7; §3 Key Decisions)
SBR-TREE-08,C30224,"Expansion survives filter and sort changes within the session, resets on reload",SBR — Rep Rows & Tree,SV-8624 (SBR spec v18 2026-08-07 Story 6 S6-R8; S6-N1; Story 23 S23-R2)
SBR-TREE-09,C30225,Detail rows run newest first with a numeric invoice-number tie-break,SBR — Rep Rows & Tree,SV-8624 (SBR spec v18 2026-08-07 Story 6 S6-R9; Story 11 S11-R2)
SBR-BADGE-01,C30226,Status badge between Customer and Labor Delta; every detail row shows mapped text,SBR — Payment Status Badge,"SV-8625 (SBR spec v22 2026-08-17 S8-R1,S8-R2,S8-R4,S8-R5,S8-R6,S8-N1,S18-R6; heading renamed to Labor Delta per SV-9071)"
SBR-BADGE-02,C30227,Badge colors use the canonical payment-status tokens in light and dark,SBR — Payment Status Badge,SV-8625 (SBR spec v18 2026-08-07 Story 8 S8-R3; Story 18 S18-R8)
SBR-ADJ-02,C43829,Adjustments is the signed net of invoice-level fees and discounts,SBR — Inv. Hrs & Calculations,SV-9281 (SBR spec v22 2026-08-12 S5-R11 — signed net of invoice-level fees/discounts; never allocated into Labor/Parts)
SBR-CALC-01,C30229,Labor Delta is hours invoiced minus hours worked; half-up to one decimal,SBR — Inv. Hrs & Calculations,SV-8626 (SBR spec v22 2026-08-17 S9-R1; S9-R2; §3; renamed to Labor Delta per SV-9071)
