internal_id,testrail_case_id,title,section,refs
SCH-PANEL-05,43586,Menus and pop-up windows reposition when the left panel is hidden,Grid Toolbar,SV-8686 (§5.3 Panel collapse - Popovers and modals)
SCH-PANEL-06,43587,Hiding the panel lasts for the rest of your sign-in but is not saved,Grid Toolbar,SV-8686 (§5.3 Panel collapse - Persistence; session-scoped per user for build)
SCH-TOOL-01,30039,'Today' button jumps the grid to the current date,Grid Toolbar,SV-8686 (§6 (Today button))
SCH-TOOL-02,30040,"Left/right arrows step by day, week, or month to match the active range",Grid Toolbar,"SV-8686 (§6 (Left/right arrows,Date label))"
SCH-TOOL-03,30041,Toolbar search highlights matching blocks and fades non-matching ones,Grid Toolbar,SV-8686 (§6 (Search))
SCH-VIEW-01,30042,"'Filter & Display' dropdown combines department toggles, My Shifts, and VIN",Filter and Display and View Options,"SV-8700 (§6,§9 (Filter and Display dropdown))"
SCH-VIEW-02,30043,Department toggles show or hide individual department groups in the grid,Filter and Display and View Options,SV-8700 (§9 (Department toggles))
SCH-VIEW-03,30044,'My Shifts' filters the grid to only the current user's shifts,Filter and Display and View Options,"SV-8700 (§9 (My Shifts),§14.3)"
SCH-VIEW-04,30045,'VIN Number' toggle gates the block VIN only - tooltip and modal always show it,Filter and Display and View Options,"SV-8700 (§9 (VIN),§4.4); SV-8690 (§4.4,§9 (VIN option)); SV-8694 (§4.8 (Lane height with VIN))"
SCH-VIEW-05,30046,'View Options': six toggles with defaults; Capacity Bars and Events flip,Filter and Display and View Options,"SV-8700 (§6,§9 (View Options popover,Capacity Bars,Events),§4.12)"
SCH-VIEW-06,30047,Business Hours toggle shades non-working hours in day view,Filter and Display and View Options,"SV-8700 (§9 (Business Hours),§4.8 (Business-hours shading))"
SCH-VIEW-09,30050,Tech Hours toggle displays each technician's working hours next to their name,Filter and Display and View Options,SV-8700 (§9 (Tech Hours))
SCH-VIEW-10,30051,Saturday and Sunday toggles include or exclude the weekend columns,Filter and Display and View Options,"SV-8700 (§9 (Saturday,Sunday),§3.2 (Week view))"
SCH-REAS-01,30052,"Dragging a shift to another technician row reassigns it, with a confirm modal",Reassignment and Context Menu,"SV-8695 (§7 (Shift reassignment),§12)"
SCH-REAS-03,30054,Left-click empty grid space opens a menu: Create Event and New Work Order,Reassignment and Context Menu,"SV-8700 (§7 (left-click menu on empty grid space; View Day and New Shift removed),§14.1 (creation via the cell menu))"
SCH-REAS-06,38855,'New Work Order' in the cell menu points the user to the Work Orders tab,Reassignment and Context Menu,SV-8700 (§7 / §4.10 New Work Order cell-menu shortcut)
SCH-REAS-07,43556,Week view: a shift that is part of a repeating series can be reassigned,Reassignment and Context Menu,SV-8867 (§7 shift reassignment + §12 series is a grouping over ordinary shifts)
SCH-DEL-01,30057,Deleting a middle shift of a series offers all three scope options,"Deletion, Series Scopes and Undo",SV-8692 (§7 (Series-aware deletion))
SCH-DEL-02,30058,'This shift only' removes that day and the series keeps the gap,"Deletion, Series Scopes and Undo",SV-8692 (§7 (This shift only))
SCH-DEL-03,30059,'This and everything after' removes from the clicked shift onward,"Deletion, Series Scopes and Undo",SV-8692 (§7 (This and everything after))
SCH-DEL-04,30060,'The whole series' removes all of the series' shifts for that technician,"Deletion, Series Scopes and Undo",SV-8692 (§7 (The whole series - 'for that technician'))
SCH-DEL-05,30061,Scope options adapt: the first and last shift each show only two,"Deletion, Series Scopes and Undo",SV-8692 (§7 (options adapt to position))
SCH-DEL-06,30062,Deleting a standalone (non-series) shift does not ask for a series scope,"Deletion, Series Scopes and Undo",SV-8692 (§7 (derived - scope prompt is for series shifts))
SCH-DEL-08,30064,"Toast lasts ~7s with Undo (about 4s without); stays on hover, goes on leave","Deletion, Series Scopes and Undo","SV-8688 (§7 (Toast notifications),§11 (Undo))"
SCH-DEL-09,30065,"Every create/delete/move/reassign toasts with Undo, and Undo restores","Deletion, Series Scopes and Undo","SV-8688 (§7 (Toast notifications),§11 (Undo))"
SCH-DEL-10,38864,"Schedule actions save immediately - Undo reverses them, closing does not cancel","Deletion, Series Scopes and Undo",SV-8688 (§7 toast/undo + tech-plan D10)
SCH-KEY-01,30066,"Escape closes the topmost open modal or popover, following the stacking order",Keyboard Interactions,"SV-8700 (§7 (Keyboard support - Escape,including within the shift modal))"
SCH-KEY-03,30068,"Enter confirms the active dialog, but not inside a note textarea",Keyboard Interactions,SV-8700 (§7 (Keyboard support - Enter; Enter does not fire inside textareas))
SCH-KEY-05,30070,Modals trap focus and all interactive elements are keyboard-reachable,Keyboard Interactions,SV-8700 (§11 (Accessibility))
SCH-COLOR-01,30071,"Blue is the default color for all shifts, including long and multi-week jobs",Color System,SV-8700 (§10)
SCH-COLOR-02,30072,"Shift modal color picker recolors that shift only, in matching tones",Color System,"SV-8700 (§10,§4.9 (Color picker)); SV-8690 (§4.4,§10)"
SCH-COLOR-03,30073,Color labels are editable per shop,Color System,"SV-8700 (§10 (Color labels are editable per shop),§4.10 (shared picker))"
SCH-HRS-02,38847,Business-hours toggle reveals a per-day (Mon-Sun) From-To editor,Working Hours Settings,"SV-8699 (§4.2 Working Hours - business hours toggle,per-day From/To editor)"
SCH-HRS-03,38848,"Edit Staff has a 'Set custom hours for this technician' toggle, off by default",Working Hours Settings,SV-8699 (§4.2 Working Hours - technician custom-hours toggle)
SCH-HRS-04,38849,A technician with no custom hours inherits the shop business hours,Working Hours Settings,SV-8699 (§4.2 Working Hours - inherit shop hours when no custom hours)
SCH-HRS-05,38850,"'Add hours' appends a removable second range for split shifts, starting empty",Working Hours Settings,SV-8699 (§4.2 Working Hours - Add hours split shifts)
SCH-HRS-06,38851,Overlapping hour ranges block Save; incomplete rows are ignored,Working Hours Settings,SV-8699 (§4.2 Working Hours - overlap validation; incomplete rows ignored by overlap check)
SCH-PERM-01,30074,Schedule: View grants the full read-only experience across the whole page,Permissions,"SV-8685 [epic - cross-cutting,no single-story owner] (§14.1 (Schedule: View),§14.3)"
SCH-PERM-02,30075,View-only: every editing affordance is hidden or disabled,Permissions,"SV-8685 [epic - cross-cutting,no single-story owner] (§14.1 (Schedule: View - editing affordances hidden or disabled))"
SCH-PERM-03,30076,"With Schedule: View OFF, the Schedule top-level nav item is hidden entirely",Permissions,"SV-8685 [epic - cross-cutting,no single-story owner] (§14.1 (When Schedule: View is OFF))"
SCH-PERM-04,30077,Schedule: Edit unlocks all creation and modification interactions,Permissions,"SV-8685 [epic - cross-cutting,no single-story owner] (§14.1 (Schedule: Edit))"
SCH-PERM-05,30078,Edit without Delete: the user can create and modify but not remove,Permissions,"SV-8685 [epic - cross-cutting,no single-story owner] (§14.1 (Schedule: Delete - without it))"
SCH-PERM-06,30079,Schedule: Delete unlocks deleting shifts and events,Permissions,"SV-8685 [epic - cross-cutting,no single-story owner] (§14.1 (Schedule: Delete))"
SCH-PERM-07,30080,"Permission tiers nest: Delete requires Edit, Edit requires View",Permissions,"SV-8685 [epic - cross-cutting,no single-story owner] (§14 (Delete requires Edit and Edit requires View))"
SCH-PERM-08,30081,Schedule without Work Orders: View - the sidebar hides the work order list,Permissions,SV-8687 (§14.2)
SCH-PERM-09,30082,No own-only restriction: a View user sees ALL technicians' shifts,Permissions,"SV-8685 [epic - cross-cutting,no single-story owner] (§14.3)"
SCH-PERM-10,30083,"Grid rows are department-based, not role-based",Permissions,SV-8686 (§14.4)
SCH-PERM-11,30084,Clocking into line tasks is gated by the staff 'Time Clock' setting,Permissions,SV-8686 (§14.4 (Time Clock setting))
SCH-PERM-12,30614,"With Work Orders: View OFF, work order details on shifts are hidden",Permissions,SV-8687 (§14.2 (Work Orders: View dependency))
SCH-PERM-13,38926,Default roles start at the Schedule level the spec names (view-only vs edit),Permissions,SV-8685 [epic - cross-cutting - no single-story owner] (§14.1 default role tiers - view-only role list + edit role list; spec v27 2026-08-07)
SCH-EDGE-02,30086,Below 960px the grid scrolls sideways and the sidebar collapses,Edge Cases and Responsiveness,"SV-8686,SV-8687 (§11 (Responsiveness - grid scrolls horizontally below 960px; sidebar collapses))"
SCH-EDGE-03,30087,The sidebar work order list and line drill-down stay smooth with 50+ items,Edge Cases and Responsiveness,SV-8687 (§11 (Performance - sidebar list and line drill-down virtualize at 50+ items))
SCH-EDGE-04,30088,The grid renders smoothly at full load - 15 technicians over 7 days,Edge Cases and Responsiveness,SV-8686 (§11 (Performance))
SCH-EDGE-05,30089,Shop closures do NOT block spread in V1 - shifts can land on closure days,Edge Cases and Responsiveness,"SV-8691 (§12 (Shop closures),§4.5)"
SCH-EDGE-06,30090,"Scheduled, estimated and actual clocked hours are three separate numbers",Edge Cases and Responsiveness,"SV-8691 (§4.5 (three separate quantities),§12)"
SCH-EDGE-07,38865,A multi-week series keeps the same local start time across the clock change,Edge Cases and Responsiveness,SV-8691 (§4.5 + tech-plan D2 NFR-005 DST)
SCH-EDGE-08,38866,Schedule and all its dialogs display correctly in dark mode,Edge Cases and Responsiveness,"SV-8685 (§11 (Dark theme - user-selectable Light / Dark,persisted per user))"
SCH-PANEL-04,43585,On a narrow window the panel button still works and your choice holds,Edge Cases and Responsiveness,SV-8686 (§5.3 Panel collapse - Narrow viewports; toggle works at any width and the manual choice holds until the next resize)
SCH-REG-01,38867,Shifts and events created before the Schedule rewrite still appear after it,Cross-Module and Rewrite Regression,"SV-8685 [epic - cross-cutting,no single-story owner] (tech-plan §3 FR-015 data migration)"
SCH-REG-02,38868,Dashboard shows one schedule row per work order even with many shifts,Cross-Module and Rewrite Regression,"SV-8685 [epic - cross-cutting,no single-story owner] (tech-plan §4 Dashboard FR-016)"
SCH-REG-03,38869,A work order created with an appointment shows up on the Schedule board,Cross-Module and Rewrite Regression,"SV-8685 [epic - cross-cutting,no single-story owner] (tech-plan §4 WO-create AppointmentScheduler)"
SCH-REG-04,38870,A multi-location technician's shift appears only on the work order's location,Cross-Module and Rewrite Regression,"SV-8685 [epic - cross-cutting,no single-story owner] (tech-plan §3 WO-primary location resolution)"
SCH-REG-05,38871,Work order form offers a Priority (High/Medium/Low) that drives the sidebar,Cross-Module and Rewrite Regression,SV-8687 (§5.1 + tech-plan FR-P4 WO priority)
SCH-API-01,38872,API - Schedule reads need View; writes need Edit; deletes need Delete (403),API — Schedule,"SV-8685 [epic - cross-cutting,no single-story owner] (§14 + tech-plan §4 NFR-003 permissions)"
SCH-API-02,38873,API - Series past 8 weeks returns 409 until acknowledged; over 120 shifts 422,API — Schedule,SV-8691 (§4.5 + tech-plan D8 error cases)
SCH-API-03,38874,API - No pricing fields in Schedule responses; WO details need Work Orders View,API — Schedule,"SV-8685 [epic - cross-cutting,no single-story owner] (§14 + tech-plan D6/NFR-002 no pricing)"
SCH-API-04,38875,"API - A shift from another location returns 404, not another shop's data",API — Schedule,"SV-8685 [epic - cross-cutting,no single-story owner] (tech-plan NFR-001 location scoping)"
