"Locations: Staging Heavy Duty - 9919"
Type,"Part #",Description,Category,Vendor,"Units Sold","Units Returned","Sold (WO)","Sold (Parts Sale)","Unit Cost","Sell Price",Revenue,Margin,"Margin %",Demand,"Last Sale","On Hand",Turns/Yr,Min,Max
Inventory,02-12176-000,"Pilot Bearing","HD-Drive Train",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,02-507,"TRAILER BRAKE DUST SHIELD","HD-Trailer Brake Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"429 days",8.00,0.00,0,0
Inventory,027-050-00,"Brake Magnet Retainer (DX27-050)","HD-Trailer Brake Comp","Wuboro Farms",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"290 days",9.00,0.00,0,0
Inventory,03-07421,"Shock Absorber, Rear, Air Trac","HD-Steering & Suspension",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,1
Inventory,03-34520-000,"O-RING AIR INTAKE","HD-Cooling & HVAC",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,03-42776-010,"Engine Air Filter, Cascadia, 57X",HD-Filters,"Enson Forestry",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,1,2
Inventory,03-43845-001,"Fuel Filter Element, Freightliner, Racor Head",HD-Filters,"Enson Forestry",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"453 days",4.00,0.00,0,1
Inventory,0304-0794,"RESISTOR.ONAN , GEN.","HD-Engine Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,03147,"Exhaust Manifold Flange Stud Kit, 3/8""","HD-Engine Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,04-23277-000,"V-Band Clamp","HD-Engine Comp","Enson Forestry",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,1,2
Inventory,04-28289-000,"DPF Mounting Strap, ISX",HD-Emissions,—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,04-28527-000,CONNECTOR,HD-Exhaust,—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,04-552352,"CAMSHAFT LH (17-863, M16WKL15-236, 123.102316.07)","HD-Heavy Duty Brake Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,0431-1-008,"DOCUMENT HOLDER, TUBE STYLE W/ BRACKET (RA913)","HD-Trailer Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,0,0
Inventory,046-032-00,"HUB CAP PLUG (180.4632, 7700052)","HD-Wheel Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,1
Inventory,05-1867-513*356,"PACCAR GREY SPRAY PAINT","HD-Misc / Other","Teline Rentals",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,05-28963-002,"COOLANT HOSE, WESTERN STAR","HD-Cooling & HVAC","Ruridge Mining",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"208 days",6.00,0.00,0,0
Inventory,05-562,"SLACK ADJUSTER 28SPL 5-6"" CENTERS (AS1139)","HD-Heavy Duty Brake Comp","Wuboro Farms",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,0516-0352-AG,CABLE,"HD-Misc / Other",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,06-35209-000,"HIGH PRESSURE SWITCH, AC DUAL FUNCTION","HD-Cooling & HVAC",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,06-39681-000,"BATTERY HOLD-DOWN FASTNERS",HD-Fasteners,"Enson Forestry",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,0619455,SEAL-O-RING,"HD-Engine Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,065145-G,"BOBTAIL VALVE","HD-Air Brakes & Air Suspension","Toshore Electrical",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,065159-G,"MV-3 Park Brake Valve, 1/4"" NPT Ports","HD-Air Brakes & Air Suspension","Toshore Electrical",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,065206-G,"RELAY VALVE (12)","HD-Air Brakes & Air Suspension","Toshore Electrical",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,07158583010FTG,"DEF COOLANT LINE FITTING (90 DEGREE, 8-3/8"")",HD-Emissions,"Keman Electrical",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"495 days",1.00,0.00,0,0
Inventory,077038,"Slider, Walk Ramp","HD-Truck Accessories",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,08-02794,"AIR TANK BRACKETS","HD-Equipment & Hydraulics",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,08-130301,"BRAKE CAM KIT","HD-Heavy Duty Brake Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,08-130311,"CAM KIT","HD-Heavy Duty Brake Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,090-167,"Drain Plug w/Gasket, M18x1.50","HD-Engine Comp","Baplains Solutions",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"124 days",3.00,0.00,0,1
Inventory,091417,"RUBBER BUSHING","HD-Trailer Comp","Hofalls Landscaping",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,9.00,0.00,4,8
Inventory,092-028,"7/8"" NF HEX NUT",HD-Fasteners,"Weriver Electrical",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,0937521,"Hydraulic Filter (093-7521, HF35018, P553148, 51621, BT305)",HD-Filters,"Figrove Apparel",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"251 days",2.00,0.00,0,1
Inventory,095.421,"TORQUE ROD","HD-Steering & Suspension","Wuboro Farms",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,"1-1/4""SCH40","1-1/4"" Schedule 40 Pipe","HD-Fabrication & Building","Faburg Concrete",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,0,0
Inventory,1-82119-119-0,"ADJUSTER SCREW",HD-Fasteners,—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,"1""  WELD ON D RING","D RING ASSY. 1""","HD-Trailer Comp","Boside Forestry",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,"1/2""-SCH40","1/2"" Hollow Bar","HD-Fabrication & Building","Faburg Concrete",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,9.00,0.00,0,0
Inventory,1/4x2FS,"1/4"" x 2"" Flat Steel",Uncategorized,"Faburg Concrete",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,10.00,0.00,—,—
Inventory,10-18150-06P,"CUMMINS 5.9","HD-Hose & Fittings","Teline Rentals",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,100-073,"BRIGGS & STRATTON AIR FILTER (393957S, 42291)",HD-Filters,"Oowell Services",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,100.1308.30,"BRAKE KIT ","HD-Heavy Duty Brake Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,12.00,0.00,0,0
Inventory,100.4515.21,"BRAKE KIT","HD-Heavy Duty Brake Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"562 days",9.00,0.00,0,0
Inventory,100.4515.32,"BRAKE KIT","HD-Heavy Duty Brake Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"194 days",2.00,0.00,0,0
Inventory,100.4515.51,"BRAKE KIT ","HD-Heavy Duty Brake Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"214 days",1.00,0.00,0,0
Inventory,100.4702.10,"BRAKE KIT ","HD-Heavy Duty Brake Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"306 days",5.00,0.00,0,0
Inventory,100.4709.11,"BRAKE KIT ","HD-Heavy Duty Brake Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,12.00,0.00,0,0
Inventory,100.4719.11,"BRAKE KIT","HD-Heavy Duty Brake Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"100 days",8.00,0.00,0,0
Inventory,100.4729.10,"BRAKE KIT ","HD-Heavy Duty Brake Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,1,3
Inventory,1000012572,"Cabin Air Filter, Paccar",HD-Filters,"Keman Electrical",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"296 days",3.00,0.00,1,2
Inventory,10006555,"CONTACT BRUSH HOEN ASSY (HORN PINS)","HD-Body Interior","Vaboro Plumbing",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,10019845,"WHEEL STUD (201.6047)","HD-Wheel Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,19.00,0.00,0,0
Inventory,101571,"MOBIL N32 HYDRAULIC OIL, 18.9L [PAIL]",HD-Fluids,"Hibridge Supply",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"312 days",9.00,0.00,0,0
Inventory,10205-14,"5A MICRO- 2 BLADE FUSE TAN","HD-Lighting & Electrical","Baplains Solutions",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,9.00,0.00,0,0
Inventory,10207-14,"7.5A MICRO- 2 BLADE FUSE BROWN","HD-Lighting & Electrical","Baplains Solutions",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,10.00,0.00,0,0
Inventory,10210-14,"10A MICRO- 2 BLADE FUSE RED","HD-Lighting & Electrical","Baplains Solutions",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,7.00,0.00,0,0
Inventory,10215-14,"15A MICRO- 2 BLADE FUSE BLUE","HD-Lighting & Electrical","Baplains Solutions",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,9.00,0.00,0,0
Inventory,10220-14,"PICO 20A MICRO FUSE YELLOW","HD-Lighting & Electrical","Baplains Solutions",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"215 days",9.00,0.00,3,10
Inventory,10225-14,"25A MICRO- 2 BLADE FUSE CLEAR","HD-Lighting & Electrical","Baplains Solutions",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,10230-14,"30A MICRO- 2 BLADE FUSE GREEN","HD-Lighting & Electrical","Baplains Solutions",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,0,0
Inventory,102408,"V-Band Clamp","HD-Engine Comp","Enson Forestry",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"104 days",1.00,0.00,1,1
Inventory,10305-14,"5A MICRO- 3 BLADE FUSE TAN","HD-Lighting & Electrical",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,1,5
Inventory,10307-14,"7.5A MICRO- 3 BLADE FUSE BROWN","HD-Lighting & Electrical",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,1,5
Inventory,10310-14,"10A MICRO- 3 BLADE FUSE RED","HD-Lighting & Electrical",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,1,5
Inventory,10315-14,"15A MICRO- 3 BLADE FUSE BLUE","HD-Lighting & Electrical",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,1,5
Inventory,104.1172,"ACCELERATOR PEDAL SPRING FREIGHTLINER","HD-Body Interior","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,104.72691,"HOOD SPRING FREIGHTLINER ","HD-Body Exterior","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,10415-11,"15A MICRO FUSE LINK GREY","HD-Lighting & Electrical",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,1,5
Inventory,10420-11,"20AMP MICRO FUSE LINK","HD-Lighting & Electrical","Baplains Solutions",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"454 days",1.00,0.00,0,0
Inventory,10425-11,"25A MICRO FUSE LINK WHITE","HD-Lighting & Electrical",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,1,5
Inventory,10430-11,"30A MICRO FUSE LINK PINK","HD-Lighting & Electrical","Baplains Solutions",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"98 days",1.00,0.00,1,5
Inventory,10440-11,"40A MICRO FUSE LINK GREEN","HD-Lighting & Electrical",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,2,3
Inventory,105038,"6GA 3/8 COPPER LUG","HD-Lighting & Electrical","Aiboro Rentals",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"193 days",5.00,0.00,5,15
Inventory,105058,"4 GA COPPER TUBE BATTERY LUG","HD-Lighting & Electrical","Aiboro Rentals",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"255 days",1.00,0.00,3,6
Inventory,105078,"2 GA COPPER TUBE BATTERY LUG","HD-Lighting & Electrical","Aiboro Rentals",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"384 days",5.00,0.00,5,15
Inventory,105098,"1 GA COPPER TUBE BATTERY LUG","HD-Lighting & Electrical","Aiboro Rentals",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"472 days",6.00,0.00,5,15
Inventory,105118,"1/0 GA COPPER TUBE BATTERY LUG","HD-Lighting & Electrical","Aiboro Rentals",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"340 days",6.00,0.00,5,15
Inventory,105138,"2/0 GA 3/8 COPPER LUG","HD-Lighting & Electrical","Aiboro Rentals",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"123 days",6.00,0.00,5,15
Inventory,105158,"3/0 GA COPPER TUBE BATTERY LUG","HD-Lighting & Electrical","Aiboro Rentals",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"157 days",6.00,0.00,5,15
Inventory,105178,"4/0 GA 3/8 COPPER LUG","HD-Lighting & Electrical","Aiboro Rentals",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"279 days",2.00,0.00,4,8
Inventory,105179,"1/2 COPPER LUG 4/OGA","HD-Lighting & Electrical","Aiboro Rentals",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"172 days",11.00,0.00,5,15
Inventory,1069586,"SEAL O RING","HD-Engine Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,10722,"10 Series Light Mount Bracket, 2.5"" Diameter Round Light, Aluminum, 4 Screw Mount","HD-Lighting & Electrical","Zoburg Maintenance",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,0,1
Inventory,1075769,"SEAL O RING","HD-Engine Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,107794PGX,"AD9, MODEL 9 COALESCING DESICCANT CARTRIDGE","HD-Air Brakes & Air Suspension","Toshore Electrical",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,107796-G3,"MODEL 9 DRYER DESICCANT CARTRIDGE (REPLACES 107794X)","HD-Air Brakes & Air Suspension","Toshore Electrical",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,107799-G3,"MODEL 9 CHECK VALVE (3/4"")","HD-Air Brakes & Air Suspension","Toshore Electrical",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,109493PGX,"ADIP, MODEL IP COALESCING DESICCANT CARTRIDGE","HD-Air Brakes & Air Suspension","Toshore Electrical",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,10953456,"Dex-Cool Coolant, Premix (Sold Per Litre)",HD-Fluids,"Yahall Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,1
Inventory,109869-G3,"WIRE HARNESS","HD-Air Brakes & Air Suspension","Toshore Electrical",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"528 days",1.00,0.00,1,2
Inventory,109991PGX,"MODEL SP COALESCING DRYER 12V (REPLACES 109991X)","HD-Air Brakes & Air Suspension","Toshore Electrical",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,109995-G3,"MODEL SP PURGE VALVE KIT","HD-Air Brakes & Air Suspension","Toshore Electrical",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,10R2112,"Oil Cooler Assembly, Reman, C15","HD-Engine Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,11-30728-000,"AXLE O RING SEAL","HD-Wheel Comp","Enson Forestry",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"74 days",1.00,0.00,1,2
Inventory,110.2003,"CAMSHAFT REPAIR KIT ","HD-Heavy Duty Brake Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"164 days",10.00,0.00,0,0
Inventory,110.2004,"CAMSHAFT REPAIR KIT ","HD-Heavy Duty Brake Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,110.2005,"CAMSHAFT REPAIR KIT ","HD-Heavy Duty Brake Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,0,0
Inventory,110.2010,"CAMSHAFT REPAIR KIT (E-11910, 43-7118, 437083)","HD-Heavy Duty Brake Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,110.2201,"CAMSHAFT REPAIR KIT ","HD-Heavy Duty Brake Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"458 days",5.00,0.00,0,0
Inventory,110.2204,"CAMSHAFT REPAIR KIT ","HD-Heavy Duty Brake Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,110.2205,"CAMSHAFT REPAIR KIT ","HD-Heavy Duty Brake Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,0,0
Inventory,110.2208,"CAMSHAFT REPAIR KIT ","HD-Heavy Duty Brake Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"158 days",5.00,0.00,0,0
Inventory,110.2211,"CAMSHAFT REPAIR KIT","HD-Heavy Duty Brake Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"432 days",5.00,0.00,0,0
Inventory,110.2215,"CAMSHAFT REPAIR KIT ","HD-Heavy Duty Brake Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,0,0
Inventory,110.2216,"CAMSHAFT REPAIR KIT ","HD-Heavy Duty Brake Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,0,0
Inventory,110.2218,"CAMSHAFT BUSHING KIT ","HD-Heavy Duty Brake Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,0,0
Inventory,110.2304,"CAMSHAFT REPAIR KIT (E-2680, R615007, 43-7030, M10KY100)","HD-Heavy Duty Brake Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,0,0
Inventory,110.2503,"CAMSHAFT REPAIR KIT ","HD-Heavy Duty Brake Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,0,0
Inventory,110.2506,"CAMSHAFT REPAIR KIT ","HD-Heavy Duty Brake Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,0,0
Inventory,110.2611HD,"CAMSHAFT REPAIR KIT","HD-Heavy Duty Brake Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"83 days",3.00,0.00,0,0
Inventory,110281S,"SELLICK THROTTLE PEDAL, COMPLETE","HD-Equipment & Hydraulics","Botown Retail",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,110800,"SPRING BRAKE VALVE, CONTROL","HD-Air Brakes & Air Suspension","Zoburg Maintenance",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,11200,"1-1/2"" ID EXHAUST RAIN CAP",HD-Exhaust,"Aiboro Rentals",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,11208,"4"" ID EXHAUST RAIN CAP",HD-Exhaust,"Aiboro Rentals",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,112101/85484,"DOM SEPARATOR CARTRIDGE",HD-Filters,—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,1123102,"SEAL O RING","HD-Engine Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,0,0
Inventory,112630N1,"Fuel Filter Kit, International S13",HD-Filters,"Xistone Consulting",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,113.2191,"Camshaft Seal","HD-Heavy Duty Brake Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,8.00,0.00,0,0
Inventory,1139-8C,"1/2 HOSE X 3/8 NPT 90 VALVE","HD-Hose & Fittings",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,1171385,"SEAL, 0-RING","HD-Engine Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,1178801,"SEAL O RING","HD-Engine Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,118-2482,"OIL PRESSURE SWITCH","HD-Engine Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,12-136,"GLADHAND, SERVICE, ANGLE MOUNT","HD-Trailer Comp","Zoburg Maintenance",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"417 days",3.00,0.00,1,5
Inventory,12-138,"GLADHAND, EMERGENCY, ANGLE MOUNT","HD-Trailer Comp","Zoburg Maintenance",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"90 days",2.00,0.00,1,5
Inventory,12-14741-001,STRAP-AIR,"HD-Air Brakes & Air Suspension",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
