internal_id,testrail_case_id,title,section,refs
FLT-CHIP-04,C29598,"Clearing a filter does not clear a typed search, and vice versa",Active Filter Chips and Clear Filters,SV-9274 (S8-R1; S8-R5; S13-R13) [spec v21 2026-08-14]
FLT-CHIP-05,C29599,"Clear selection in one panel clears only that filter, leaving others",Active Filter Chips and Clear Filters,SV-9274 (S8-R2; S16-R6) [spec v21 2026-08-14]
FLT-CHIP-06,C29600,Status and Asset on Site together show only work orders matching both,Active Filter Chips and Clear Filters,SV-8787 (S2-R2; S6-R2; S8-R5) [spec v21 2026-08-14]
FLT-CHIP-07,C43848,A selected chip shows an X to clear on hover and shortens a long value,Active Filter Chips and Clear Filters,SV-9273 (S7-R6; S7-R7; S7-R8; S7-N1) [spec v21 2026-08-14]
FLT-COLL-01,C29601,There is no control to collapse or hide the filter chips on any page,Collapse and Expand,SV-9269 (S1-R4; S12-R5) [spec v21 2026-08-14]
FLT-COLL-02,C29602,"There is no remembered collapsed or expanded state, because there is no toggle",Collapse and Expand,SV-9269 (S1-R4; S10-R1) [spec v21 2026-08-14]
FLT-COLL-03,C29603,"There is no collapsed-state indicator, because the chips are always shown",Collapse and Expand,SV-9269 (S1-R4; S7-R5) [spec v21 2026-08-14]
FLT-COLL-04,C29604,Active filters always keep filtering the table; there is no bar to collapse,Collapse and Expand,SV-9269 (S1-R4) [spec v21 2026-08-14]
FLT-COLL-05,C29605,"Every page shows its filter chips with no toggle, whatever the filter count",Collapse and Expand,SV-9269 (S1-R4; S1-R8) [spec v21 2026-08-14]
FLT-COLL-06,C43590,No collapse control exists even on a page that has only one filter,Collapse and Expand,SV-9269 (S1-R4; S1-R8) [spec v21 2026-08-14]
FLT-EMPTY-01,C29606,A filter combination with no matches shows a no-results empty state,Empty State,SV-8793 (S8-R3) [spec v21 2026-08-14]
FLT-EMPTY-02,C29607,The filtered empty state names the active filters and search and clears each,Empty State,SV-8793 (S8-R3; S8-R4; S8-R5) [spec v21 2026-08-14]
FLT-EMPTY-03,C38897,"When filters and a search find nothing, each can be cleared on its own",Empty State,SV-8785 [epic] (S8-R3 (empty state covers filters AND any active query); S8-R4 (prompt to clear filters and the query where active); S8-R5 (each cleared independently from the empty state); S13-N1; S13-N2) [spec v21 2026-08-14]
FLT-TAB-01,C29608,"The All tab shows the three Work Orders filter chips, all working",Tab Behaviour,SV-8794 (S9-R1; S1-R5; S9-R5) [spec v21 2026-08-14]
FLT-TAB-02,C29609,Estimates tab: Assigned to me and Asset on Site chips work; Status pre-set,Tab Behaviour,SV-8794 (S9-R3; S9-R5) [spec v21 2026-08-14]
FLT-TAB-03,C29610,Completed tab: Assigned to me and Asset on Site chips work; Status pre-set,Tab Behaviour,SV-8794 (S9-R4; S9-R5) [spec v21 2026-08-14]
FLT-TAB-04,C29611,The My Work Orders tab is gone; the Assigned to me chip does its job,Tab Behaviour,SV-9272 (S9-R1; S6a-R5) [spec v21 2026-08-14]
FLT-TAB-05,C29612,A Status choice is kept while you switch tabs and returns on the All tab,Tab Behaviour,SV-8794 (S9-R6; S9-N1) [spec v21 2026-08-14]
FLT-TAB-06,C38876,First visit opens the Estimates tab; your last-used tab is remembered,Tab Behaviour,"SV-8785 [epic] (no requirement in spec v21 - default/last-used tab is not in the spec; RULED by Branko answers 2026-08-04 Q2 ""A - it's fine""); tech plan 2026-07-29 D10 (default tab = Estimates; last-used tab persists) [spec v21 2026-08-14]"
FLT-TAB-WO-01,C43845,"The Work Orders tab pre-filters to Estimate, Approved and In Progress",Tab Behaviour,SV-9272 (S9-R1; S9-R2; S9-R5) [spec v21 2026-08-14]
FLT-PERS-01,C29613,Leaving the page and returning restores your filter selections,Persistence,SV-8795 (S10-R1; S10-R2) [spec v21 2026-08-14]
FLT-PERS-02,C29614,"Filters are remembered permanently, even after closing the browser",Persistence,SV-8795 (S10-R2 (stored server-side against the account; survives logout; syncs across devices); S10-R3 (saved per user); S10-R1 (restored after navigating away)) + Branko Q2 2026-07-17 - now matched by the PRD [spec v21 2026-08-14]
FLT-PERS-03,C29615,Saved filters are per user: one user's filters do not appear for another user,Persistence,SV-8795 (S10-R3; §4 Key Decisions (saved per user)) [spec v21 2026-08-14]
FLT-PERS-04,C29616,A remembered filter value that was deleted is silently ignored,Persistence,SV-8795 (S10-N1; S11-R3) [spec v21 2026-08-14]
FLT-PERS-05,C38880,Each page and tab remembers its own filters separately,Persistence,"SV-8795 (spec v21 S10-R4; §4 ""Parts and Reports selections are scoped to their view/tab and persist there""); Branko answers 2026-07-31 Q5 exception 1; tech plan 2026-07-29 D20"
FLT-PERS-06,C38881,Filters saved before the redesign carry over after the update,Persistence,SV-8795 (S10-R2; S9-R1) [spec v21 2026-08-14]
FLT-PERS-07,C43560,"When two devices set different filters, the last one saved wins",Persistence,"SV-8795 (S10-R2 (where two devices write different state,last write wins); S10-R1) [spec v21 2026-08-14]"
FLT-BANNER-01,C43844,A shared-link banner appears above the tabs when you open a filtered link,URL State and Shareable Links,SV-9277 (S11-R7; S11-R7a) [spec v21 2026-08-14]
FLT-URL-01,C29617,Applying filters updates the page URL to reflect the active filter state,URL State and Shareable Links,SV-8796 (S11-R1) [spec v21 2026-08-14]
FLT-URL-02,C29618,Opening a shared URL or bookmark loads the page with those filters on,URL State and Shareable Links,SV-8796 (S11-R2; §2 Feature Overview (share or bookmark)) [spec v21 2026-08-14]
FLT-URL-03,C29619,A URL with a deleted filter value loads and ignores that value,URL State and Shareable Links,SV-8796 (S11-R3) [spec v21 2026-08-14]
FLT-URL-04,C29620,A broken filter URL loads the page with no filters and no error,URL State and Shareable Links,SV-8796 (S11-N1) [spec v21 2026-08-14]
FLT-URL-05,C38879,Opening a shared link does not change your own saved filters,URL State and Shareable Links,SV-8796 (S11-R6 (URL state runtime-only with no write-back); S11-R7 (Back to my view - also clears the query); S11-R8 (rationale: the query is never saved)) [spec v21 2026-08-14]
FLT-URL-06,C38896,'Back to my view' is not shown when you are on your own view,URL State and Shareable Links,SV-8796 (S11-N3; S11-R7) [spec v21 2026-08-14]
FLT-MOB-01,C29621,"On a phone the toolbar splits into a tabs row, an action row and a chips row",Mobile Filters,SV-9278 (S12-R1; S12-R4; S12-R6) [spec v21 2026-08-14]
FLT-MOB-02,C29622,"On a phone each filter chip opens its own bottom sheet, not one combined drawer",Mobile Filters,SV-9278 (S12-R7; S12-R8; S12-R9) [spec v21 2026-08-14]
FLT-MOB-03,C29623,"On a phone, choices in a filter sheet apply only when you tap Apply filters",Mobile Filters,SV-9278 (S12-R11; S12-R13; S12-N2) [spec v21 2026-08-14]
FLT-MOB-04,C29624,On a phone the same deferred-apply rule applies to every single filter sheet,Mobile Filters,SV-9278 (S12-R13; S12-R7) [spec v21 2026-08-14]
FLT-MOB-05,C29625,"On a phone, Assigned to me toggles on and off in the chips row with no sheet",Mobile Filters,SV-9278 (S12-R12; S6a-R2) [spec v21 2026-08-14]
FLT-MOB-06,C29626,On a phone a filter sheet appears over a dimmed page and closes on X or scrim,Mobile Filters,SV-9278 (S12-R8; S12-N2) [spec v21 2026-08-14]
FLT-MOB-07,C29627,On a phone the Asset on Site sheet is a single-select list with a checkmark,Mobile Filters,SV-9278 (S12-R9; S16-R4; S12-R11) [spec v21 2026-08-14]
FLT-MOB-08,C29628,On a phone active chips clear one at a time; there is no Clear filters button,Mobile Filters,SV-9278 (S12-R14; S8-R1) [spec v21 2026-08-14]
FLT-MOB-09,C29629,Mobile has no collapse toggle: the filter chip row is always visible,Mobile Filters,SV-8797 (S12-R4) [spec v21 2026-08-14]
FLT-MOB-10,C29630,Filters matching no work orders on mobile show the same empty state as desktop,Mobile Filters,SV-8785 [epic] (S12-N1; S8-R3/R4) [spec v21 2026-08-14]
FLT-MOB-11,C43563,"On a phone, picking Imported works alone and disables the other filters",Mobile Filters,SV-8797 (S2-R7 (Imported cannot be combined with anything else; the other filter chips are disabled while it is active and re-enabled when it is deselected); S2-N4; S12-R6 (mobile applies on the Apply filters button)) [spec v21 2026-08-14]
FLT-PARTS-01,C38904,Every Parts list page shows its designed filter buttons,Parts Page Filters,SV-8785 [epic] (spec v21 §2 Parts Filters; §4 context-specific filter sets + multi-select); Branko answers 2026-07-31 Q2/Q3/Q5/Q7 + 2026-08-04 Q3 (Vendors design exists Figma 11903-10461) + Q8 (Part Sales chips); Figma 11884-16885
FLT-PARTS-09,C38905,Part Type filter opens a Core / Non Core list with Clear Selection,Parts Page Filters,"SV-8785 [epic] (spec v21 §2 Feature Overview -> Parts Filters; §4 Key Decisions -> ""Context-specific filter sets on Parts and Reports"" + ""Multi-select where it makes sense""); Branko answers 2026-07-31 Q2/Q3/Q5/Q7; Figma 11884-16885"
FLT-PARTS-11,C38906,Choosing a Parts filter narrows the list on that page,Parts Page Filters,"SV-8785 [epic] (spec v21 §2 Feature Overview -> Parts Filters; §4 Key Decisions -> ""Context-specific filter sets on Parts and Reports"" + ""Multi-select where it makes sense""); Branko answers 2026-07-31 Q2/Q3/Q5/Q7; Figma 11884-16885"
FLT-PARTS-12,C38907,Parts filters allow several choices and are cleared one filter at a time,Parts Page Filters,SV-9279 (S16-R6; S8-R1; S8-R2) [spec v21 2026-08-14]
FLT-PARTS-13,C38908,Every filter a page had before is still available in the new filter bar,Parts Page Filters,"SV-8785 [epic] (spec v21 §2 Parts Filters + Reports Filters); Branko answers 2026-07-31 Q3 + 2026-08-04 Q8 (""we should have all filters we support now per each page plus we should add new ones""); tech plan 2026-07-29 rollout rule"
FLT-PARTS-14,C43562,"Parts and Reports filter chips share by link and work on a phone, no collapse",Parts Page Filters,SV-9279 (S1-R4; S1-R7; S11-R1; S12-R17) [spec v21 2026-08-14]
FLT-RPTS-01,C38909,Report filter bars appear on the reports this change covers,Reports Page Filters,SV-8785 [epic] (spec v21 §2 Reports Filters; §4 Key Decisions date-range + multi-select; S1-R3 chip type-icon); Branko answers 2026-07-31 Q2/Q3/Q5/Q7; Figma 11903-10573; eng handover SV-8785-app-wide-filter-redesign §3+§8 2026-08-10
FLT-RPTS-21,C38910,Choosing a Reports filter narrows the report results,Reports Page Filters,"SV-8785 [epic] (spec v21 §2 Reports Filters; §4 Key Decisions ""New date-range filter type"" + ""Multi-select where it makes sense""); Branko answers 2026-07-31 Q2/Q3/Q5/Q7; Figma 11903-10573"
FLT-RPTS-22,C38911,"New Reports filter types behave correctly (Location, Transaction Type, etc.)",Reports Page Filters,"SV-8785 [epic] (spec v21 §2 Reports Filters; §4 ""Multi-select where it makes sense""); Branko answers 2026-07-31 Q3/Q5 + 2026-08-04 Q8 (""We do not have list of all filter items"" - confirms no option list exists); Figma 11903-10573"
FLT-RPTS-23,C38882,The date-range panel offers set periods and a custom start and end range,Reports Page Filters,SV-9276 (S16-R5; S16-R6) [spec v21 2026-08-14]
FLT-PSRCH-01,C38883,Page toolbar Search expands in place and narrows the list as you type,Page Search Toolbar,SV-8798 (S13-R1 (placement in the toolbar action group); S13-R9 (scoped to this table only); S13-R12; S13-R15 (blur rules)) [spec v21 2026-08-14]
FLT-PSRCH-02,C38884,Page search combines with filters and is cleared separately,Page Search Toolbar,SV-8785 [epic] (S13-R10 (search and filters are additive); S13-R13 (each cleared independently); S8-R5) [spec v21 2026-08-14]
FLT-PSRCH-03,C38886,Your typed search stays in this browser tab only and is never saved,Page Search Toolbar,SV-8785 [epic] (S13-R14 (retained for the browser tab session); S13-R25 (never stored against the account; each tab independent); S13-N4 (not restored on a later visit); S10-R5) [spec v21 2026-08-14]
FLT-PSRCH-04,C38888,The search term is part of the shareable page link,Page Search Toolbar,SV-8796 (S11-R4 (query reflected in the URL); S11-R5 (URL query pre-applied with the control filled); S11-N2 (malformed query ignored with no error); S11-R8 (rationale: no saved value to overwrite)) [spec v21 2026-08-14]
FLT-PSRCH-05,C38889,On mobile the search expands in the toolbar and buttons make room,Page Search Toolbar,"SV-8785 [epic] (S13-R16 (inline expansion with no modal); S13-R17 (field fills the remaining width); S13-R18 (CTA hug width); S13-R19 (2+ icon actions -> ""more"" kebab); S13-R20 (no active-query indicator); S12-R5) [spec v21 2026-08-14]"
FLT-PSRCH-06,C38891,"Every list page keeps its own search box (Parts, Reports, detail tabs)",Page Search Toolbar,SV-8785 [epic] (S14-R6 (audit: 42 surfaces across 39 components; Work Order Parts excluded); S14-R5 (app-wide sweep); S13-R22 (every table carries a search control); S14-N1 (verify once at the end)) [spec v21 2026-08-14]
FLT-PSRCH-07,C38893,The top navigation search no longer filters page lists,Page Search Toolbar,SV-8799 (S14-R1 (navigational results only); S14-R2 (the page-filtering code path is removed rather than dormant); S14-R4 (the list is left untouched); S14-R5) [spec v21 2026-08-14]
FLT-PSRCH-08,C38898,"The Search box changes look as you hover over it, open it and type",Page Search Toolbar,"SV-8798 (S13-R2 (default text button); S13-R3 (hover fill); S13-R4 (expands in place at 180px); S13-R5 (placeholder ""Type to search""); S13-R6 (typed text + X-circle clear); S13-R8 (long queries scroll)) [spec v21 2026-08-14]"
FLT-PSRCH-09,C38899,"The list narrows shortly after you stop typing, with no button to press",Page Search Toolbar,SV-8798 (S13-R7 (applies as you type; debounced 300ms; no apply/submit; Enter not required; Inventory 350ms); S13-R12 (results replace the table in place)) [spec v21 2026-08-14]
FLT-PSRCH-10,C38900,One search box serves all Work Orders tabs and searches the tab you are on,Page Search Toolbar,SV-8798 (S13-R11 (search applies within the active tab only); S13-R24 (the Work Orders tabs share a single query - views of one dataset)) [spec v21 2026-08-14]
FLT-PSRCH-11,C38901,Each Report tab and each Parts view keeps its own separate search,Page Search Toolbar,SV-8785 [epic] (S13-R24 (Reports sub-tabs and Parts views each keep their own query); S13-R11; S10-R4 (each view/tab keeps its own set)) [spec v21 2026-08-14]
FLT-PSRCH-12,C38902,An old link carrying a top-search word no longer narrows the page list,Page Search Toolbar,SV-8799 (S14-R3 (state / URL parameters / persisted values carrying a global search term into page filtering are removed with it); S14-R2; S14-R1) [spec v21 2026-08-14]
FLT-PSRCH-13,C38903,"Your typed search keeps working as you sort, page and leave and return",Page Search Toolbar,SV-8798 (S13-R14; S13-R12) [spec v21 2026-08-14]
FLT-PSRCH-14,C43561,"On a phone, pages with two or more icon buttons collapse them into one menu",Page Search Toolbar,SV-8798 (S13-R19 (2+ icon-only toolbar actions collapse into one more kebab on mobile; names Inventory; Purchase Orders; Timesheet Activities; both Technician Efficiency; Sales Tax Collected)) [spec v21 2026-08-14]
FLT-API-01,C29631,The work order list request carries the active filter selections,API — Work Orders List Filtering,SV-8785 [epic] (S2-R2; S3-R6 (backend view)) [spec v21 2026-08-14]
FLT-API-02,C29632,A combined multi-filter request returns only work orders matching all filters,API — Work Orders List Filtering,SV-8785 [epic] (S2-R2; S3-R6; Tech Plan §0.3 repeated-eq request shape + §1.8 'AND across fields' - the specification states no cross-filter rule) [spec v21 2026-08-14; tech plan 2026-07-29 undated baseline v1.3]
FLT-API-03,C29633,A request with a deleted or unknown filter value gives no server error,API — Work Orders List Filtering,SV-8785 [epic] (S10-N1; S11-R3) [spec v21 2026-08-14]
FLT-API-04,C29634,A list request with malformed filter parameters does not produce a server error,API — Work Orders List Filtering,SV-8796 (S11-N1) [spec v21 2026-08-14]
FLT-API-05,C29635,"A filter combination matching nothing returns an empty list, not an error",API — Work Orders List Filtering,SV-8785 [epic] (S8-R3; S2-N3) [spec v21 2026-08-14]
FLT-API-06,C38895,"Saved-filters service round-trip: save, reload, and per-user isolation",API — Work Orders List Filtering,SV-8795 (S10-R2 (filters stored server-side against the user account; last write wins); S10-R3 (saved per user)) + tech plan 2026-07-29 s4-1.3 (GET/PUT per-user page preferences) [spec v21 2026-08-14]
