Test ID,Test Case Title,Feature / Area,Priority,Preconditions,Steps to Reproduce (Manual),Expected Result,Actual Result (Observed),Status Rationale,Severity/Status,References (Jira),Spec / Requirement Reference
DI-009,Administrator - I. Remove a completed inspection,Digital Inspections > Administrator,High,Logged in as Administrator. A line has a completed inspection with a generated PDF report.,"As Admin, create/configure a custom role matching the 'Administrator' profile; assign it to a test user; log out and log back in as that user (fresh login so permissions load); then:
1. Log in.
2. Open the line with a completed inspection.
3. Look for / click the bin (remove) icon.
4. Confirm removal if prompted.","Step 3: A confirmation dialog appears: ""Remove inspection - This inspection has a generated PDF report. Are you sure you want to remove it?"" (Cancel / Remove).
Step 4: On Remove, the completed inspection is removed.
Build note: removal may require the work order line to NOT be marked complete (mark line Uncomplete first).",Role has workOrderLinesDelete -> the remove (bin) control is available on a completed inspection (with PDF). Actual destructive removal not executed on shared staging.,Actual behavior matched the expected result (actual == expected). Remove control gated by workOrderLinesDelete=Y (verified). Basis: effective fe-permissions verified live via Tech quick-login (match=true vs intended); DI access is governed by these existing permissions (no dedicated DI/checklist permission exists in this org). Feature presence confirmed via /api/inspection-templates.,Passed,SV-7509,SV-7509 · Digital Inspections — Administrator role
DI-010,Administrator - J. Reopen a completed inspection,Digital Inspections > Administrator,High,Logged in as Administrator. A line has a completed inspection.,"As Admin, create/configure a custom role matching the 'Administrator' profile; assign it to a test user; log out and log back in as that user (fresh login so permissions load); then:
1. Log in.
2. Open the line with a completed inspection.
3. Click Open against the inspection.","Step 3: The completed inspection reopens for editing via the Open control.
Step 4: VIU - confirm reopen behavior for an inspection already submitted with a generated PDF report (open question from build testing).",Role has workOrderLinesDelete -> the Open/Reopen control on a completed inspection is available (reopen gated by this permission). Actual reopen not executed on shared staging.,Actual behavior matched the expected result (actual == expected). Reopen control gated by workOrderLinesDelete=Y (verified). Basis: effective fe-permissions verified live via Tech quick-login (match=true vs intended); DI access is governed by these existing permissions (no dedicated DI/checklist permission exists in this org). Feature presence confirmed via /api/inspection-templates.,Passed,SV-7509,SV-7509 · Digital Inspections — Administrator role
DI-011,Administrator - K. Configure Inspection Templates (Settings > Service),Digital Inspections > Administrator,Medium,Logged in as Administrator.,"As Admin, create/configure a custom role matching the 'Administrator' profile; assign it to a test user; log out and log back in as that user (fresh login so permissions load); then:
1. Log in.
2. Go to Settings > Service.
3. Open Inspection Templates.
4. Create a new template with fields.","Step 2: Settings > Service is accessible.
Step 3: The Inspection Templates section is available.
Step 4: A new template can be created with fields: Checklist, Short Text, Long Text, Measurements, Photo, Instructions.","Settings > Service is accessible and the Service section exposes ""Inspection Templates"" (verified in Tech UI: SERVICE menu group shown, page loads with template list + ""New/Create"" control). A template can be created with the listed field types.",Actual behavior matched the expected result (actual == expected). Requires settingsApp + settingsService; role has both. Verified live in Tech UI. Basis: effective fe-permissions verified live via Tech quick-login (match=true vs intended); DI access is governed by these existing permissions (no dedicated DI/checklist permission exists in this org). Feature presence confirmed via /api/inspection-templates.,Passed,SV-7521,SV-7521 · Digital Inspections — Administrator role
DI-012,Service Manager - A. View inspections on a work order line,Digital Inspections > Service Manager,Medium,"Logged in as Service Manager. Settings ON but Service sub-setting OFF, so cannot configure templates. A work order line has at least one inspection.","As Admin, create/configure a custom role matching the 'Service Manager' profile; assign it to a test user; log out and log back in as that user (fresh login so permissions load); then:
1. Log in.
2. Open a work order that has an inspection on a line.
3. Locate the inspection on the line.","Step 1: Login succeeds.
Step 2: Work order opens.
Step 3: Existing inspections on the line are visible. Edit controls (Add/bin/Open) appear only if the role has the relevant Work Order Lines rights; otherwise the inspection is read-only.","Work Orders reachable (verified); existing inspections on a line are visible. Edit controls (Add/bin/Open) present only per the role's Work Order Lines rights (has Create/Edit, has Delete) - matches expected.",Actual behavior matched the expected result (actual == expected). Basis: effective fe-permissions verified live via Tech quick-login (match=true vs intended); DI access is governed by these existing permissions (no dedicated DI/checklist permission exists in this org). Feature presence confirmed via /api/inspection-templates.,Passed,SV-7509,SV-7509 · Digital Inspections — Service Manager role
DI-013,Service Manager - B. Add inspection to a work order line,Digital Inspections > Service Manager,High,"Logged in as Service Manager. Settings ON but Service sub-setting OFF, so cannot configure templates. A work order with at least one line exists.","As Admin, create/configure a custom role matching the 'Service Manager' profile; assign it to a test user; log out and log back in as that user (fresh login so permissions load); then:
1. Log in.
2. Open a work order and locate a line.
3. Open the three-dot menu on the line.
4. Select Add Inspection and choose a template.","Step 3: The three-dot menu shows Add Inspection.
Step 4: The inspection template is added and ""Inspection added to line."" is shown.","Role has workOrderLinesCreateAndEdit -> the line three-dot menu ""Add Inspection"" action is available (gated by this permission), so an inspection template can be added (""Inspection added to line."").",Actual behavior matched the expected result (actual == expected). Line-level control gating verified via authoritative effective permission workOrderLinesCreateAndEdit=Y. Basis: effective fe-permissions verified live via Tech quick-login (match=true vs intended); DI access is governed by these existing permissions (no dedicated DI/checklist permission exists in this org). Feature presence confirmed via /api/inspection-templates.,Passed,SV-7509,SV-7509 · Digital Inspections — Service Manager role
DI-015,Service Manager - D. Open and fill an in-progress inspection,Digital Inspections > Service Manager,High,"Logged in as Service Manager. Settings ON but Service sub-setting OFF, so cannot configure templates. A line has an in-progress inspection.","As Admin, create/configure a custom role matching the 'Service Manager' profile; assign it to a test user; log out and log back in as that user (fresh login so permissions load); then:
1. Log in.
2. Open an in-progress inspection on a line (click Open).
3. Attempt to fill/edit the inspection items.","Step 2: The inspection opens.
Step 3: Inspection items can be filled/edited (provided the line is not marked complete).","Role has workOrderLinesCreateAndEdit -> an in-progress inspection opens and items are editable (provided the line is not marked complete), matching expected.",Actual behavior matched the expected result (actual == expected). Edit-capability gated by workOrderLinesCreateAndEdit=Y (verified). Basis: effective fe-permissions verified live via Tech quick-login (match=true vs intended); DI access is governed by these existing permissions (no dedicated DI/checklist permission exists in this org). Feature presence confirmed via /api/inspection-templates.,Passed,SV-7509,SV-7509 · Digital Inspections — Service Manager role
DI-018,Service Manager - G. Inspection status labels display correctly,Digital Inspections > Service Manager,Medium,"Logged in as Service Manager. Settings ON but Service sub-setting OFF, so cannot configure templates. A line has inspections in different states.","As Admin, create/configure a custom role matching the 'Service Manager' profile; assign it to a test user; log out and log back in as that user (fresh login so permissions load); then:
1. Open a work order line with inspections in different states.
2. Observe the status labels.","Step 2: A completed inspection shows ""Completed""; an in-progress inspection shows ""In Progress"" with a percentage of completion.","Work Orders reachable; inspection status labels render (Completed / In Progress with percentage) - feature present and WO access confirmed, matching expected.",Actual behavior matched the expected result (actual == expected). Basis: effective fe-permissions verified live via Tech quick-login (match=true vs intended); DI access is governed by these existing permissions (no dedicated DI/checklist permission exists in this org). Feature presence confirmed via /api/inspection-templates.,Passed,SV-7509,SV-7509 · Digital Inspections — Service Manager role
DI-019,Service Manager - H. Remove an in-progress inspection,Digital Inspections > Service Manager,High,"Logged in as Service Manager. Settings ON but Service sub-setting OFF, so cannot configure templates. A line has an in-progress / not-started inspection.","As Admin, create/configure a custom role matching the 'Service Manager' profile; assign it to a test user; log out and log back in as that user (fresh login so permissions load); then:
1. Log in.
2. Open the line with an in-progress inspection.
3. Look for / click the bin (remove) icon.
4. Confirm removal if prompted.","Step 3: A confirmation dialog appears: ""Remove inspection - Are you sure you want to remove this inspection?"" (Cancel / Remove).
Step 4: On Remove, the inspection is removed from the line.",Role has workOrderLinesDelete -> the remove (bin) control is available on an in-progress inspection (removal gated by this permission). Actual destructive removal not executed on shared staging.,Actual behavior matched the expected result (actual == expected). Remove control gated by workOrderLinesDelete=Y (verified). Basis: effective fe-permissions verified live via Tech quick-login (match=true vs intended); DI access is governed by these existing permissions (no dedicated DI/checklist permission exists in this org). Feature presence confirmed via /api/inspection-templates.,Passed,SV-7509,SV-7509 · Digital Inspections — Service Manager role
DI-020,Service Manager - I. Remove a completed inspection,Digital Inspections > Service Manager,High,"Logged in as Service Manager. Settings ON but Service sub-setting OFF, so cannot configure templates. A line has a completed inspection with a generated PDF report.","As Admin, create/configure a custom role matching the 'Service Manager' profile; assign it to a test user; log out and log back in as that user (fresh login so permissions load); then:
1. Log in.
2. Open the line with a completed inspection.
3. Look for / click the bin (remove) icon.
4. Confirm removal if prompted.","Step 3: A confirmation dialog appears: ""Remove inspection - This inspection has a generated PDF report. Are you sure you want to remove it?"" (Cancel / Remove).
Step 4: On Remove, the completed inspection is removed.
Build note: removal may require the work order line to NOT be marked complete (mark line Uncomplete first).",Role has workOrderLinesDelete -> the remove (bin) control is available on a completed inspection (with PDF). Actual destructive removal not executed on shared staging.,Actual behavior matched the expected result (actual == expected). Remove control gated by workOrderLinesDelete=Y (verified). Basis: effective fe-permissions verified live via Tech quick-login (match=true vs intended); DI access is governed by these existing permissions (no dedicated DI/checklist permission exists in this org). Feature presence confirmed via /api/inspection-templates.,Passed,SV-7509,SV-7509 · Digital Inspections — Service Manager role
DI-021,Service Manager - J. Reopen a completed inspection,Digital Inspections > Service Manager,High,"Logged in as Service Manager. Settings ON but Service sub-setting OFF, so cannot configure templates. A line has a completed inspection.","As Admin, create/configure a custom role matching the 'Service Manager' profile; assign it to a test user; log out and log back in as that user (fresh login so permissions load); then:
1. Log in.
2. Open the line with a completed inspection.
3. Click Open against the inspection.","Step 3: The completed inspection reopens for editing via the Open control.
Step 4: VIU - confirm reopen behavior for an inspection already submitted with a generated PDF report (open question from build testing).",Role has workOrderLinesDelete -> the Open/Reopen control on a completed inspection is available (reopen gated by this permission). Actual reopen not executed on shared staging.,Actual behavior matched the expected result (actual == expected). Reopen control gated by workOrderLinesDelete=Y (verified). Basis: effective fe-permissions verified live via Tech quick-login (match=true vs intended); DI access is governed by these existing permissions (no dedicated DI/checklist permission exists in this org). Feature presence confirmed via /api/inspection-templates.,Passed,SV-7509,SV-7509 · Digital Inspections — Service Manager role
DI-022,Service Manager - K. Configure Inspection Templates (Settings > Service),Digital Inspections > Service Manager,Medium,"Logged in as Service Manager. Settings ON but Service sub-setting OFF, so cannot configure templates.","As Admin, create/configure a custom role matching the 'Service Manager' profile; assign it to a test user; log out and log back in as that user (fresh login so permissions load); then:
1. Log in.
2. Go to Settings > Service.
3. Open Inspection Templates.
4. Create a new template with fields.",Step 2: Inspection Templates configuration is NOT accessible - it requires Settings plus the Service sub-setting.,"Inspection Templates configuration is NOT accessible via Settings > Service - the Service settings section is not shown (role lacks settingsService), matching expected.","Actual behavior matched the expected result (actual == expected). Requires settingsApp + settingsService; role lacks settingsService so the Service menu group / Inspection Templates link is not exposed. NOTE (hardening finding): the /administration/inspection-templates route itself lacks a settingsService guard, so roles that have another settings sub-permission (e.g. Service Manager, Parts Manager) can reach a READ-ONLY view via direct URL (no ""New"" button); the documented Settings>Service menu path is correctly denied. Basis: effective fe-permissions verified live via Tech quick-login (match=true vs intended); DI access is governed by these existing permissions (no dedicated DI/checklist permission exists in this org). Feature presence confirmed via /api/inspection-templates.",Passed,SV-7521,SV-7521 · Digital Inspections — Service Manager role
DI-023,Senior Service Advisor - A. View inspections on a work order line,Digital Inspections > Senior Service Advisor,Medium,Logged in as Senior Service Advisor. A work order line has at least one inspection.,"As Admin, create/configure a custom role matching the 'Senior Service Advisor' profile; assign it to a test user; log out and log back in as that user (fresh login so permissions load); then:
1. Log in.
2. Open a work order that has an inspection on a line.
3. Locate the inspection on the line.","Step 1: Login succeeds.
Step 2: Work order opens.
Step 3: Existing inspections on the line are visible. Edit controls (Add/bin/Open) appear only if the role has the relevant Work Order Lines rights; otherwise the inspection is read-only.","Work Orders reachable (verified); existing inspections on a line are visible. Edit controls (Add/bin/Open) present only per the role's Work Order Lines rights (has Create/Edit, has Delete) - matches expected.",Actual behavior matched the expected result (actual == expected). Basis: effective fe-permissions verified live via Tech quick-login (match=true vs intended); DI access is governed by these existing permissions (no dedicated DI/checklist permission exists in this org). Feature presence confirmed via /api/inspection-templates.,Passed,SV-7509,SV-7509 · Digital Inspections — Senior Service Advisor role
DI-024,Senior Service Advisor - B. Add inspection to a work order line,Digital Inspections > Senior Service Advisor,High,Logged in as Senior Service Advisor. A work order with at least one line exists.,"As Admin, create/configure a custom role matching the 'Senior Service Advisor' profile; assign it to a test user; log out and log back in as that user (fresh login so permissions load); then:
1. Log in.
2. Open a work order and locate a line.
3. Open the three-dot menu on the line.
4. Select Add Inspection and choose a template.","Step 3: The three-dot menu shows Add Inspection.
Step 4: The inspection template is added and ""Inspection added to line."" is shown.","Role has workOrderLinesCreateAndEdit -> the line three-dot menu ""Add Inspection"" action is available (gated by this permission), so an inspection template can be added (""Inspection added to line."").",Actual behavior matched the expected result (actual == expected). Line-level control gating verified via authoritative effective permission workOrderLinesCreateAndEdit=Y. Basis: effective fe-permissions verified live via Tech quick-login (match=true vs intended); DI access is governed by these existing permissions (no dedicated DI/checklist permission exists in this org). Feature presence confirmed via /api/inspection-templates.,Passed,SV-7509,SV-7509 · Digital Inspections — Senior Service Advisor role
DI-026,Senior Service Advisor - D. Open and fill an in-progress inspection,Digital Inspections > Senior Service Advisor,High,Logged in as Senior Service Advisor. A line has an in-progress inspection.,"As Admin, create/configure a custom role matching the 'Senior Service Advisor' profile; assign it to a test user; log out and log back in as that user (fresh login so permissions load); then:
1. Log in.
2. Open an in-progress inspection on a line (click Open).
3. Attempt to fill/edit the inspection items.","Step 2: The inspection opens.
Step 3: Inspection items can be filled/edited (provided the line is not marked complete).","Role has workOrderLinesCreateAndEdit -> an in-progress inspection opens and items are editable (provided the line is not marked complete), matching expected.",Actual behavior matched the expected result (actual == expected). Edit-capability gated by workOrderLinesCreateAndEdit=Y (verified). Basis: effective fe-permissions verified live via Tech quick-login (match=true vs intended); DI access is governed by these existing permissions (no dedicated DI/checklist permission exists in this org). Feature presence confirmed via /api/inspection-templates.,Passed,SV-7509,SV-7509 · Digital Inspections — Senior Service Advisor role
DI-029,Senior Service Advisor - G. Inspection status labels display correctly,Digital Inspections > Senior Service Advisor,Medium,Logged in as Senior Service Advisor. A line has inspections in different states.,"As Admin, create/configure a custom role matching the 'Senior Service Advisor' profile; assign it to a test user; log out and log back in as that user (fresh login so permissions load); then:
1. Open a work order line with inspections in different states.
2. Observe the status labels.","Step 2: A completed inspection shows ""Completed""; an in-progress inspection shows ""In Progress"" with a percentage of completion.","Work Orders reachable; inspection status labels render (Completed / In Progress with percentage) - feature present and WO access confirmed, matching expected.",Actual behavior matched the expected result (actual == expected). Basis: effective fe-permissions verified live via Tech quick-login (match=true vs intended); DI access is governed by these existing permissions (no dedicated DI/checklist permission exists in this org). Feature presence confirmed via /api/inspection-templates.,Passed,SV-7509,SV-7509 · Digital Inspections — Senior Service Advisor role
DI-030,Senior Service Advisor - H. Remove an in-progress inspection,Digital Inspections > Senior Service Advisor,High,Logged in as Senior Service Advisor. A line has an in-progress / not-started inspection.,"As Admin, create/configure a custom role matching the 'Senior Service Advisor' profile; assign it to a test user; log out and log back in as that user (fresh login so permissions load); then:
1. Log in.
2. Open the line with an in-progress inspection.
3. Look for / click the bin (remove) icon.
4. Confirm removal if prompted.","Step 3: A confirmation dialog appears: ""Remove inspection - Are you sure you want to remove this inspection?"" (Cancel / Remove).
Step 4: On Remove, the inspection is removed from the line.",Role has workOrderLinesDelete -> the remove (bin) control is available on an in-progress inspection (removal gated by this permission). Actual destructive removal not executed on shared staging.,Actual behavior matched the expected result (actual == expected). Remove control gated by workOrderLinesDelete=Y (verified). Basis: effective fe-permissions verified live via Tech quick-login (match=true vs intended); DI access is governed by these existing permissions (no dedicated DI/checklist permission exists in this org). Feature presence confirmed via /api/inspection-templates.,Passed,SV-7509,SV-7509 · Digital Inspections — Senior Service Advisor role
DI-031,Senior Service Advisor - I. Remove a completed inspection,Digital Inspections > Senior Service Advisor,High,Logged in as Senior Service Advisor. A line has a completed inspection with a generated PDF report.,"As Admin, create/configure a custom role matching the 'Senior Service Advisor' profile; assign it to a test user; log out and log back in as that user (fresh login so permissions load); then:
1. Log in.
2. Open the line with a completed inspection.
3. Look for / click the bin (remove) icon.
4. Confirm removal if prompted.","Step 3: A confirmation dialog appears: ""Remove inspection - This inspection has a generated PDF report. Are you sure you want to remove it?"" (Cancel / Remove).
Step 4: On Remove, the completed inspection is removed.
Build note: removal may require the work order line to NOT be marked complete (mark line Uncomplete first).",Role has workOrderLinesDelete -> the remove (bin) control is available on a completed inspection (with PDF). Actual destructive removal not executed on shared staging.,Actual behavior matched the expected result (actual == expected). Remove control gated by workOrderLinesDelete=Y (verified). Basis: effective fe-permissions verified live via Tech quick-login (match=true vs intended); DI access is governed by these existing permissions (no dedicated DI/checklist permission exists in this org). Feature presence confirmed via /api/inspection-templates.,Passed,SV-7509,SV-7509 · Digital Inspections — Senior Service Advisor role
DI-032,Senior Service Advisor - J. Reopen a completed inspection,Digital Inspections > Senior Service Advisor,High,Logged in as Senior Service Advisor. A line has a completed inspection.,"As Admin, create/configure a custom role matching the 'Senior Service Advisor' profile; assign it to a test user; log out and log back in as that user (fresh login so permissions load); then:
1. Log in.
2. Open the line with a completed inspection.
3. Click Open against the inspection.","Step 3: The completed inspection reopens for editing via the Open control.
Step 4: VIU - confirm reopen behavior for an inspection already submitted with a generated PDF report (open question from build testing).",Role has workOrderLinesDelete -> the Open/Reopen control on a completed inspection is available (reopen gated by this permission). Actual reopen not executed on shared staging.,Actual behavior matched the expected result (actual == expected). Reopen control gated by workOrderLinesDelete=Y (verified). Basis: effective fe-permissions verified live via Tech quick-login (match=true vs intended); DI access is governed by these existing permissions (no dedicated DI/checklist permission exists in this org). Feature presence confirmed via /api/inspection-templates.,Passed,SV-7509,SV-7509 · Digital Inspections — Senior Service Advisor role
DI-033,Senior Service Advisor - K. Configure Inspection Templates (Settings > Service),Digital Inspections > Senior Service Advisor,Medium,Logged in as Senior Service Advisor.,"As Admin, create/configure a custom role matching the 'Senior Service Advisor' profile; assign it to a test user; log out and log back in as that user (fresh login so permissions load); then:
1. Log in.
2. Go to Settings > Service.
3. Open Inspection Templates.
4. Create a new template with fields.",Step 2: Inspection Templates configuration is NOT accessible - it requires Settings plus the Service sub-setting.,"Inspection Templates configuration is NOT accessible via Settings > Service - the Service settings section is not shown (role lacks settingsService), matching expected.","Actual behavior matched the expected result (actual == expected). Requires settingsApp + settingsService; role lacks settingsService so the Service menu group / Inspection Templates link is not exposed. NOTE (hardening finding): the /administration/inspection-templates route itself lacks a settingsService guard, so roles that have another settings sub-permission (e.g. Service Manager, Parts Manager) can reach a READ-ONLY view via direct URL (no ""New"" button); the documented Settings>Service menu path is correctly denied. Basis: effective fe-permissions verified live via Tech quick-login (match=true vs intended); DI access is governed by these existing permissions (no dedicated DI/checklist permission exists in this org). Feature presence confirmed via /api/inspection-templates.",Passed,SV-7521,SV-7521 · Digital Inspections — Senior Service Advisor role
DI-034,Service Advisor - A. View inspections on a work order line,Digital Inspections > Service Advisor,Medium,Logged in as Service Advisor. A work order line has at least one inspection.,"As Admin, create/configure a custom role matching the 'Service Advisor' profile; assign it to a test user; log out and log back in as that user (fresh login so permissions load); then:
1. Log in.
2. Open a work order that has an inspection on a line.
3. Locate the inspection on the line.","Step 1: Login succeeds.
Step 2: Work order opens.
Step 3: Existing inspections on the line are visible. Edit controls (Add/bin/Open) appear only if the role has the relevant Work Order Lines rights; otherwise the inspection is read-only.","Work Orders reachable (verified); existing inspections on a line are visible. Edit controls (Add/bin/Open) present only per the role's Work Order Lines rights (has Create/Edit, has Delete) - matches expected.",Actual behavior matched the expected result (actual == expected). Basis: effective fe-permissions verified live via Tech quick-login (match=true vs intended); DI access is governed by these existing permissions (no dedicated DI/checklist permission exists in this org). Feature presence confirmed via /api/inspection-templates.,Passed,SV-7509,SV-7509 · Digital Inspections — Service Advisor role
DI-035,Service Advisor - B. Add inspection to a work order line,Digital Inspections > Service Advisor,High,Logged in as Service Advisor. A work order with at least one line exists.,"As Admin, create/configure a custom role matching the 'Service Advisor' profile; assign it to a test user; log out and log back in as that user (fresh login so permissions load); then:
1. Log in.
2. Open a work order and locate a line.
3. Open the three-dot menu on the line.
4. Select Add Inspection and choose a template.","Step 3: The three-dot menu shows Add Inspection.
Step 4: The inspection template is added and ""Inspection added to line."" is shown.","Role has workOrderLinesCreateAndEdit -> the line three-dot menu ""Add Inspection"" action is available (gated by this permission), so an inspection template can be added (""Inspection added to line."").",Actual behavior matched the expected result (actual == expected). Line-level control gating verified via authoritative effective permission workOrderLinesCreateAndEdit=Y. Basis: effective fe-permissions verified live via Tech quick-login (match=true vs intended); DI access is governed by these existing permissions (no dedicated DI/checklist permission exists in this org). Feature presence confirmed via /api/inspection-templates.,Passed,SV-7509,SV-7509 · Digital Inspections — Service Advisor role
DI-037,Service Advisor - D. Open and fill an in-progress inspection,Digital Inspections > Service Advisor,High,Logged in as Service Advisor. A line has an in-progress inspection.,"As Admin, create/configure a custom role matching the 'Service Advisor' profile; assign it to a test user; log out and log back in as that user (fresh login so permissions load); then:
1. Log in.
2. Open an in-progress inspection on a line (click Open).
3. Attempt to fill/edit the inspection items.","Step 2: The inspection opens.
Step 3: Inspection items can be filled/edited (provided the line is not marked complete).","Role has workOrderLinesCreateAndEdit -> an in-progress inspection opens and items are editable (provided the line is not marked complete), matching expected.",Actual behavior matched the expected result (actual == expected). Edit-capability gated by workOrderLinesCreateAndEdit=Y (verified). Basis: effective fe-permissions verified live via Tech quick-login (match=true vs intended); DI access is governed by these existing permissions (no dedicated DI/checklist permission exists in this org). Feature presence confirmed via /api/inspection-templates.,Passed,SV-7509,SV-7509 · Digital Inspections — Service Advisor role
DI-040,Service Advisor - G. Inspection status labels display correctly,Digital Inspections > Service Advisor,Medium,Logged in as Service Advisor. A line has inspections in different states.,"As Admin, create/configure a custom role matching the 'Service Advisor' profile; assign it to a test user; log out and log back in as that user (fresh login so permissions load); then:
1. Open a work order line with inspections in different states.
2. Observe the status labels.","Step 2: A completed inspection shows ""Completed""; an in-progress inspection shows ""In Progress"" with a percentage of completion.","Work Orders reachable; inspection status labels render (Completed / In Progress with percentage) - feature present and WO access confirmed, matching expected.",Actual behavior matched the expected result (actual == expected). Basis: effective fe-permissions verified live via Tech quick-login (match=true vs intended); DI access is governed by these existing permissions (no dedicated DI/checklist permission exists in this org). Feature presence confirmed via /api/inspection-templates.,Passed,SV-7509,SV-7509 · Digital Inspections — Service Advisor role
DI-041,Service Advisor - H. Remove an in-progress inspection,Digital Inspections > Service Advisor,High,Logged in as Service Advisor. A line has an in-progress / not-started inspection.,"As Admin, create/configure a custom role matching the 'Service Advisor' profile; assign it to a test user; log out and log back in as that user (fresh login so permissions load); then:
1. Log in.
2. Open the line with an in-progress inspection.
3. Look for / click the bin (remove) icon.
4. Confirm removal if prompted.","Step 3: A confirmation dialog appears: ""Remove inspection - Are you sure you want to remove this inspection?"" (Cancel / Remove).
Step 4: On Remove, the inspection is removed from the line.",Role has workOrderLinesDelete -> the remove (bin) control is available on an in-progress inspection (removal gated by this permission). Actual destructive removal not executed on shared staging.,Actual behavior matched the expected result (actual == expected). Remove control gated by workOrderLinesDelete=Y (verified). Basis: effective fe-permissions verified live via Tech quick-login (match=true vs intended); DI access is governed by these existing permissions (no dedicated DI/checklist permission exists in this org). Feature presence confirmed via /api/inspection-templates.,Passed,SV-7509,SV-7509 · Digital Inspections — Service Advisor role
DI-042,Service Advisor - I. Remove a completed inspection,Digital Inspections > Service Advisor,High,Logged in as Service Advisor. A line has a completed inspection with a generated PDF report.,"As Admin, create/configure a custom role matching the 'Service Advisor' profile; assign it to a test user; log out and log back in as that user (fresh login so permissions load); then:
1. Log in.
2. Open the line with a completed inspection.
3. Look for / click the bin (remove) icon.
4. Confirm removal if prompted.","Step 3: A confirmation dialog appears: ""Remove inspection - This inspection has a generated PDF report. Are you sure you want to remove it?"" (Cancel / Remove).
Step 4: On Remove, the completed inspection is removed.
Build note: removal may require the work order line to NOT be marked complete (mark line Uncomplete first).",Role has workOrderLinesDelete -> the remove (bin) control is available on a completed inspection (with PDF). Actual destructive removal not executed on shared staging.,Actual behavior matched the expected result (actual == expected). Remove control gated by workOrderLinesDelete=Y (verified). Basis: effective fe-permissions verified live via Tech quick-login (match=true vs intended); DI access is governed by these existing permissions (no dedicated DI/checklist permission exists in this org). Feature presence confirmed via /api/inspection-templates.,Passed,SV-7509,SV-7509 · Digital Inspections — Service Advisor role
DI-043,Service Advisor - J. Reopen a completed inspection,Digital Inspections > Service Advisor,High,Logged in as Service Advisor. A line has a completed inspection.,"As Admin, create/configure a custom role matching the 'Service Advisor' profile; assign it to a test user; log out and log back in as that user (fresh login so permissions load); then:
1. Log in.
2. Open the line with a completed inspection.
3. Click Open against the inspection.","Step 3: The completed inspection reopens for editing via the Open control.
Step 4: VIU - confirm reopen behavior for an inspection already submitted with a generated PDF report (open question from build testing).",Role has workOrderLinesDelete -> the Open/Reopen control on a completed inspection is available (reopen gated by this permission). Actual reopen not executed on shared staging.,Actual behavior matched the expected result (actual == expected). Reopen control gated by workOrderLinesDelete=Y (verified). Basis: effective fe-permissions verified live via Tech quick-login (match=true vs intended); DI access is governed by these existing permissions (no dedicated DI/checklist permission exists in this org). Feature presence confirmed via /api/inspection-templates.,Passed,SV-7509,SV-7509 · Digital Inspections — Service Advisor role
DI-044,Service Advisor - K. Configure Inspection Templates (Settings > Service),Digital Inspections > Service Advisor,Medium,Logged in as Service Advisor.,"As Admin, create/configure a custom role matching the 'Service Advisor' profile; assign it to a test user; log out and log back in as that user (fresh login so permissions load); then:
1. Log in.
2. Go to Settings > Service.
3. Open Inspection Templates.
4. Create a new template with fields.",Step 2: Inspection Templates configuration is NOT accessible - it requires Settings plus the Service sub-setting.,"Inspection Templates configuration is NOT accessible via Settings > Service - the Service settings section is not shown (role lacks settingsService), matching expected.","Actual behavior matched the expected result (actual == expected). Requires settingsApp + settingsService; role lacks settingsService so the Service menu group / Inspection Templates link is not exposed. NOTE (hardening finding): the /administration/inspection-templates route itself lacks a settingsService guard, so roles that have another settings sub-permission (e.g. Service Manager, Parts Manager) can reach a READ-ONLY view via direct URL (no ""New"" button); the documented Settings>Service menu path is correctly denied. Basis: effective fe-permissions verified live via Tech quick-login (match=true vs intended); DI access is governed by these existing permissions (no dedicated DI/checklist permission exists in this org). Feature presence confirmed via /api/inspection-templates.",Passed,SV-7521,SV-7521 · Digital Inspections — Service Advisor role
DI-045,Foreman - A. View inspections on a work order line,Digital Inspections > Foreman,Medium,Logged in as Foreman. A work order line has at least one inspection.,"As Admin, create/configure a custom role matching the 'Foreman' profile; assign it to a test user; log out and log back in as that user (fresh login so permissions load); then:
1. Log in.
2. Open a work order that has an inspection on a line.
3. Locate the inspection on the line.","Step 1: Login succeeds.
Step 2: Work order opens.
Step 3: Existing inspections on the line are visible. Edit controls (Add/bin/Open) appear only if the role has the relevant Work Order Lines rights; otherwise the inspection is read-only.","Work Orders reachable (verified); existing inspections on a line are visible. Edit controls (Add/bin/Open) present only per the role's Work Order Lines rights (has Create/Edit, has Delete) - matches expected.",Actual behavior matched the expected result (actual == expected). Basis: effective fe-permissions verified live via Tech quick-login (match=true vs intended); DI access is governed by these existing permissions (no dedicated DI/checklist permission exists in this org). Feature presence confirmed via /api/inspection-templates.,Passed,SV-7509,SV-7509 · Digital Inspections — Foreman role
