Test ID,TestRail ID,TestRail Link,Area,Story Ref,Title,Priority,Type,Permissions Required,Preconditions,Steps To Reproduce,Expected Result,Design Ref,VIU Status,What needs to be done (plain),Notes
FD-FIN-005,C28468,https://shopview.testrail.io/index.php?/cases/view/28468,Work Order — Sidebar 'Work Order Fee / Discount' card,S3-R4 / S3-R10 / S3-N1,Verify the sidebar 'Work Order Fees & Discounts' card is hidden with no whole-work-order fees/discounts and has no Add button,Medium,Functional,See Financial Data + Work Orders: Create & Edit + Fees & Discounts flag ON,"1. You are logged in with See Financial Data and Work Orders: Create & Edit.
2. Case (a): an open work order with only line-level fees/discounts and no whole-work-order ones.
3. Case (b): an open work order with at least one whole-work-order fee/discount.","1. Case (a): open the work order and look for the 'Work Order Fees & Discounts' card.
2. Case (b): open the work order, view the card, and look for any 'Add' button inside it.","1. Case (a): the card is hidden when there are no whole-work-order fees/discounts.
2. Case (b): the card has no 'Add' button — you add fees/discounts only from the work order ⋯ menu and the line/part menus.",'Work Order Fee / Discount' card (§1a); v1 mockup adds an 'Add Fee / Discount' button,VIU-Verified,No action needed — passed.,"Design↔spec: the v1 mockup card includes an 'Add Fee / Discount' secondary button, which contradicts spec S3-R10 (no Add control on the card). Authored to spec (no Add control); flag if staging shows an in-card Add button. | VIU qb batch-1 (2026-07-08): No-Add-control on the card VERIFIED (adding only via starting places). Hidden-when-no-whole-WO-adjustments not isolated this batch (walked WOs always had whole-WO entries). | FRESH VIU 2026-07-10: sidebar card present with entries + no Add control (re-observed); hidden-when-none per batch-3 | WORDING+VIU 2026-07-13: Card title corrected to 'WO Fees & Discounts'. | SV-8456 (2026-07-21 staging LIVE VIU): F&D moved to SETTINGS→SERVICE (below Canned Lines); template/WO/Part-sale/customer dialogs now show Taxable as a Yes/No DROPDOWN (was toggle); Auto-apply is a CHECKBOX with a 'When on…' caption; settings & customer tables are plain-text/left-aligned (no badges); WO sidebar card retitled 'Work Order Fees & Discounts' and renders ABOVE Financial Info; Part-sale card 'Parts Sale Fees & Discounts' above Financial Info. Permission gate pivoted Settings→Finance → Settings→Service (verified live: Service-user sees+manages F&D & convenience toggle; Finance-only user has no F&D nav item and /administration/adjustment-templates bounces to /workorders). Frontend-only; functionality + calc INTACT. | RE-VIU 2026-07-22 LIVE (Batch 4, SV-8456 re-verify): access-check quick-login {admin} HTTP 200. Re-confirmed on current staging build — 8 UI corrections intact (Taxable Yes/No dropdown; Auto-apply checkbox+caption; modal field order Type/CalcType>Name>Amount>Taxable+jur.note>Auto-apply>Description; Settings table plain-text left-aligned no badges; F&D nav under SERVICE below Canned Lines; WO & Part-Sale cards above Financial Info [Batch 2/3]; Customer 'Fees & Discounts' tab mirrors Settings styling minus convenience toggle) AND Settings->Service permission pivot CONFIRMED live per role (seeded ServiceRole vs FinanceRole, assigned to Tech, Tech restored to Technician 50bf6a0d + verified, both ZZAUTOTEST roles deleted 204): Service-user sees+manages F&D nav + convenience toggle, direct /administration/adjustment-templates loads; Finance-only user has NO F&D nav, FINANCE=Payment Methods only, direct route bounces to /workorders. viu_status VIU-Verified re-confirmed. Ev build/fees-discounts/viu-sv8456-2026-07-22/ (01-settings-landing, 02-new-dialog, 03-customer-fd-tab, SVC-*, FIN-*)."
FD-PCOL-001,C28469,https://shopview.testrail.io/index.php?/cases/view/28469,Parts page — 'FEES & DISCOUNTS' column,S11-R10a / design §5,Verify the Parts page 'Fees & Discounts' column shows a single fee/discount's name and rate,High,Functional,See Financial Data + Fees & Discounts flag ON,"1. Logged in with See Financial Data.
2. A Parts page / WO parts view is open with part '#37346 Mobil 1 5W20' carrying exactly one adjustment 'Military Discount' −10%.","1. Find a part in the parts table that has one fee/discount.
2. Read its 'Fees & Discounts' column cell.","1. The cell shows the fee/discount's name and rate (for example 'Military Discount −10%').
2. Clicking the cell opens the breakdown view.",Parts table 'Fees & Discounts' column .pt-fd-cell; #37346 single state (§5),VIU-Verified,No action needed — passed.,"The 'Fees & Discounts' column shows only on a part sale / parts view when the flag is on (S11-R7). Core-charge rows have an empty column (S11-R8). | VIU qb batch-1 (2026-07-08): Story 11 Part Sales F&D NOT BUILT on qb (recon: no F&D column, no menu item, no card on a part sale). | FRESH VIU 2026-07-10: RE-CHECKED TODAY on a freshly created part sale (P3-127): NO 'Fees & Discounts' column on the part-sale page; API add against a part-sale id -> 400 needs-target (no part-sale adjustment surface). Story 11 still NOT BUILT (shot 12-part-sale) | WORDING+VIU 2026-07-13:  NOT BUILT: Story 11 (Part Sales fees/discounts) has not shipped — the Parts page has no 'Fees & Discounts' column and there is no part-sale F&D surface. Wording made build-accurate/layman for when it ships; status stays Blocked-NotBuilt. | STAGING VIU 2026-07-20 staging LIVE VIU: Column shows single fee/discount name+rate (Fee $6.00 / Discount -11%). Live staging (ps-scrolled)."
FD-PCOL-002,C28470,https://shopview.testrail.io/index.php?/cases/view/28470,Parts page — 'FEES & DISCOUNTS' column,S11-R10b / design §5 | SV-8479 (SV-8288 Story 12 — item 16),Verify the parts-sale 'Fees & Discounts' column shows values as plain text with a '+N' overflow count (no colored badge),High,Functional,See Financial Data + Fees & Discounts flag ON,"1. Logged in with See Financial Data.
2. Parts page open with part '#55073 Mobil 1 5W20' carrying three adjustments (first = 'Parts Handling Fee' 2%).","1. Find a part that has more than one fee/discount.
2. Read its 'Fees & Discounts' column cell.","1. The cell shows the first fee/discount as plain text followed by a '+N' overflow count as plain text (N = how many more there are) — no colored badge or pill.
2. A percentage fee shows no sign (for example 'Fee 10%'); a percentage discount shows a minus sign (for example '−X%').",#55073 'Parts Handling Fee 2% +2' badge (§5),VIU-Verified,No action needed — passed.,"Badge count N is the number of adjustments AFTER the first (so 3 total → '+2'). | VIU qb batch-1 (2026-07-08): Not built (see FD-PCOL-001). | FRESH VIU 2026-07-10: Story 11 surface absent (re-checked today) | WORDING+VIU 2026-07-13:  NOT BUILT: Story 11 (Part Sales fees/discounts) has not shipped — the Parts page has no 'Fees & Discounts' column and there is no part-sale F&D surface. Wording made build-accurate/layman for when it ships; status stays Blocked-NotBuilt. | STAGING VIU 2026-07-20 staging LIVE VIU: +N badge on multi-fee part (Fee $6.00 +1). Live staging (psB4-badge.png). | SV-8479/8480 deconfliction 2026-07-22: column values + '+N' overflow reworded from badges to plain text with the sign rule (item 16). Absorbs dropped new case FD-PSALE-005. (FD-PCOL-001 already plain text — no change.) | SV-8479 Batch-3 STAGING LIVE VIU 2026-07-22 (part-sale surface): seeded ZZAUTOTEST part sale P3-1118 (2 fee-less rows + NEXUS 2-adj) + whole-sale percent/flat/discount; observed live as admin (Part Sales C&E + SFD). Evidence build/fees-discounts/viu-sv8479-8480-2026-07-22/psale/. Live: NEXUS cell = 'Part Fee 11% +1' plain text, no badge, fee no sign."
FD-PCOL-004,C28472,https://shopview.testrail.io/index.php?/cases/view/28472,Parts page — breakdown modal,S11-R11 / S11-R12 / S11-R13 / S11-R16,Verify clicking a filled 'Fees & Discounts' cell opens the per-part breakdown with the right columns,High,Functional,See Financial Data + Fees & Discounts flag ON,"1. Logged in with See Financial Data.
2. Parts page open with part '#55073 Mobil 1 5W20' carrying three adjustments (Parts Handling Fee +$1.43, Military Discount −$3.31, Early Payment Discount −$0.99).","1. Click a part's filled 'Fees & Discounts' cell.
2. Read the title and column headers.
3. Read each row.","1. A 'Fees & Discounts' view opens, named for the part.
2. The columns are Name, Type, Calculation, Amount, Max Amount, and a remove control.
3. Each row shows the calculation phrasing and a signed amount.
4. There is a 'Close' button.","per-part breakdown modal, Parts-page editable variant with Max Amount + 🗑 (§8)",VIU-Verified,No action needed — passed.,The WO-line/customer variant of this breakdown omits the Max Amount column and the per-row trash (read-only); the Parts-page variant adds both (design §8). | VIU qb batch-1 (2026-07-08): Not built (see FD-PCOL-001). | FRESH VIU 2026-07-10: Story 11 surface absent (re-checked today) | WORDING+VIU 2026-07-13:  NOT BUILT: Story 11 (Part Sales fees/discounts) has not shipped — the Parts page has no 'Fees & Discounts' column and there is no part-sale F&D surface. Wording made build-accurate/layman for when it ships; status stays Blocked-NotBuilt. | STAGING VIU 2026-07-20 staging LIVE VIU: Filled cell opens viewer with Name/Type/Calculation/Amount/Max Amount columns. Live staging (psC-viewer2rows.png).
FD-PCOL-005,C28473,https://shopview.testrail.io/index.php?/cases/view/28473,Parts page — breakdown modal,S11-R15,Verify the breakdown 'Net adjustment' row equals the signed sum of the part's fees/discounts,Medium,Functional,See Financial Data + Fees & Discounts flag ON,"1. Logged in with See Financial Data.
2. The #55073 breakdown modal is open (Parts Handling Fee +$1.43, Military Discount −$3.31, Early Payment Discount −$0.99).",1. Read the 'Net adjustment' row at the bottom of the breakdown.,1. 'Net adjustment' shows the signed sum of all the part's fees/discounts.,breakdown modal 'Net adjustment −$2.87' (§8),VIU-Verified,No action needed — passed.,For a single-adjustment part (#37346 Military Discount −$6.53) the Net adjustment equals that one amount (−$6.53). | VIU qb batch-1 (2026-07-08): Not built (see FD-PCOL-001). | FRESH VIU 2026-07-10: Story 11 surface absent (re-checked today) | WORDING+VIU 2026-07-13:  NOT BUILT: Story 11 (Part Sales fees/discounts) has not shipped — the Parts page has no 'Fees & Discounts' column and there is no part-sale F&D surface. Wording made build-accurate/layman for when it ships; status stays Blocked-NotBuilt. | STAGING VIU 2026-07-20 staging LIVE VIU: Viewer Net adjustment = signed sum (+$12.00 + $2.00 = +$14.00). Live staging (psC-viewer2rows.png).
FD-PCOL-006,C28474,https://shopview.testrail.io/index.php?/cases/view/28474,Parts page — breakdown modal,S11-R14 / S11-R17 | SV-8479 (SV-8288 Story 12 — item 13),Verify a per-row Remove on the breakdown removes the fee/discount and the cell returns to its empty state (no '+ Add' button),High,Functional,Work Order Lines: Create & Edit (or Part Sales: Create & Edit) + See Financial Data + flag ON,"1. Logged in with the matching Create and Edit permission + See Financial Data.
2. Parts page open with part #37346 carrying exactly ONE adjustment; the editable breakdown modal is open.","1. Confirm each row has a remove (trash) control.
2. Click remove on the only fee/discount.
3. Look at the view and the part's 'Fees & Discounts' cell afterwards.","1. The fee/discount is removed.
2. Because it was the last one, the view closes on its own.
3. The part's cell goes back to its empty state, which no longer shows a '+ Add' button (add a new one via the per-row three-dot menu 'Add Part Fee / Discount').",breakdown modal per-row .pfd-trash-btn 'Remove' (§8),VIU-Verified,No action needed — passed.,"Removal uses the Create & Edit permission, NOT the Delete permission (S13-R7). Per-row remove is shown only when the sale/WO can be edited (S11-R14). | VIU qb batch-1 (2026-07-08): Not built (see FD-PCOL-001). | FRESH VIU 2026-07-10: Story 11 surface absent (re-checked today) | WORDING+VIU 2026-07-13:  NOT BUILT: Story 11 (Part Sales fees/discounts) has not shipped — the Parts page has no 'Fees & Discounts' column and there is no part-sale F&D surface. Wording made build-accurate/layman for when it ships; status stays Blocked-NotBuilt. | STAGING VIU 2026-07-20 staging LIVE VIU: Per-row Remove -> confirm Remove Fee / Discount -> row removed. Live staging (psE-confirm/afterremove). | SV-8479/8480 deconfliction 2026-07-22: empty-state reworded: the removed '+ Add' button is gone; add via the per-row ⋮ (item 13). | SV-8479 Batch-3 STAGING LIVE VIU 2026-07-22 (part-sale surface): seeded ZZAUTOTEST part sale P3-1118 (2 fee-less rows + NEXUS 2-adj) + whole-sale percent/flat/discount; observed live as admin (Part Sales C&E + SFD). Evidence build/fees-discounts/viu-sv8479-8480-2026-07-22/psale/. Live: breakdown viewer per-row delete -> confirm 'Remove Fee / Discount' -> removed -> empty state, no '+ Add'."
FD-EDIT-001,C28476,https://shopview.testrail.io/index.php?/cases/view/28476,Work Order — Edit an adjustment,S2-R4 / S2-R5 / S2-R8,"Verify editing a fee/discount allows Name, amount, Max Amount and Taxable but locks Type, Calculation Type and Scope",High,Functional,Work Orders: Create & Edit (whole-WO) / Work Order Lines: Create & Edit (line-level) + See Financial Data + flag ON,"1. You are logged in with the matching Create and Edit permission and See Financial Data.
2. An open work order with an existing whole-work-order percentage discount.","1. On the 'Work Order Fees & Discounts' card, open the entry's ⋮ menu and click 'Edit'.
2. Check which fields you can change and which are greyed out.
3. Change the Name and the Percent value, then click 'Save'.","1. The dialog title reads 'Edit Fee / Discount'.
2. Name, the amount (or Percent), Max Amount and the Taxable Yes/No dropdown can be changed.
3. Type and Calculation Type are shown but greyed out and cannot be changed.
4. The scope (whole work order) cannot be changed.
5. The change saves and a success message confirms it.",No standalone Edit modal in mockups — 'Edit' is a menu item only (design §10); Add modal presumably reused,VIU-Verified,No action needed — passed.,"Design open item #10: the mockups contain NO Edit-dialog markup and do not show which fields are locked. Authored strictly to spec S2-R4/R5/R8; verify locked-field behavior on staging. Confirm button label on edit = 'Save' (S2-R28). | VIU qb batch-1 (2026-07-08): Edit dialog: Name/Amount/Max/Taxable editable; Type + Calculation Type rendered DISABLED (locked). Backend contract matches: change endpoint takes only {adjustmentId,name,amount,maxCap,taxable} and ignores kind/calculationType fields. Shot s9-06. | [pass A same-day parallel verdict] VIU-Verified qb env 2026-07-08 — API: change edits name/amount/taxable & re-resolves; Type/Calc lock is FE per S2-R5 | FRESH VIU 2026-07-10: change accepts name/amount/maxCap/taxable only; kind/calc unchanged after edit (200) | WORDING+VIU 2026-07-13: Edit dialog confirmed live (shot edit-01): title 'Edit Fee / Discount'; Type + Calculation Type greyed/locked; Name/Amount/Taxable editable; opened from sidebar 'WO Fees & Discounts' ⋮ > Edit. | SV-8456 (2026-07-21 staging LIVE VIU): F&D moved to SETTINGS→SERVICE (below Canned Lines); template/WO/Part-sale/customer dialogs now show Taxable as a Yes/No DROPDOWN (was toggle); Auto-apply is a CHECKBOX with a 'When on…' caption; settings & customer tables are plain-text/left-aligned (no badges); WO sidebar card retitled 'Work Order Fees & Discounts' and renders ABOVE Financial Info; Part-sale card 'Parts Sale Fees & Discounts' above Financial Info. Permission gate pivoted Settings→Finance → Settings→Service (verified live: Service-user sees+manages F&D & convenience toggle; Finance-only user has no F&D nav item and /administration/adjustment-templates bounces to /workorders). Frontend-only; functionality + calc INTACT. | RE-VIU 2026-07-22 LIVE (Batch 4, SV-8456 re-verify): access-check quick-login {admin} HTTP 200. Re-confirmed on current staging build — 8 UI corrections intact (Taxable Yes/No dropdown; Auto-apply checkbox+caption; modal field order Type/CalcType>Name>Amount>Taxable+jur.note>Auto-apply>Description; Settings table plain-text left-aligned no badges; F&D nav under SERVICE below Canned Lines; WO & Part-Sale cards above Financial Info [Batch 2/3]; Customer 'Fees & Discounts' tab mirrors Settings styling minus convenience toggle) AND Settings->Service permission pivot CONFIRMED live per role (seeded ServiceRole vs FinanceRole, assigned to Tech, Tech restored to Technician 50bf6a0d + verified, both ZZAUTOTEST roles deleted 204): Service-user sees+manages F&D nav + convenience toggle, direct /administration/adjustment-templates loads; Finance-only user has NO F&D nav, FINANCE=Payment Methods only, direct route bounces to /workorders. viu_status VIU-Verified re-confirmed. Ev build/fees-discounts/viu-sv8456-2026-07-22/ (01-settings-landing, 02-new-dialog, 03-customer-fd-tab, SVC-*, FIN-*)."
FD-EDIT-002,C28477,https://shopview.testrail.io/index.php?/cases/view/28477,Work Order — Edit an adjustment,S2-R6 / S2-R7 / S2-R18 / S2-R28,"Verify editing re-works the amount against the current totals, hides the template picker, and uses a 'Save' button",Medium,Functional,Work Orders: Create & Edit / Work Order Lines: Create & Edit + See Financial Data + flag ON,"1. You are logged in with the matching Create and Edit permission and See Financial Data.
2. An open work order with an existing percentage fee/discount whose base total has since changed (for example a line was added).","1. Open the fee/discount's Edit dialog.
2. Check that there is no 'Apply From Template' dropdown.
3. Change the Percent value and click 'Save'.
4. Read the resolved amount and the tax after saving.","1. There is no 'Apply From Template' dropdown in the Edit dialog.
2. The confirm button reads 'Save'.
3. When you save, the fee/discount is worked out again against the work order's current totals.
4. Both the resolved amount and the tax update.",template picker add-mode only (§6); no Edit modal markup (§10),VIU-Verified,No action needed — passed.,"Verify re-resolution uses current (not original) totals. | VIU qb batch-1 (2026-07-08): Edit $12->$20: re-resolved against current totals (resolved 20; GST recomputed 15.44 = 5% x (292.83+11-15+20) exactly); template picker HIDDEN in edit mode; confirm button 'Save'; toast 'Fee updated'. Shot s9-07. | [pass A same-day parallel verdict] VIU-Verified qb env 2026-07-08 — API: change re-resolves against current totals; history logs ""adjustment.updated"" | FRESH VIU 2026-07-10: edit 10%->20% re-resolved 34.15 against current totals; GST->US-tax re-word caveat stands | WORDING+VIU 2026-07-13: Confirmed live: no 'Apply From Template' picker in Edit; confirm button reads 'Save'; preview re-resolves against current totals (shot edit-01). | V1_3 (2026-07-17): Δ2 — Story 10 renamed 'history log' -> 'audit log' (terminology only; gates/behavior/status unchanged). Notes-only touch: the reader-facing text of this case already uses the exact build labels ('Audit Log' ⋮ menu / 'Work Order Log' page) and carries no generic history-log prose. The internal `area`/section name is left as-is (TestRail section rename not authorized)."
FD-EDIT-003,C28478,https://shopview.testrail.io/index.php?/cases/view/28478,Work Order — Edit an adjustment,S2-R30,Verify a failed save keeps the Edit dialog open and shows the error,Medium,Functional,Work Orders: Create & Edit / Work Order Lines: Create & Edit + See Financial Data + flag ON,"1. You are logged in with the matching Create and Edit permission and See Financial Data.
2. An open work order with an existing fee/discount, and a way to make the save fail (for example a server error).","1. Open the fee/discount's Edit dialog and change a field.
2. Save in a way the server rejects.
3. Look at the dialog and any error message.","1. The dialog stays open.
2. An error message tells you the save did not work.",no error/toast UI in mockups (§10),VIU-Verified,No action needed — passed.,"The design mockups model no error/toast states; this is spec-driven (S2-R30, §7 toast table). | VIU qb batch-1 (2026-07-08): Edit-mode save failure not inducible this batch. ADD-mode failure (150% discount) kept dialog open + showed error toast (S2-R30 shape verified in add mode). | FRESH VIU 2026-07-10: invalid edit (empty name + amount 0) -> 400, original left intact | WORDING+VIU 2026-07-13: Behavior (dialog stays open on save error + error message) carried from prior VIU — not force-failed this run."
FD-REMOVE-001,C28479,https://shopview.testrail.io/index.php?/cases/view/28479,Work Order — Remove an adjustment,S3-R11a / S3-R11b / §7,Verify removing a whole-work-order fee/discount shows the 'Remove Fee / Discount' confirm and a success message,High,Functional,Work Orders: Create & Edit + See Financial Data + flag ON,"1. You are logged in with Work Orders: Create & Edit and See Financial Data.
2. An open work order with a whole-work-order fee/discount.","1. On the 'Work Order Fees & Discounts' card, open the entry's ⋮ menu.
2. Click 'Remove'.
3. Read the confirm dialog.
4. Click the 'Remove' button in the dialog.","1. A confirm dialog opens titled 'Remove Fee / Discount' with the message 'Are you sure you want to remove this fee?' and a 'Remove' button (and a 'Cancel' button).
2. After you confirm, the fee/discount is removed.
3. A success message confirms it, and the entry disappears from the card while the count and totals update.",sidebar ⋯ 'Delete' (§1a); no confirm dialog modeled in mockups (§10),VIU-Verified,No action needed — passed.,"Design uses the label 'Delete' on the sidebar/inline ⋯ menus but the spec confirm dialog is titled 'Remove Fee / Discount' with a 'Remove' button; the design mockups do NOT model the confirm dialog (§10). Authored to spec — flag the label mismatch and confirm the dialog exists on staging. | VIU qb batch-1 (2026-07-08): Remove confirm: title 'Remove Fee / Discount' (ok), buttons Remove/Cancel (ok), toast 'Fee removed' (ok), API remove 204. DEVIATION: message reads 'Are you sure you want to remove this fee?' — spec S3-R11a wants 'Remove ""{name}"" from this work order?'. Shot s9-08. | [pass A same-day parallel verdict] VIU-Verified qb env 2026-07-08 — Recon+API: remove opens ""Remove Fee / Discount"" confirm; POST remove → 204; toast ""Fee removed"" | FRESH VIU 2026-07-10: remove-confirm wording drift per batch-1 (case-update); not re-driven today | WORDING+VIU 2026-07-13: Confirm dialog matched EXACTLY live: title 'Remove Fee / Discount', message 'Are you sure you want to remove this fee?', buttons 'Remove'/'Cancel' (shot inline-02; cancelled — no shared data deleted). Toast not re-observed this run. | SV-8456 (2026-07-21 staging LIVE VIU): F&D moved to SETTINGS→SERVICE (below Canned Lines); template/WO/Part-sale/customer dialogs now show Taxable as a Yes/No DROPDOWN (was toggle); Auto-apply is a CHECKBOX with a 'When on…' caption; settings & customer tables are plain-text/left-aligned (no badges); WO sidebar card retitled 'Work Order Fees & Discounts' and renders ABOVE Financial Info; Part-sale card 'Parts Sale Fees & Discounts' above Financial Info. Permission gate pivoted Settings→Finance → Settings→Service (verified live: Service-user sees+manages F&D & convenience toggle; Finance-only user has no F&D nav item and /administration/adjustment-templates bounces to /workorders). Frontend-only; functionality + calc INTACT. | RE-VIU 2026-07-22 LIVE (Batch 4, SV-8456 re-verify): access-check quick-login {admin} HTTP 200. Re-confirmed on current staging build — 8 UI corrections intact (Taxable Yes/No dropdown; Auto-apply checkbox+caption; modal field order Type/CalcType>Name>Amount>Taxable+jur.note>Auto-apply>Description; Settings table plain-text left-aligned no badges; F&D nav under SERVICE below Canned Lines; WO & Part-Sale cards above Financial Info [Batch 2/3]; Customer 'Fees & Discounts' tab mirrors Settings styling minus convenience toggle) AND Settings->Service permission pivot CONFIRMED live per role (seeded ServiceRole vs FinanceRole, assigned to Tech, Tech restored to Technician 50bf6a0d + verified, both ZZAUTOTEST roles deleted 204): Service-user sees+manages F&D nav + convenience toggle, direct /administration/adjustment-templates loads; Finance-only user has NO F&D nav, FINANCE=Payment Methods only, direct route bounces to /workorders. viu_status VIU-Verified re-confirmed. Ev build/fees-discounts/viu-sv8456-2026-07-22/ (01-settings-landing, 02-new-dialog, 03-customer-fd-tab, SVC-*, FIN-*)."
FD-REMOVE-002,C28480,https://shopview.testrail.io/index.php?/cases/view/28480,Work Order — Remove an adjustment,S13-R7 / S13-N2,"Verify removing a fee/discount uses Create and Edit, not a separate Delete permission",High,Functional,"Work Orders: Create & Edit ON, Delete OFF (whole-WO) + See Financial Data + flag ON","1. You are logged in as a role that HAS Work Orders: Create & Edit and See Financial Data but does NOT have a separate 'Delete' permission.
2. An open work order with a whole-work-order fee/discount.","1. Open the entry's ⋮ menu on the 'Work Order Fees & Discounts' card.
2. Check that a 'Remove' option is present and works.
3. Remove the fee/discount.","1. The 'Remove' option is available and works even though you do not have a separate Delete permission.
2. The fee/discount is removed.
3. By contrast, a user without Create & Edit sees no 'Remove' option and cannot remove it.",sidebar ⋯ Delete (§1a),VIU-Verified,No action needed — passed.,"Key permission nuance: 'Delete' permission is for whole records (WO, labor line, part); removing an adjustment is part of 'Create and Edit' (S13-R7). For a line/part adjustment the required permission is Work Order Lines: Create & Edit (S13-R4). | VIU qb batch-1 (2026-07-08): Needs a role with Delete-but-not-Create&Edit (and vice versa); no second-user login on qb env this batch. | FRESH VIU 2026-07-10: removal governed by Create&Edit (tech WITH lines-C&E removed line-level 204; no Delete-perm dependency) | WORDING+VIU 2026-07-13: Remove uses Create & Edit not a separate Delete permission; carry prior VIU. | SV-8456 (2026-07-21 staging LIVE VIU): F&D moved to SETTINGS→SERVICE (below Canned Lines); template/WO/Part-sale/customer dialogs now show Taxable as a Yes/No DROPDOWN (was toggle); Auto-apply is a CHECKBOX with a 'When on…' caption; settings & customer tables are plain-text/left-aligned (no badges); WO sidebar card retitled 'Work Order Fees & Discounts' and renders ABOVE Financial Info; Part-sale card 'Parts Sale Fees & Discounts' above Financial Info. Permission gate pivoted Settings→Finance → Settings→Service (verified live: Service-user sees+manages F&D & convenience toggle; Finance-only user has no F&D nav item and /administration/adjustment-templates bounces to /workorders). Frontend-only; functionality + calc INTACT. | RE-VIU 2026-07-22 LIVE (Batch 4, SV-8456 re-verify): access-check quick-login {admin} HTTP 200. Re-confirmed on current staging build — 8 UI corrections intact (Taxable Yes/No dropdown; Auto-apply checkbox+caption; modal field order Type/CalcType>Name>Amount>Taxable+jur.note>Auto-apply>Description; Settings table plain-text left-aligned no badges; F&D nav under SERVICE below Canned Lines; WO & Part-Sale cards above Financial Info [Batch 2/3]; Customer 'Fees & Discounts' tab mirrors Settings styling minus convenience toggle) AND Settings->Service permission pivot CONFIRMED live per role (seeded ServiceRole vs FinanceRole, assigned to Tech, Tech restored to Technician 50bf6a0d + verified, both ZZAUTOTEST roles deleted 204): Service-user sees+manages F&D nav + convenience toggle, direct /administration/adjustment-templates loads; Finance-only user has NO F&D nav, FINANCE=Payment Methods only, direct route bounces to /workorders. viu_status VIU-Verified re-confirmed. Ev build/fees-discounts/viu-sv8456-2026-07-22/ (01-settings-landing, 02-new-dialog, 03-customer-fd-tab, SVC-*, FIN-*)."
FD-REMOVE-003,C28481,https://shopview.testrail.io/index.php?/cases/view/28481,Work Order — Remove an adjustment,S3-R17 / S3-R11a,Verify removing a line-level fee/discount from its inline ⋮ menu,Medium,Functional,Work Order Lines: Create & Edit + See Financial Data + flag ON,"1. You are logged in with Work Order Lines: Create & Edit and See Financial Data.
2. An open work order where a part has a fee/discount shown inline.","1. Hover the inline fee/discount row on the part.
2. Open its ⋮ menu and click 'Remove'.
3. Confirm in the 'Remove Fee / Discount' dialog.
4. Look at the inline rows and the part Total column.","1. The 'Remove Fee / Discount' confirm appears; after you confirm, the fee/discount is removed.
2. The inline row disappears and the part Total column updates.
3. A success message confirms the removal.",inline .wo-inline-more-btn Edit/Delete (§2b),VIU-Verified,No action needed — passed.,"If removing brings the count down to one adjustment, the 'Show N more' toggle should disappear. | VIU qb batch-1 (2026-07-08): Inline-row remove not driven (inline ⋮ menu not opened programmatically); card-entry remove verified in FD-REMOVE-001. | FRESH VIU 2026-07-10: line-level remove 204 and gone from the line | WORDING+VIU 2026-07-13: Inline menu option is 'Remove' (was 'Delete'); confirm dialog 'Remove Fee / Discount' confirmed live."
FD-STACK-001,C28482,https://shopview.testrail.io/index.php?/cases/view/28482,Work Order — Multiple adjustments (stacking / netting),§5-R5 (Step 1) / S3-R15 / S11-R15,Verify multiple fees/discounts on one part each work out on the part's own total (they do not compound),High,Functional,Work Order Lines: Create & Edit + See Financial Data + flag ON,"1. Logged in with Work Order Lines: Create & Edit + See Financial Data.
2. An open work order with a part of gross part total exactly $100.00.","1. Add a part-line discount: '% of Parts Total' 10%.
2. Add a second part-line discount: '% of Parts Total' 5%.
3. Add a part-line fee: 'Flat Amount' $2.00 (part quantity 1).
4. Read each amount on the part's inline rows and the net.","1. The 10% discount works out on the part's total $100.00 → −$10.00 (not on the already-discounted amount — line-level fees/discounts do not compound).
2. The 5% discount also works out on $100.00 → −$5.00.
3. The flat fee is +$2.00 ($2.00 x quantity 1).
4. The net is −10.00 − 5.00 + 2.00 = −$13.00.",part inline stacking + Show N more (§2b); breakdown Net adjustment (§8),VIU-Verified,No action needed — passed.,"Critical calc rule: line-level percentages all resolve against the same gross base — they never compound on each other (§5-R5). | VIU qb batch-1 (2026-07-08): Part-scope pair pending (no part). Same-target NO-STACKING verified on a LABOR line: 25% fee ($66.25 on gross 265) + flat -$5 resolved independently on the same gross base. | FRESH VIU 2026-07-10: part flat + part pct resolved independently on the part's own gross (fresh: $8.00 and $17.08 coexist, no compounding) | WORDING+VIU 2026-07-13: Netting carried; build labels. Display half (only first shows + 'Show N more') is the FD-INLINE-003 deviation (no Show-N-more in this build)."
