Title,Section,Type,Priority,Preconditions,Steps,Expected Result,References,,
The scope tab strip lists All plus the six entity tabs in the exact order,Scope Tabs,Functional,High,1. The palette is open with a query typed in that returns results.,"1. Read the horizontal tab strip directly under the search input, left to right.","1. The tabs read, in this exact left-to-right order: All, Work Orders, Customers, Contacts, Assets, Parts, Vendors, Part Sales, Purchase Orders, Vendor Invoices (v2 nine entities, D16).
2. The 'All' tab is selected by default.
3. A tab is shown only for an entity type the user has permission to see (permission-scoped).

---
This is the expected behaviour as per the Global Search PRD (Confluence page 576978945), section 5.2 State 3 (tab strip); design-notes cross-reference, read on 16 July 2026, and epic SV-9160, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",requirements.md 5.2 State 3 (tab strip); design-notes cross-reference,,
The 'All' tab shows results from every entity group together,Scope Tabs,Functional,High,"1. The palette is open.
2. Test data exists so a single query (for example 'Fib') matches Work Orders, Customers, Assets, Parts and Vendors.","1. Make sure the 'All' tab is selected.
2. Type the query (for example 'Fib').
3. Read the grouped results.","1. Results from every matching entity type appear, each under its own group heading with a true count (for example 'Work Orders (12)', 'Customers (2)').
2. Groups appear in the v2 nine-entity order: Work Orders, Customers, Contacts, Assets, Parts, Vendors, Part Sales, Purchase Orders, Vendor Invoices (D16).

---
This is the expected behaviour as per the Global Search PRD (Confluence page 576978945), section 5.2 State 3; 6.2 group order, read on 16 July 2026, and epic SV-9160, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",requirements.md 5.2 State 3; 6.2 group order,,
The 'Work Orders' tab shows only Work Order results,Scope Tabs,Functional,High,1. The palette is open with a query typed in that matches more than one entity type.,"1. Click the 'Work Orders' tab.
2. Read the results.","1. Only Work Order results are shown; other entity groups (Customers, Assets, Parts, Vendors, Part Sales) are hidden.
2. The 'Work Orders' tab appears selected/active.

---
This is the expected behaviour as per the Global Search PRD (Confluence page 576978945), section 5.2 State 3 (selecting a tab scopes the query to that entity type), read on 16 July 2026, and epic SV-9160, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",requirements.md 5.2 State 3 (selecting a tab scopes the query to that entity type),,
The 'Customers' tab shows only Customer results,Scope Tabs,Functional,High,1. The palette is open with a query typed in that matches more than one entity type.,"1. Click the 'Customers' tab.
2. Read the results.","1. Only Customer results are shown; other entity groups are hidden.
2. The 'Customers' tab appears selected/active.

---
This is the expected behaviour as per the Global Search PRD (Confluence page 576978945), section 5.2 State 3, read on 16 July 2026, and epic SV-9160, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",requirements.md 5.2 State 3,,
The 'Assets' tab shows only Asset (vehicle) results,Scope Tabs,Functional,High,1. The palette is open with a query typed in that matches more than one entity type.,"1. Click the 'Assets' tab.
2. Read the results.","1. Only Asset results are shown; other entity groups are hidden.
2. The 'Assets' tab appears selected/active.

---
This is the expected behaviour as per the Global Search PRD (Confluence page 576978945), section 5.2 State 3, read on 16 July 2026, and epic SV-9160, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",requirements.md 5.2 State 3,,
The 'Parts' tab shows only Part (inventory) results,Scope Tabs,Functional,High,1. The palette is open with a query typed in that matches more than one entity type.,"1. Click the 'Parts' tab.
2. Read the results.","1. Only Part results are shown; other entity groups are hidden.
2. The 'Parts' tab appears selected/active.

---
This is the expected behaviour as per the Global Search PRD (Confluence page 576978945), section 5.2 State 3, read on 16 July 2026, and epic SV-9160, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",requirements.md 5.2 State 3,,
The 'Vendors' tab shows only Vendor results,Scope Tabs,Functional,High,1. The palette is open with a query typed in that matches more than one entity type.,"1. Click the 'Vendors' tab.
2. Read the results.","1. Only Vendor results are shown; other entity groups are hidden.
2. The 'Vendors' tab appears selected/active.

---
This is the expected behaviour as per the Global Search PRD (Confluence page 576978945), section 5.2 State 3, read on 16 July 2026, and epic SV-9160, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",requirements.md 5.2 State 3,,
The 'Part Sales' tab shows only Part Sales results,Scope Tabs,Functional,High,"1. The palette is open with a query typed in that matches Part Sales records.
2. At least one Part Sale exists (for example 'P2-58').","1. Click the 'Part Sales' tab.
2. Read the results.","1. Only Part Sales results are shown; other entity groups are hidden.
2. The 'Part Sales' tab appears selected/active.

---
This is the expected behaviour as per the Global Search PRD (Confluence page 576978945), section 4 (Part Sales is a NEW searchable entity); 5.2 State 3, read on 16 July 2026, and epic SV-9160, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",requirements.md 4 (Part Sales is a NEW searchable entity); 5.2 State 3,,
Scoped tab shows the full result list with load-more; no Show-all link (v2),Scope Tabs,Functional,High,"1. You are signed in.
2. A query returns more than 5 results in at least one entity group.","1. Search a term with many matches.
2. Note the group cap and that there is no 'Show all N' link.
3. Click the entity's scope tab.
4. Scroll the scoped list.","1. In the All view each group shows up to 5 rows with a true total in its heading (for example ""Work Orders (12)"").
2. There is NO ""Show all N"" link (dropped in v2, D15/FR-013).
3. Clicking an entity's scope tab shows that entity's full result list (default 25) with cursor-based load-more inside the modal.
4. No list-page banner is shown; the modal does not navigate to a filtered list page.

---
This is the expected behaviour as per epic SV-9160 and story SV-9169 (scope tab strip) (D15) and the Global Search PRD (Confluence page 576978945, version 1.1) and the Global Search v2 Technical Implementation Plan (FR-013), read on 21 August 2026. The tech plan is Product-backed (Branko's PRD v1.1 + new 9-entity design, 2026-08-17/19) and, where it departs from stale PRD body text, wins by latest-authoritative-source (Rules 32/57).

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",requirements.md (Global Search PRD 576978945 v1.1 / tech plan v2),,
Each result group shows a heading with the total match count,Grouped Results and Counts,Functional,High,"1. The palette is open.
2. Test data exists so a query (for example 'Fib') returns several Work Orders and a couple of Customers.","1. Type the query (for example 'Fib').
2. Read each group heading.","1. Each group heading shows the entity name and the total count in parentheses, for example 'Work orders (12)' and 'Customers (2)'.
2. The count reflects the total number of matches for that entity type, even when only the first few rows are shown.

---
This is the expected behaviour as per the Global Search PRD (Confluence page 576978945), section 5.2 State 3 (results grouped by entity type with a count), read on 16 July 2026, and epic SV-9160, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",requirements.md 5.2 State 3 (results grouped by entity type with a count),,
A group shows up to five results (raised from three),Grouped Results and Counts,Functional,High,"1. The palette is open.
2. Test data exists so at least one entity group has more than five matches (for example twelve Work Orders match 'Fib').","1. Type the query so a group has many matches.
2. Count the rows shown under that group heading in the 'All' view.","1. The group shows at most five result rows.
2. It does not show six or more rows inline (the old behavior was three - it is now five).

---
This is the expected behaviour as per the Global Search PRD (Confluence page 576978945), section 1 (old = 3 per category); 5.2 State 3 (up to 5 results), read on 16 July 2026, and epic SV-9160, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",requirements.md 1 (old = 3 per category); 5.2 State 3 (up to 5 results),,
A 'Show all N' link appears when a group has more matches than are shown,Grouped Results and Counts,Functional,High,"1. The palette is open.
2. A query returns more than five Work Order matches (for example twelve).","1. Type the query.
2. Look at the bottom of the Work Orders group.","1. There is NO 'Show all N' link in v2 (dropped by D15/FR-013).
2. In the All view a group shows up to 5 rows with its true total in the heading (for example 'Work Orders (12)').
3. To see more than 5, the user opens that entity's scope tab (see the Scope Tabs cases).

---
This is the expected behaviour as per the Global Search PRD (Confluence page 576978945), section 5.2 State 3 ('Show all N work orders' link), read on 16 July 2026, and epic SV-9160, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",requirements.md 5.2 State 3 ('Show all N work orders' link),,
Clicking 'Show all N' switches the palette into that entity's scope tab,Grouped Results and Counts,Functional,High,1. The palette is open with a query showing a Work Orders group that has a 'Show all' link.,"1. Click the 'Show all work orders' link.
2. Watch the palette.","1. Opening an entity's scope tab (not a 'Show all' link, which no longer exists) shows that entity's full result list within the modal.
2. The scoped list loads a default page (25) with cursor-based load-more inside the modal.
3. The modal does not navigate away to a separate full page.

---
This is the expected behaviour as per the Global Search PRD (Confluence page 576978945), section 5.2 (Show all switches to the scope tab - recommended); Open Question OQ-SPEC-1, read on 16 July 2026, and epic SV-9160, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",requirements.md 5.2 (Show all switches to the scope tab - recommended); Open Question OQ-SPEC-1,,
"Groups appear in the fixed order Work Orders, Customers, Assets, Parts, Vendors, Part Sales",Grouped Results and Counts,Functional,Medium,"1. The palette is open.
2. A query matches all six entity types at once.","1. Type the query on the 'All' tab.
2. Read the group headings top to bottom.","1. The groups appear top to bottom in this v2 nine-entity order: Work Orders, Customers, Contacts, Assets, Parts, Vendors, Part Sales, Purchase Orders, Vendor Invoices (D16).
2. The order does not change based on how many matches each group has.

---
This is the expected behaviour as per the Global Search PRD (Confluence page 576978945), section 6.2 (group display order in 'All'), read on 16 July 2026, and epic SV-9160, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",requirements.md 6.2 (group display order in 'All'),,
The typed text is highlighted inside each matching result,Grouped Results and Counts,Functional,Medium,"1. The palette is open.
2. Test data exists such that 'Fib' matches records like 'S1-644 Fibridge Commercial'.","1. Type 'Fib'.
2. Look at the matched part of the text in each result row.","1. The matched substring 'Fib' is visually highlighted (in the captures it is highlighted in yellow) inside the result's primary text.
2. Only the matched portion is highlighted, not the whole row.

---
This is the expected behaviour as per the Global Search PRD (Confluence page 576978945), section 5.3 (matched substring highlighted), read on 16 July 2026, and epic SV-9160, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",requirements.md 5.3 (matched substring highlighted),,
A screen reader announces the results count when it changes,Grouped Results and Counts,Accessibility,Medium,"1. A screen reader is turned on.
2. The palette is open.","1. Type a query that returns results across several groups.
2. Listen to the screen reader.","1. The screen reader announces the total results count when it changes, for example 'X results found across N categories'.
2. Every interactive element (input, tabs, rows, links) has a visible focus ring when reached by keyboard.

---
This is the expected behaviour as per the Global Search PRD (Confluence page 576978945), section 9 Non-Functional (screen-reader announcements when results count changes; focus rings), read on 16 July 2026, and epic SV-9160, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",requirements.md 9 Non-Functional (screen-reader announcements when results count changes; focus rings),,
Group order follows the v2 nine-entity sequence; pinned top hit above groups,Grouped Results and Counts,Functional,Medium,"1. You are signed in.
2. A query matches across several of the nine entity types, and a query exists that is an exact ID match.","1. Search a broad term and read the group order in the All view.
2. Search an exact identifier (score > 0.95) and look above the groups.","1. Group display order in All is: Work Orders, Customers, Contacts, Assets, Parts, Vendors, Part Sales, Purchase Orders, Vendor Invoices (D16).
2. Within each group rows are sorted by score descending; ties break by recency.
3. When the top result across all groups scores > 0.95 (an ID match) it is pinned as a single row above the groups, carrying its entity icon.

---
This is the expected behaviour as per epic SV-9160 and story SV-9165 (ranking engine) (D16) and the Global Search PRD (Confluence page 576978945, version 1.1) and the Global Search v2 Technical Implementation Plan (FR-007), read on 21 August 2026. The tech plan is Product-backed (Branko's PRD v1.1 + new 9-entity design, 2026-08-17/19) and, where it departs from stale PRD body text, wins by latest-authoritative-source (Rules 32/57).

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",requirements.md (Global Search PRD 576978945 v1.1 / tech plan v2),,
"A Work Order result shows number, customer, status badge, assignee and date",Per-Entity Result Shape,Functional,Critical,"1. The palette is open.
2. A Work Order exists that matches the query (for example 'S1-644 Fibridge Commercial').","1. Type a query that matches a Work Order.
2. Read the Work Order result row.","1. The row shows the Work Order number and customer name as the main line (for example 'S1-644 Fibridge Commercial').
2. A colored status badge is shown (for example Approved, Estimate).
3. The lead technician / assignee name is shown (for example 'James Smith').
4. A date is shown (for example 'Apr 27, 2026').
5. A briefcase / work-order icon is shown on the left of the row.

---
This is the expected behaviour as per the Global Search PRD (Confluence page 576978945), section 4 Work Orders (Displayed: WO number + customer, status badge, lead technician, asset/unit, date), read on 16 July 2026, and epic SV-9160, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
","requirements.md 4 Work Orders (Displayed: WO number + customer, status badge, lead technician, asset/unit, date)",,
"A Customer result shows name, address and an open work-order count chip",Per-Entity Result Shape,Functional,Critical,"1. The palette is open.
2. A Customer exists that matches the query (for example 'Fibridge Commercial').","1. Type a query that matches a Customer.
2. Read the Customer result row.","1. The row shows the customer name as the main line (for example 'Fibridge Commercial').
2. An address line is shown as the secondary line (for example '923 Ross Islands, X1T 2B1').
3. A count chip is shown (the open work-order / document count, for example '12').
4. A person icon is shown on the left of the row.

---
This is the expected behaviour as per the Global Search PRD (Confluence page 576978945), section 4 Customers (Displayed: name, address line, open WO count badge, telephone on hover), read on 16 July 2026, and epic SV-9160, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
","requirements.md 4 Customers (Displayed: name, address line, open WO count badge, telephone on hover)",,
An Asset result shows year/make/model and the owning customer,Per-Entity Result Shape,Functional,High,"1. The palette is open.
2. An Asset exists that matches the query (for example '2025 Freightliner M2' owned by 'Bryan Smith').","1. Type a query that matches an Asset.
2. Read the Asset result row.","1. The row shows year, make and model as the main line (for example '2025 Freightliner M2').
2. The owning customer name is shown as smaller secondary text (for example 'Bryan Smith').
3. A vehicle icon is shown on the left of the row.

---
This is the expected behaviour as per the Global Search PRD (Confluence page 576978945), section 4 Assets (Displayed: year + make + model primary, customer name secondary), read on 16 July 2026, and epic SV-9160, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
","requirements.md 4 Assets (Displayed: year + make + model primary, customer name secondary)",,
"A Part result shows description, part number and a quantity chip colored by stock level",Per-Entity Result Shape,Functional,High,"1. The palette is open.
2. Parts exist matching the query, including at least one in stock (green) and, if possible, one low (orange) and one out (red).","1. Type a query that matches parts (for example 'Microfiber' or a part number '65547').
2. Read the Part result rows and the quantity chip color.","1. The row shows the part description as the main line (for example 'Microfiber' or 'Rear Shock').
2. The part number is shown as the secondary line (for example '65547').
3. A total quantity chip is shown (for example '72').
4. The quantity chip is colored by stock status: green when in stock, orange when low, red when out of stock.
5. A tag / part icon is shown on the left of the row.

---
This is the expected behaviour as per the Global Search PRD (Confluence page 576978945), section 4 Parts (Displayed: description, part number, total quantity with stock-status color), read on 16 July 2026, and epic SV-9160, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
","requirements.md 4 Parts (Displayed: description, part number, total quantity with stock-status color)",,
A Vendor result shows the vendor name and address,Per-Entity Result Shape,Functional,High,"1. The palette is open.
2. A Vendor exists matching the query (for example 'Fibridge Mining').","1. Type a query that matches a Vendor.
2. Read the Vendor result row.","1. The row shows the vendor name as the main line (for example 'Fibridge Mining').
2. An address line is shown as the secondary line.
3. A building icon is shown on the left of the row.

---
This is the expected behaviour as per the Global Search PRD (Confluence page 576978945), section 4 Vendors (Displayed: vendor name primary, address line secondary), read on 16 July 2026, and epic SV-9160, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
","requirements.md 4 Vendors (Displayed: vendor name primary, address line secondary)",,
"A Part Sale result shows the P-number, customer, status badge, total price and date",Per-Entity Result Shape,Functional,High,"1. The palette is open.
2. A Part Sale exists matching the query (for example 'P2-58' for 'Toboro Industries').","1. Type a query that matches a Part Sale (for example 'P2-58').
2. Read the Part Sale result row.","1. The row shows the P-number and customer name as the main line (for example 'P2-58 Toboro Industries').
2. A status badge is shown.
3. A total price and a created date are shown.
4. A label icon is shown on the left of the row.

---
This is the expected behaviour as per the Global Search PRD (Confluence page 576978945), section 4 Part Sales (Displayed: P-number + customer primary, status badge, total price + created date), read on 16 July 2026, and epic SV-9160, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
","requirements.md 4 Part Sales (Displayed: P-number + customer primary, status badge, total price + created date)",,
A customer or vendor matched on a phone or email shows 'Contact/info match',Per-Entity Result Shape,Functional,Medium,"1. The palette is open.
2. A customer exists whose telephone or email contains the query but whose name does not.","1. Type the customer's phone digits or email (a value that matches a contact field, not the name).
2. Read the matched customer/vendor row's secondary line.","1. The customer/vendor still appears in the results.
2. The secondary line shows 'Contact/info match' to indicate the match was on a contact field (phone/email) rather than the name.

---
This is the expected behaviour as per the Global Search PRD (Confluence page 576978945), section 4 (secondary line shows 'Contact/info match'), read on 16 July 2026, and epic SV-9160, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",requirements.md 4 (secondary line shows 'Contact/info match'),,
Work Order status badges use the correct colors,Per-Entity Result Shape,Functional,Medium,"1. The palette is open.
2. Work Orders exist in several statuses (Approved, Estimate, In Progress, Review, Completed, Declined, Invoiced).","1. Search so Work Orders in different statuses appear.
2. Read the status badge colors.","1. Status badge colors match the Work Order list tokens: Approved green, Estimate blue, Review yellow, In Progress blue, Completed gray, Declined red, Invoiced purple.
2. Part stock badges use green (available), orange (low), red (out).

---
This is the expected behaviour as per the Global Search PRD (Confluence page 576978945), section 5.3 (status badge colors, same tokens as the WO list), read on 16 July 2026, and epic SV-9160, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
","requirements.md 5.3 (status badge colors, same tokens as the WO list)",,
A misspelled name still finds the record - 'Petersn' finds 'Peterson',Fuzzy Matching,Functional,Critical,"1. The palette is open.
2. A record whose name contains 'Peterson' exists (for example a customer or vendor).","1. Type the misspelled query 'Petersn' (missing the 'o').
2. Read the results.","1. The 'Peterson' record is found and shown, despite the typo.
2. The matched part of the text is highlighted.

---
This is the expected behaviour as per the Global Search PRD (Confluence page 576978945), section 7 (token n-gram / trigram matching catches Petersn -> Peterson), read on 16 July 2026, and epic SV-9160, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",requirements.md 7 (token n-gram / trigram matching catches Petersn -> Peterson),,
A misspelled name still finds the record - 'Abrige' finds 'Aabridge',Fuzzy Matching,Functional,High,"1. The palette is open.
2. A record whose name contains 'Aabridge' exists.","1. Type the misspelled query 'Abrige'.
2. Read the results.","1. The 'Aabridge' record is found and shown, despite the typo.

---
This is the expected behaviour as per the Global Search PRD (Confluence page 576978945), section 1 + 10 Phase 5 (fuzzy query 'Abrige'), read on 16 July 2026, and epic SV-9160, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",requirements.md 1 + 10 Phase 5 (fuzzy query 'Abrige'),,
A transposed-letters query still finds the record - 'frieghtliner' finds 'Freightliner',Fuzzy Matching,Functional,High,"1. The palette is open.
2. An asset or part whose text contains 'Freightliner' exists (for example '2025 Freightliner M2').","1. Type the misspelled query 'frieghtliner' (letters transposed).
2. Read the results.","1. The 'Freightliner' record is found and shown, despite the transposed letters.

---
This is the expected behaviour as per the Global Search PRD (Confluence page 576978945), section 7 (Damerau-Levenshtein; freihgtliner -> freightliner), read on 16 July 2026, and epic SV-9160, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",requirements.md 7 (Damerau-Levenshtein; freihgtliner -> freightliner),,
A phonetically-similar name still finds the record - 'Filbridge' finds 'Fibridge',Fuzzy Matching,Functional,Medium,"1. The palette is open.
2. A customer/vendor/contact whose name contains 'Fibridge' exists.","1. Type the phonetically-similar query 'Filbridge'.
2. Read the results.","1. The 'Fibridge' record is found and shown (matched by sound, as a last-resort phonetic match), likely lower in the ranking than an exact/near-exact match.

---
This is the expected behaviour as per the Global Search PRD (Confluence page 576978945), section 7 (phonetic fallback catches Filbridge -> Fibridge), read on 16 July 2026, and epic SV-9160, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",requirements.md 7 (phonetic fallback catches Filbridge -> Fibridge),,
