Title,Section,Type,Priority,Preconditions,Steps,Expected Result,References,,
"Toolbar search matches part number or description, case-insensitively",PV — Filters,Functional,High,"1. You are on the Parts Velocity report with data loaded.
2. A part exists whose part number you know, and another whose description contains a distinctive word.","1. Find the search input in the report's own toolbar (not the application's global search bar).
2. Type part of a known part number, in the wrong letter case (for example lower case for an upper-case part number).
3. Clear it and type a distinctive word from a part's description.
4. Clear it and type a category or vendor name that matches no part number or description.","1. The search input is part of the report's toolbar (page-specific), separate from the global search bar.
2. The part-number search matches despite the different letter case (case-insensitive 'contains' match).
3. The description search returns rows whose description contains the word.
4. Category and vendor names are NOT searched - use their dedicated filters instead (deliberate, to avoid false matches on common words).

---
This is the expected behaviour as per the build tested on 8/4/2026 (build v3.4.1-3d03023), and as per the Parts Velocity report specification version 5 (S2-R6).

AUTOMATION: READY
",SV-8642 (PV spec v4 2026-07-29 S2-R6; §3 Key Decisions),,
All active filters combine with AND logic,PV — Filters,Functional,Medium,"1. You are on the Parts Velocity report with data loaded.
2. You know one part's type, category, and vendor.","1. Set the Type filter to that part's type.
2. Add the part's category in the Category filter.
3. Add a vendor that is NOT the part's vendor in the Vendor filter.
4. Change the Vendor filter to the part's actual vendor.","1. After steps 1-2 the part is still listed (it satisfies both filters).
2. After step 3 the part disappears - a part must satisfy EVERY active filter to appear (AND logic, not OR).
3. After step 4 the part is listed again.

---
This is the expected behaviour as per the build tested on 8/4/2026 (build v3.4.1-3d03023), and as per the Parts Velocity report specification version 5 (S2-R7).

AUTOMATION: READY
",SV-8642 (PV spec v4 2026-07-29 S2-R7),,
The Bin multi-select limits the table to parts stocked in those bins,PV — Filters,Functional,Medium,"1. You are on the Parts Velocity report with data loaded.
2. Inventory parts are stocked in at least two different bin locations.","1. Open the Bin filter and select one bin location.
2. Add a second bin location.","1. Each selection reloads the data from the server.
2. Only inventory parts stocked in ANY of the selected bins are shown.
3. The filter allows more than one bin (multi-select).

---
This is the expected behaviour as per the build tested on 8/4/2026 (build v3.4.1-3d03023), and as per the Parts Velocity report specification version 5 (S2-R8).

AUTOMATION: READY
",SV-8642 (PV spec v4 2026-07-29 S2-R8),,
Bin filter excludes special-order rows; Bin plus that Type is empty by design,PV — Filters,Negative,Medium,"1. You are on the Parts Velocity report with data loaded.
2. Special Order rows are present under Type = Both (a Special Order part has in-window activity).","1. With Type = Both, select any bin in the Bin filter.
2. Look for Special Order rows in the result.
3. Set the Type filter to Special Order while the Bin filter is still active.","1. With any Bin filter active, ALL Special Order rows are excluded (they have no bin location).
2. Special Order combined with any Bin filter yields an empty result showing the empty state - this is by design, not a defect.

---
This is the expected behaviour as per the build tested on 8/4/2026 (build v3.4.1-3d03023), and as per the Parts Velocity report specification version 5 (S2-R8); where the wording of that specification differs, the behaviour above follows a later product decision, which is the authority.

AUTOMATION: READY
",SV-8642 (PV spec S2-R8 - 'Catalogue' RENAMED to the exact label 'Special Order' per Chris Ward msg 2026-07-29 [newest-wins] [cf video P31]),,
"Location filter is rightmost, defaults to the active location, accessible-only",PV — Filters,Functional,High,"1. You are signed in as a user with access to at least two locations.
2. You are on the Parts Velocity report on a first visit (no saved view).","1. Look at the rightmost control in the filter row.
2. Note which location is selected by default and compare it to the location selected in the application's global location switcher.
3. Open the filter and read the list of locations.
4. Select a second location, then select the 'All Locations' option.
5. With 'All Locations' active, look at how the rows tell you which location they belong to.","1. The Location filter is the rightmost control in the filter row and is multi-select.
2. On a first visit it defaults to the user's currently active location (the one in the global location switcher).
3. The list holds the locations the signed-in user has access to, plus an 'All Locations' option.
4. Each selection reloads the data scoped to the chosen set; 'All Locations' means all locations the user can ACCESS, never beyond - a location the user cannot access is never included.
5. The location scope cascades through every metric like the other filters.
6. With 'All Locations' active you can tell which location each row's data belongs to — a location label or marking is shown.

---
This is the expected behaviour as per the build tested on 8/4/2026 (build v3.4.1-3d03023), and as per the Parts Velocity report specification version 5 (S2-R9); where the wording of that specification differs, the behaviour above follows a later product decision, which is the authority.

AUTOMATION: READY
",SV-8642 (PV spec S2-R9 — per-row location identifier in All-Locations view ADDED per kickoff video P10; [ruling 2026-07-28 video-overrides-spec]) + on-screen location-scope indicator per Chris Ward msg 2026-07-29 [newest-wins],,
Empty state shows the standard no-data message when no parts match the filters,PV — Filters,Negative,Medium,1. You are on the Parts Velocity report with data loaded.,"1. Type a nonsense string (for example 'zzqx-no-such-part') into the toolbar search so no part matches.
2. Read the message shown in the data area.","1. The server returns zero rows and the table shows the empty state.
2. The empty-state label reads exactly: ""Empty bays, endless possibilities. Get Going!"" (the application's standard reports no-data label).

---
This is the expected behaviour as per the build tested on 8/4/2026 (build v3.4.1-3d03023), and as per the Parts Velocity report specification version 5 (S2-R11, S2-N1).

AUTOMATION: READY
","SV-8642 (PV spec v4 2026-07-29 S2-R11; S2-N1; §7 — §7 CLOSES the empty-state string verbatim (""Empty bays"" ... ""Get Going!"") as the standard reports no-data label; so the exact string IS the requirement)",,
Parts with no category; vendor or bin are excluded when that filter is on,PV — Filters,Negative,Medium,"1. You are on the Parts Velocity report with data loaded.
2. A part with in-window activity exists that has NO category assigned; another with NO vendor; an inventory part with NO bin location.","1. Confirm the three parts appear with no filters active.
2. Activate any Category filter and look for the category-less part.
3. Clear it, activate any Vendor filter, and look for the vendor-less part.
4. Clear it, activate any Bin filter, and look for the bin-less inventory part.","1. The part with no category does not appear when any Category filter is active.
2. The part with no vendor does not appear when any Vendor filter is active.
3. The inventory part with no bin location does not appear when any Bin filter is active.

---
This is the expected behaviour as per the build tested on 8/4/2026 (build v3.4.1-3d03023), and as per the Parts Velocity report specification version 5 (S2-E1, S2-E2, S2-E3).

AUTOMATION: READY
",SV-8642 (PV spec v4 2026-07-29 S2-E1; S2-E2; S2-E3),,
Parts Velocity: the Location filter is hidden for a one-location user,PV — Filters,Functional,Low,"1. You are signed in as a user with access to exactly one location.
2. You are on the Parts Velocity report with data loaded.","1. Look for the Location filter in the toolbar.
2. Then sign in as a user with access to two or more locations and look again.","1. For the single-location user the Location filter is NOT shown at all — the report simply shows that one location's data.
2. For the user with access to two or more locations the Location filter IS shown.

---
This is the expected behaviour as per the build tested on 8/4/2026 (build v3.4.1-3d03023), and as per the Parts Velocity report specification version 5 (S2-E4). Chris Ward confirmed this on 8/5/2026 in his answers in this file: https://docs.google.com/spreadsheets/d/1x8cuYJlFsDHalVZZTh156_ZCq2gcOaGY/edit?usp=sharing&ouid=106388879401921597782&rtpof=true&sd=true

AUTOMATION: READY
","SV-8642 (PV spec S2-E4 — RULED HIDDEN by Chris Ward answer 2026-07-31 Q1=A ""classic spec drift""; the S2-E4 ""still sees the filter"" note is stale; spec edit pending)",,
"The Location column shows only with more than one location, leftmost before Type",PV — Filters,Functional,High,"1. You are on the Parts Velocity report as a user with access to two or more locations, with data loaded.
2. The same inventory part is stocked at two of those locations, and at least one Special Order part has vendor requests at two of them.","1. Select two or more locations and read the column headers from the left.
2. Read the Location cell on each of the two inventory rows for the part stocked at both locations.
3. Read the Location cell on the merged Special Order row.
4. Open the column picker and look for Location in the list.
5. Narrow to a single location and read the headers again.
6. With more than one location still selected, download the CSV and the PDF and read their columns from the left.","1. With more than one location in scope a Location column is shown as the LEFTMOST column, before Type.
2. Each inventory row shows its own location's name (an inventory row is one part at one location).
3. The merged Special Order row shows ""Multiple"", because it is summed across the selected locations.
4. With a single location in scope the Location column is hidden.
5. Both downloads include the Location column in the same position it holds on screen (leftmost, before Type), with the same values — each inventory row's own location, and ""Multiple"" on the merged Special Order row.
---
Note for the tester: on this build the column does not yet behave this way - record what you see and carry on. The change is with the developers.
The Location column is not one of the columns in the column-selection control and you cannot switch it on or off: it appears by itself whenever more than one location is in scope, and is hidden whenever a single location is in scope.
Note for the tester: the product owner has been asked to confirm this one point and has not answered yet, so do not raise a bug either way — record what you see. The question is in Follow-up-Question-for-Chris-Ward_2026-08-05.xlsx: https://raw.githubusercontent.com/bilalmuzamil-sketch/Manual-test-Cases/claude/slack-session-0sxnd9/build/report-suite/rulings-2026-08-05/Follow-up-Question-for-Chris-Ward_2026-08-05.xlsx

---

---
This is the expected behaviour as per the Parts Velocity report specification version 5 (S2-R12, S3-R10, S7-R8, S6-R11), and as per the build tested on 8/4/2026 (build v3.4.1-3d03023). The product owner's answer of 8/5/2026 in this file reads both ways on the one point about the Location column, so it has NOT been treated as overriding the specification and he has been asked again: https://docs.google.com/spreadsheets/d/1x8cuYJlFsDHalVZZTh156_ZCq2gcOaGY/edit?usp=sharing&ouid=106388879401921597782&rtpof=true&sd=true

AUTOMATION: HOLD - waiting on one answer from the product owner about the Location column
","SV-8642; SV-8646 (PV spec v4 2026-07-29 S2-R12; S3-R10; S7-R8; S6-R11 — per-row Location column; leftmost before Type; ""Multiple"" on the merged special-order row; not in the picker; S6-R11 = the same column in both exports)",,
A part stocked at two selected locations shows as two per-location rows,PV — Row Model,Functional,Critical,"1. The same part number is stocked as an inventory part at two locations the user can access, with different On Hand / Min / Max values at each.
2. You are on the Parts Velocity report with both locations selected in the Location filter.","1. Search for the part number in the toolbar search.
2. Count the rows returned for it and read each row's On Hand, Min, and Max.","1. The part appears as TWO inventory rows - one per selected location (an inventory part is a per-location stock record).
2. Each row carries only that one location's On Hand, Min, and Max.
3. On Hand / Min / Max are NEVER summed across locations.

---
This is the expected behaviour as per the build tested on 8/4/2026 (build v3.4.1-3d03023), and as per the Parts Velocity report specification version 5 (S3-R1a).

AUTOMATION: READY
",SV-8643 (PV spec v4 2026-07-29 S3-R1a; §3 Key Decisions),,
A Special Order part is one merged row summed across selected locations,PV — Row Model,Functional,High,"1. The same special-order (vendor-sourced) part was requested on invoiced/paid work orders at two locations the user can access, inside the window.
2. You are on the Parts Velocity report with both locations selected.","1. Search for the special-order part.
2. Count its rows and read its movement and money values.
3. Compare against the per-location values with only one location selected at a time.","1. The special-order part appears as a SINGLE row (one row per special-order part, merged across the selected locations).
2. Its movement and profitability values are the SUM of the per-location values.
3. Its inventory-only columns (On Hand, Turns / Yr, Min, Max) show — (em-dash), because special-order parts are not stocked.

---
This is the expected behaviour as per the build tested on 8/4/2026 (build v3.4.1-3d03023), and as per the Parts Velocity report specification version 5 (S3-R1a).

AUTOMATION: READY
",SV-8643 (PV spec v4 2026-07-29 S3-R1a; §3 Key Decisions),,
"Rows load ranked by Demand descending, indicator on the Demand header",PV — Row Model,Functional,High,"1. You are on the Parts Velocity report on a first visit (no saved sort).
2. Several parts have different Demand counts in the window; at least one inventory and one special-order part share the same Demand count.","1. Let the report load without clicking any header.
2. Read the Demand column top to bottom.
3. Find the inventory and special-order rows with equal Demand and note their relative order.
4. Look at the Demand column header.","1. Rows are ranked by Demand, descending - the most-active parts first.
2. Inventory and special-order rows are ranked together in one list.
3. Rows with equal Demand keep inventory-before-special-order order.
4. The Demand header shows the descending sort indicator - this initial order IS the active sort (it is what the remembered view saves until you click another header).

---
This is the expected behaviour as per the build tested on 8/4/2026 (build v3.4.1-3d03023), and as per the Parts Velocity report specification version 5 (S3-R2).

AUTOMATION: READY
",SV-8643 (PV spec v4 2026-07-29 S3-R2),,
"A header click sorts ascending first, toggles, and places nulls by direction",PV — Row Model,Functional,High,"1. You are on the Parts Velocity report with data loaded.
2. Both inventory and special-order rows are present (so a nullable column such as On Hand has both values and — cells).","1. Click the header of a column that is not currently sorted (for example On Hand).
2. Click the same header again.
3. Watch where the — (null) rows land in each direction.
4. Try clicking the headers of several other columns.","1. The first click sorts that column ASCENDING; the header shows a direction indicator (an arrow).
2. Clicking the active sort column again reverses the direction; the arrow flips.
3. Null / — values are placed FIRST on ascending and LAST on descending.
4. Every column is sortable; each header click re-fetches the data (server-resolved) and shows the first page of the re-sorted result; ties keep a stable order.

---
This is the expected behaviour as per the build tested on 8/4/2026 (build v3.4.1-3d03023), and as per the Parts Velocity report specification version 5 (S3-R3).

AUTOMATION: READY
",SV-8643 (PV spec v4 2026-07-29 S3-R3),,
"Sticky header, all-left alignment on screen, and plain-text Type values",PV — Row Model,Functional,Medium,1. You are on the Parts Velocity report with enough rows to scroll the table body vertically.,"1. Scroll the table body down and watch the header row.
2. Read the Type column values.
3. Look at the alignment of every header label and cell, including numeric and money columns.","1. The header row is sticky - it stays visible while the body scrolls.
2. The Type column shows each row's kind as plain text (no badge or chip styling): ""Inventory"" or ""Special Order"".
3. ALL columns - header and cell data, including numbers and money - are left-aligned on screen. (The exports right-align numerics instead: a deliberate export-only difference.)

---
This is the expected behaviour as per the build tested on 8/4/2026 (build v3.4.1-3d03023), and as per the Parts Velocity report specification version 5 (S3-R4, S3-R5, S3-R8); where the wording of that specification differs, the behaviour above follows a later product decision, which is the authority.

AUTOMATION: READY
",SV-8643 (PV spec S3-R4; S3-R5; S3-R8 - Type value 'Catalogue' RENAMED to the exact label 'Special Order' per Chris Ward msg 2026-07-29 [newest-wins] [cf video P31]),,
"Info icons sit on Units Sold, Demand and Turns/Yr with descriptions",PV — Row Model,Functional,Medium,"1. You are on the Parts Velocity report with data loaded.
2. The Turns/Yr column has been enabled via the column picker (it is hidden by default).","1. Look immediately to the right of the Units Sold, Demand, and Turns/Yr header labels.
2. Hover each grey info icon and read the description.
3. Move focus to an icon with the keyboard (Tab) and check the same text is exposed.
4. Click/activate an icon and watch whether the column sort changes.","1. Each of the three headers carries a grey info icon, shown always (not hover-to-reveal) whenever its column is visible; the Turns/Yr icon appears only once that column is enabled.
2. Units Sold shows exactly: ""Units taken out of inventory stock on invoiced work orders in this date range. This is stock movement, so it can differ from the units billed behind Revenue and Sell Price.""
3. Demand shows exactly: ""Number of separate transactions (work orders or parts sales) this part appeared on in the selected date range. Each transaction counts once, no matter how many units were sold on it.""
4. Turns/Yr shows exactly: ""How many times you sell through this part in a year. Higher is better.""
5. The icon is focusable and exposes the same text to assistive technology; activating it does NOT trigger a column sort.
6. No other column header carries an info icon.

---
This is the expected behaviour as per the build tested on 8/4/2026 (build v3.4.1-3d03023), and as per the Parts Velocity report specification version 5 (S3-R6).

AUTOMATION: READY
",SV-8643 (PV spec v4 2026-07-29 S3-R6 — S3-R6 CLOSES the set (exactly three columns: Units Sold; Demand; Turns / Yr) and quotes each description verbatim; so the closed set and the exact strings ARE the requirement),,
Description; Category and Vendor truncate on hover; Part # never does,PV — Row Model,Functional,Medium,"1. A part with a very long description (and a long category and vendor name) has in-window activity.
2. A part with a long part number exists.
3. You are on the Parts Velocity report with those parts visible.","1. Look at the long Description, Category, and Vendor cells.
2. Hover each truncated cell.
3. Look at the long Part # cell.","1. Long Description, Category, and Vendor text is truncated with an ellipsis on screen.
2. The full value shows on native hover (browser tooltip).
3. Part # is NEVER truncated - on screen (and in the exports).

---
This is the expected behaviour as per the build tested on 8/4/2026 (build v3.4.1-3d03023), and as per the Parts Velocity report specification version 5 (S3-R7).

AUTOMATION: READY
",SV-8643 (PV spec v4 2026-07-29 S3-R7),,
Em-dash only in nullable fields; counts and Revenue/Margin are never null,PV — Row Model,Functional,High,"1. You are on the Parts Velocity report with all 20 columns enabled.
2. A special-order row is visible, plus an inventory row with no in-window activity that stays in the report via on-hand stock.","1. On the special-order row, read On Hand, Turns / Yr, Min, and Max.
2. On the no-activity inventory row, read Units Sold, Units Returned, Sold (WO), Sold (Parts Sale), Demand, Revenue, and Margin.","1. On Hand, Turns / Yr, Min, and Max show — (em-dash) on special-order rows - always.
2. The count metrics and money totals are NEVER null: Units Sold / Units Returned / Sold (WO) / Sold (Parts Sale) show 0.00, Demand shows 0, Revenue and Margin show $0.00.

---
This is the expected behaviour as per the build tested on 8/4/2026 (build v3.4.1-3d03023), and as per the Parts Velocity report specification version 5 (S3-R9, S5-R5).

AUTOMATION: READY
",SV-8643 (PV spec v4 2026-07-29 S3-R9; S5-R5),,
"An inventory part drops out only with no movement, no stock and no revenue",PV — Row Model,Negative,High,"1. Inventory part A: zero stock movement in the window, less than one unit on hand, zero billed revenue in the window.
2. Inventory part B: zero stock movement and zero on hand, but billed revenue in the window (e.g. a drop-ship sale billed without a stock decrement).","1. Search for part A in the report.
2. Search for part B in the report.","1. Part A does NOT appear - it fails all three keep-criteria (no movement, under one on hand, no revenue) so it carries nothing to act on.
2. Part B DOES appear - a part with billed Revenue > 0 is always kept even with no stock movement and no on-hand stock.
3. (Special Order parts have no such rule: a never-requested special-order part simply produces no row.)

---
This is the expected behaviour as per the build tested on 8/4/2026 (build v3.4.1-3d03023), and as per the Parts Velocity report specification version 5 (S3-N1).

AUTOMATION: READY
",SV-8643 (PV spec v4 2026-07-29 S3-N1),,
Column picker lists all 20 columns and never offers the internal cost,PV — Columns & Remembered View,Functional,High,1. You are on the Parts Velocity report with data loaded.,"1. Open the column picker from its toolbar button.
2. Count the columns listed and check each has a toggle.
3. Look for any on-hand cost / inventory-value entry.","1. The picker lists all 20 available columns, each with a toggle: Type, Part #, Description, Category, Vendor, Units Sold, Units Returned, Sold (WO), Sold (Parts Sale), Unit Cost, Sell Price, Revenue, Margin, Margin %, Demand, Last Sale, On Hand, Turns/Yr, Min, Max.
2. No on-hand cost column is offered - the report computes one internally but it is never selectable and never displayed.

---
This is the expected behaviour as per the build tested on 8/4/2026 (build v3.4.1-3d03023), and as per the Parts Velocity report specification version 5 (S4-R1, S4-R4, S5-R6).

AUTOMATION: READY
",SV-8644 (PV spec v4 2026-07-29 S4-R1; S4-R4; S5-R6),,
