group,foreign_case,author,section,case_verdict,unit_where,unit_verdict,strength,signature,missing_token,our_cases,why,assertion
37,C27262,Vladimir Tomovic,Test Cases > Reports,CANDIDATE GAP,step2.content,CANDIDATE GAP,STRONG,customer expand row,row,,"no case of ours contains 'row' together with ['customer', 'expand']",Expand the seeded customer row
37,C27263,Vladimir Tomovic,Test Cases > Reports,CANDIDATE GAP,custom_preconds,CANDIDATE GAP,STRONG,reporting logged,logged,,no case of ours contains 'logged' together with ['reporting'],Admin logged in (reporting project storage state);
37,C27263,Vladimir Tomovic,Test Cases > Reports,CANDIDATE GAP,custom_preconds,CANDIDATE GAP,PHRASING,accepted delivery invoice,accepted,,"no case of ours contains 'accepted' together with ['delivery', 'invoice']",One unpaid accepted PO delivery (vendor invoice) exists (seeded via API)
37,C27263,Vladimir Tomovic,Test Cases > Reports,CANDIDATE GAP,step2.content,CANDIDATE GAP,PHRASING,expand holding invoice,expand,,"no case of ours contains 'expand' together with ['holding', 'invoice']",Expand the vendor row holding the seeded invoice
37,C27264,Vladimir Tomovic,Test Cases > Reports,CANDIDATE GAP,custom_preconds,CANDIDATE GAP,STRONG,reporting logged,logged,,no case of ours contains 'logged' together with ['reporting'],Admin logged in (reporting project storage state);
37,C27264,Vladimir Tomovic,Test Cases > Reports,CANDIDATE GAP,custom_preconds,CANDIDATE GAP,PHRASING,accepted delivery invoice,accepted,,"no case of ours contains 'accepted' together with ['delivery', 'invoice']",One unpaid accepted PO delivery (vendor invoice) exists (seeded via API)
37,C27264,Vladimir Tomovic,Test Cases > Reports,CANDIDATE GAP,step2.content,CANDIDATE GAP,PHRASING,aging bucket expand,aging,,"no case of ours contains 'aging' together with ['bucket', 'expand']",Expand the aging bucket holding the seeded invoice
37,C27265,Vladimir Tomovic,Test Cases > Reports,CANDIDATE GAP,custom_preconds,COVERED-BY,STRONG,logged,,C19247 C19248 C19249 C19250 C19251 C19252,all of ['logged'] co-occur in a case of ours,Logged in as admin/owner (Reports access);
37,C27265,Vladimir Tomovic,Test Cases > Reports,CANDIDATE GAP,custom_preconds,CANDIDATE GAP,STRONG,inventory workplace part,part,,"no case of ours contains 'part' together with ['inventory', 'workplace']",at least one inventory part exists at the active workplace (seeded via API)
37,C27265,Vladimir Tomovic,Test Cases > Reports,CANDIDATE GAP,step2.content,CANDIDATE GAP,PHRASING,finish inventory table,finish,,"no case of ours contains 'finish' together with ['inventory', 'table']",Wait for the inventory table to finish loading
37,C27267,Vladimir Tomovic,Test Cases > Reports,CANDIDATE GAP,custom_preconds,COVERED-BY,STRONG,logged,,C19247 C19248 C19249 C19250 C19251 C19252,all of ['logged'] co-occur in a case of ours,Logged in as admin/owner (Reports access;
37,C27267,Vladimir Tomovic,Test Cases > Reports,CANDIDATE GAP,custom_preconds,CANDIDATE GAP,PHRASING,regardless seeding segment,regardless,,"no case of ours contains 'regardless' together with ['seeding', 'segment']",No data seeding — the WIP report always returns 3 segments x 4 sub-rows regardless of org data
37,C27267,Vladimir Tomovic,Test Cases > Reports,CANDIDATE GAP,step1.content,CANDIDATE GAP,STRONG,progress work,work,,no case of ours contains 'work' together with ['progress'],Navigate to the Work In Progress report (reports/work-in-progress)
37,C27267,Vladimir Tomovic,Test Cases > Reports,CANDIDATE GAP,step2.content,CANDIDATE GAP,STRONG,expand segment first,first,,"no case of ours contains 'first' together with ['expand', 'segment']",Click the expand toggle on the first segment row
37,C27268,Vladimir Tomovic,Test Cases > Reports,CANDIDATE GAP,custom_preconds,COVERED-BY,STRONG,logged,,C19247 C19248 C19249 C19250 C19251 C19252,all of ['logged'] co-occur in a case of ours,Logged in as admin/owner (Reports access;
37,C27268,Vladimir Tomovic,Test Cases > Reports,CANDIDATE GAP,custom_preconds,CANDIDATE GAP,PHRASING,customer invoice invoiced,customer,,"no case of ours contains 'customer' together with ['invoice', 'invoiced']",at least one customer has an invoiced WO whose invoice was created within the last 3 months (seeded via API)
37,C27268,Vladimir Tomovic,Test Cases > Reports,CANDIDATE GAP,step1.content,CANDIDATE GAP,STRONG,sal follow,follow,,no case of ours contains 'follow' together with ['sal'],Navigate to the Sales Follow Up report (reports/sales-follow-up)
37,C27268,Vladimir Tomovic,Test Cases > Reports,CANDIDATE GAP,step2.content,CANDIDATE GAP,PHRASING,clear overlay table,clear,,"no case of ours contains 'clear' together with ['overlay', 'table']",Wait for the report table's loading overlay to clear
37,C29920,Vladimir Tomovic,Test Cases > Reports,CANDIDATE GAP,custom_preconds,CANDIDATE GAP,STRONG,reporting logged,logged,,no case of ours contains 'logged' together with ['reporting'],Owner/admin logged in (reporting project storage state)
37,C29920,Vladimir Tomovic,Test Cases > Reports,CANDIDATE GAP,custom_preconds,CANDIDATE GAP,PHRASING,invoiced paid workplace,invoiced,,"no case of ours contains 'invoiced' together with ['paid', 'workplace']","One invoiced + paid WO exists in the active workplace, paid within this_month (seeded via API)"
37,C29920,Vladimir Tomovic,Test Cases > Reports,CANDIDATE GAP,step1.content,CANDIDATE GAP,PHRASING,collected payment sal,collected,,"no case of ours contains 'collected' together with ['payment', 'sal']",Open the Sales Tax Collected report (default this_month range contains the seeded payment)
37,C29920,Vladimir Tomovic,Test Cases > Reports,CANDIDATE GAP,step2.content,CANDIDATE GAP,PHRASING,invoice link number,invoice,,"no case of ours contains 'invoice' together with ['link', 'number']",Locate the seeded WO's invoice-number link
37,C39448,Vladimir Tomovic,Test Cases > Reports,CANDIDATE GAP,custom_preconds,CANDIDATE GAP,PHRASING,differing invoic statuse,differing,,"no case of ours contains 'differing' together with ['invoic', 'statuse']",At least two invoices exist with differing statuses (e.g.
37,C39448,Vladimir Tomovic,Test Cases > Reports,CANDIDATE GAP,custom_preconds,CANDIDATE GAP,STRONG,paid partially range,range,,"no case of ours contains 'range' together with ['paid', 'partially']","one Paid, one Partially Paid) within the default date range."
37,C39448,Vladimir Tomovic,Test Cases > Reports,CANDIDATE GAP,step1.content,CANDIDATE GAP,PHRASING,sal tax,sal,,no case of ours contains 'sal' together with ['tax'],Navigate to the Sales Tax report (/reports/sales-tax).
37,C39448,Vladimir Tomovic,Test Cases > Reports,CANDIDATE GAP,step1.expected,CANDIDATE GAP,PHRASING,grid invoic statuse,grid,,"no case of ours contains 'grid' together with ['invoic', 'statuse']",The invoices grid loads with all statuses shown.
37,C39448,Vladimir Tomovic,Test Cases > Reports,CANDIDATE GAP,step2.content,CANDIDATE GAP,PHRASING,chip paid partially,chip,,"no case of ours contains 'chip' together with ['paid', 'partially']",Open the Status filter chip and select 'Partially Paid' only.
37,C39448,Vladimir Tomovic,Test Cases > Reports,CANDIDATE GAP,step2.expected,CANDIDATE GAP,PHRASING,invoic paid partially,invoic,,"no case of ours contains 'invoic' together with ['paid', 'partially']",only partially-paid invoices remain.
37,C39448,Vladimir Tomovic,Test Cases > Reports,CANDIDATE GAP,step3.content,CANDIDATE GAP,STRONG,rat tax see,see,,"no case of ours contains 'see' together with ['rat', 'tax']",Click 'See all tax rates'.
37,C39448,Vladimir Tomovic,Test Cases > Reports,CANDIDATE GAP,step3.expected,CANDIDATE GAP,PHRASING,paid partially rat,paid,,"no case of ours contains 'paid' together with ['partially', 'rat']",The All Tax Rates summary view opens reflecting the same Partially Paid status selection.
37,C39449,Vladimir Tomovic,Test Cases > Reports,CANDIDATE GAP,custom_preconds,CANDIDATE GAP,PHRASING,more preset spanning,more,,"no case of ours contains 'more' together with ['preset', 'spanning']",The logged-in user has timesheet entries spanning more than one date-range preset.
37,C39449,Vladimir Tomovic,Test Cases > Reports,CANDIDATE GAP,step1.expected,CANDIDATE GAP,STRONG,grid load range,load,,"no case of ours contains 'load' together with ['grid', 'range']",The timesheet grid loads for the default range.
37,C39449,Vladimir Tomovic,Test Cases > Reports,CANDIDATE GAP,step2.content,CANDIDATE GAP,STRONG,chip preset different,different,,"no case of ours contains 'different' together with ['chip', 'preset']",Change the date range chip to a different preset.
37,C39449,Vladimir Tomovic,Test Cases > Reports,CANDIDATE GAP,step2.expected,CANDIDATE GAP,STRONG,fetch grid new,new,,"no case of ours contains 'new' together with ['fetch', 'grid']",The grid re-fetches for the new range.
37,C39449,Vladimir Tomovic,Test Cases > Reports,CANDIDATE GAP,step3.content,CANDIDATE GAP,STRONG,choose fill custom,fill,,"no case of ours contains 'fill' together with ['choose', 'custom']",Choose Custom and fill only the start date.
37,C39449,Vladimir Tomovic,Test Cases > Reports,CANDIDATE GAP,step3.expected,CANDIDATE GAP,STRONG,fetch occur empty,empty,,"no case of ours contains 'empty' together with ['fetch', 'occur']",No re-fetch occurs while the end date is empty.
37,C175,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,CANDIDATE GAP,custom_preconds,CANDIDATE GAP,PHRASING,app base efficiency,app,,"no case of ours contains 'app' together with ['base', 'efficiency']",<li>App is navigated to page {{BASE_URL}}/reports/technician-efficiency</li>
37,C175,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,CANDIDATE GAP,custom_expected,CANDIDATE GAP,STRONG,foreman found enabled,enabled,,"no case of ours contains 'enabled' together with ['foreman', 'found']","<li><p>All staff members with 'Time Clock' enabled could be found on a list<br />//There should be all members from Staff page with Admin, Technician and Foreman role</p></li>"
37,C176,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,CANDIDATE GAP,custom_preconds,CANDIDATE GAP,PHRASING,app base efficiency,app,,"no case of ours contains 'app' together with ['base', 'efficiency']",<li>App is navigated to page {{BASE_URL}}/reports/technician-efficiency</li>
37,C176,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,CANDIDATE GAP,custom_steps,CANDIDATE GAP,STRONG,interval field dropdown,field,,"no case of ours contains 'field' together with ['interval', 'dropdown']",<li>Verify all the time intervals in the dropdown field</li>
37,C1779,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,COVERED-BY,custom_preconds,CANDIDATE GAP,PHRASING,invoiced single strong,invoiced,,"no case of ours contains 'invoiced' together with ['single', 'strong']",<li>A invoiced WO with <strong>single</strong> tech clocked in time on the line exists</li>
37,C1779,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,COVERED-BY,custom_preconds,CANDIDATE GAP,PHRASING,base efficiency navigated,base,,"no case of ours contains 'base' together with ['efficiency', 'navigated']",<li>User is navigated to the {{BASE_URL}}/reports/technician-efficiency</li>
37,C1779,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,COVERED-BY,custom_preconds,CANDIDATE GAP,PHRASING,$clockedhour $efficiency $hoursprofit,$clockedhour,,"no case of ours contains '$clockedhour' together with ['$efficiency', '$hoursprofit']",<p>Note:<br /><strong>$ClockedHours</strong> → tech's actual clocked hours on the line<br /><strong>$TechTime</strong> → tech's time defined on the Edit Line modal<br /><strong>$InvoicedTechHours</strong> → tech's allocated clocked hours<br /><strong>$HoursProfit</strong> → tech's profit hours<br /><strong>$Efficiency</strong> → tech's efficiency</p>
37,C1779,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,COVERED-BY,step1.content,CANDIDATE GAP,PHRASING,calculate proportion spend,calculate,,"no case of ours contains 'calculate' together with ['proportion', 'spend']",<li>Calculate proportion of the time spend on the line for the tech</li>
37,C1779,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,COVERED-BY,step1.expected,CANDIDATE GAP,PHRASING,$clockedhour $techproportion strong,$clockedhour,,"no case of ours contains '$clockedhour' together with ['$techproportion', 'strong']",<li><strong>$TechProportion</strong> = $ClockedHours / $ClockedHours </li>
37,C1779,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,COVERED-BY,step2.content,CANDIDATE GAP,PHRASING,$invoicedtechhour $techtime allocated,$invoicedtechhour,,"no case of ours contains '$invoicedtechhour' together with ['$techtime', 'allocated']",<li>Verify tech <strong>$InvoicedTechHours</strong> (allocated tech time is the <strong>same</strong> as <strong>$TechTime</strong> when only one tech is clocked into the line)</li>
37,C1779,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,COVERED-BY,step2.expected,CANDIDATE GAP,PHRASING,$invoicedtechhour $techproportion strong,$invoicedtechhour,,"no case of ours contains '$invoicedtechhour' together with ['$techproportion', 'strong']",<li><strong>$InvoicedTechHours</strong> = $TechProportion
37,C1779,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,COVERED-BY,step3.content,CANDIDATE GAP,PHRASING,efficiency strong tech,efficiency,,"no case of ours contains 'efficiency' together with ['strong', 'tech']",<li>Verify tech <strong>Efficiency</strong> for that WO line </li>
37,C1779,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,COVERED-BY,step3.expected,CANDIDATE GAP,PHRASING,$clockedhour $invoicedtechhour $techefficiency,$clockedhour,,"no case of ours contains '$clockedhour' together with ['$invoicedtechhour', '$techefficiency']",<li><strong>$TechEfficiency</strong> = ($InvoicedTechHours / $ClockedHours)
37,C1779,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,COVERED-BY,step4.content,CANDIDATE GAP,PHRASING,profit strong tech,profit,,"no case of ours contains 'profit' together with ['strong', 'tech']",<li>Verify tech <strong>Profit Hours</strong> for that WO line</li>
37,C1779,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,COVERED-BY,step4.expected,CANDIDATE GAP,PHRASING,$invoicedtechhour $techprofithour strong,$invoicedtechhour,,"no case of ours contains '$invoicedtechhour' together with ['$techprofithour', 'strong']",<li><strong>$TechProfitHours</strong> = $InvoicedTechHours
37,C1780,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,COVERED-BY,custom_preconds,CANDIDATE GAP,PHRASING,invoiced strong tech,invoiced,,"no case of ours contains 'invoiced' together with ['strong', 'tech']",<li>An invoiced WO with <strong>multiple</strong> tech clocked in times on the same line exists</li>
37,C1780,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,COVERED-BY,custom_preconds,CANDIDATE GAP,PHRASING,base efficiency navigated,base,,"no case of ours contains 'base' together with ['efficiency', 'navigated']",<li>User is navigated to the {{BASE_URL}}/reports/technician-efficiency</li>
37,C1780,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,COVERED-BY,custom_preconds,CANDIDATE GAP,PHRASING,$clockedhour $efficiency $hoursprofit,$clockedhour,,"no case of ours contains '$clockedhour' together with ['$efficiency', '$hoursprofit']",<p>Note:<br /><strong>$ClockedHours</strong> → tech's actual clocked hours on the line<br /><strong>$TechTime</strong> → tech's time defined on the <strong>Edit Line</strong> modal<br /><strong>$InvoicedTechHours</strong> → tech's allocated clocked hours<br /><strong>$HoursProfit</strong> → tech's profit hours<br /><strong>$Efficiency</strong> → tech's efficiency</p>
37,C1780,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,COVERED-BY,step1.content,CANDIDATE GAP,PHRASING,calculate proportion spend,calculate,,"no case of ours contains 'calculate' together with ['proportion', 'spend']",<li>Calculate proportion of the time spend on the line for all techs </li>
37,C1780,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,COVERED-BY,step1.expected,CANDIDATE GAP,PHRASING,$clockedhours1 $clockedhours2 $tech1proportion,$clockedhours1,,"no case of ours contains '$clockedhours1' together with ['$clockedhours2', '$tech1proportion']",<li><strong>$Tech1Proportion</strong> = $ClockedHours1 / ($ClockedHours1 + $ClockedHours2)</li>
37,C1780,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,COVERED-BY,step1.expected,CANDIDATE GAP,PHRASING,$clockedhours1 $clockedhours2 $tech2proportion,$clockedhours1,,"no case of ours contains '$clockedhours1' together with ['$clockedhours2', '$tech2proportion']",<li><strong>$Tech2Proportion</strong> = $ClockedHours2 / ($ClockedHours1 + $ClockedHours2)</li>
37,C1780,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,COVERED-BY,step2.content,CANDIDATE GAP,PHRASING,$invoicedtechhour $techtime allocated,$invoicedtechhour,,"no case of ours contains '$invoicedtechhour' together with ['$techtime', 'allocated']",<li>Verify tech <strong>$InvoicedTechHours</strong> (allocated tech time is <strong>different</strong> from <strong>$TechTime</strong> when multiple techs are clocked into the same line)</li>
37,C1780,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,COVERED-BY,step2.expected,CANDIDATE GAP,PHRASING,$invoicedtechhours1 $tech1proportion strong,$invoicedtechhours1,,"no case of ours contains '$invoicedtechhours1' together with ['$tech1proportion', 'strong']",<li><strong>$InvoicedTechHours1</strong> = $Tech1Proportion
37,C1780,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,COVERED-BY,step2.expected,CANDIDATE GAP,PHRASING,$invoicedtechhours2 $tech2proportion strong,$invoicedtechhours2,,"no case of ours contains '$invoicedtechhours2' together with ['$tech2proportion', 'strong']",<li><strong>$InvoicedTechHours2</strong> = $Tech2Proportion
37,C1780,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,COVERED-BY,step3.content,CANDIDATE GAP,PHRASING,efficiency strong tech,efficiency,,"no case of ours contains 'efficiency' together with ['strong', 'tech']",<li>Verify tech <strong>Efficiency</strong> for that WO line </li>
37,C1780,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,COVERED-BY,step3.expected,CANDIDATE GAP,PHRASING,$clockedhours1 $invoicedtech1hour $tech1efficiency,$clockedhours1,,"no case of ours contains '$clockedhours1' together with ['$invoicedtech1hour', '$tech1efficiency']",<li><strong>$Tech1Efficiency</strong> = ($InvoicedTech1Hours / $ClockedHours1)
37,C1780,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,COVERED-BY,step3.expected,CANDIDATE GAP,PHRASING,$clockedhours2 $invoicedtech2hour $tech2efficiency,$clockedhours2,,"no case of ours contains '$clockedhours2' together with ['$invoicedtech2hour', '$tech2efficiency']",<li><strong>$Tech2Efficiency</strong> = ($InvoicedTech2Hours / $ClockedHours2)
37,C1780,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,COVERED-BY,step4.content,CANDIDATE GAP,PHRASING,profit strong tech,profit,,"no case of ours contains 'profit' together with ['strong', 'tech']",<li>Verify tech <strong>Profit Hours</strong> for that WO line</li>
37,C1780,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,COVERED-BY,step4.expected,CANDIDATE GAP,PHRASING,$invoicedtechhours1 $tech1profithour strong,$invoicedtechhours1,,"no case of ours contains '$invoicedtechhours1' together with ['$tech1profithour', 'strong']",<li><strong>$Tech1ProfitHours</strong> = $InvoicedTechHours1
37,C1780,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,COVERED-BY,step4.expected,CANDIDATE GAP,PHRASING,$invoicedtechhours2 $tech2profithour strong,$invoicedtechhours2,,"no case of ours contains '$invoicedtechhours2' together with ['$tech2profithour', 'strong']",<li><strong>$Tech2ProfitHours</strong> = $InvoicedTechHours2
37,C1781,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,COVERED-BY,custom_preconds,CANDIDATE GAP,PHRASING,invoiced strong tech,invoiced,,"no case of ours contains 'invoiced' together with ['strong', 'tech']",<li>An <strong>invoiced</strong> WO with multiple tech clocked in times on the same line exists</li>
37,C1781,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,COVERED-BY,custom_preconds,CANDIDATE GAP,PHRASING,base efficiency navigated,base,,"no case of ours contains 'base' together with ['efficiency', 'navigated']",<li>User is navigated to the {{BASE_URL}}/reports/technician-efficiency</li>
37,C1798,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,COVERED-BY,custom_preconds,CANDIDATE GAP,PHRASING,invoiced strong tech,invoiced,,"no case of ours contains 'invoiced' together with ['strong', 'tech']",<li><strong>Multiple</strong> invoiced WOs with tech clocked in time exist</li>
37,C1798,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,COVERED-BY,custom_preconds,CANDIDATE GAP,PHRASING,base efficiency navigated,base,,"no case of ours contains 'base' together with ['efficiency', 'navigated']",<li>User is navigated to the {{BASE_URL}}/reports/technician-efficiency</li>
37,C1798,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,COVERED-BY,custom_preconds,CANDIDATE GAP,PHRASING,$clockedhour $efficiency $hoursprofit,$clockedhour,,"no case of ours contains '$clockedhour' together with ['$efficiency', '$hoursprofit']",<p>Note:<br /><strong>$ClockedHours</strong> → tech's actual clocked hours on the line<br /><strong>$TechTime</strong> → tech's time defined on the Edit Line modal<br /><strong>$InvoicedTechHours</strong> → tech's allocated clocked hours<br /><strong>$HoursProfit</strong> → tech's profit hours<br /><strong>$Efficiency</strong> → tech's efficiency</p>
37,C1798,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,COVERED-BY,step1.content,CANDIDATE GAP,PHRASING,$clockedhour strong summary,$clockedhour,,"no case of ours contains '$clockedhour' together with ['strong', 'summary']",<li>Verify tech summary <strong>$ClockedHours</strong></li>
37,C1798,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,COVERED-BY,step1.expected,CANDIDATE GAP,PHRASING,$clockedhour $clockedhourssum strong,$clockedhour,,"no case of ours contains '$clockedhour' together with ['$clockedhourssum', 'strong']",<li>Sum of all <strong>$ClockedHours</strong> per user is correct ($ClockedHoursSum)</li>
37,C1798,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,COVERED-BY,step2.content,CANDIDATE GAP,PHRASING,$invoicedtechhour strong summary,$invoicedtechhour,,"no case of ours contains '$invoicedtechhour' together with ['strong', 'summary']",<li>Verify tech summary for <strong>$InvoicedTechHours</strong> </li>
37,C1798,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,COVERED-BY,step2.expected,CANDIDATE GAP,PHRASING,$invoicedtechhour $invoicedtechhourssum strong,$invoicedtechhour,,"no case of ours contains '$invoicedtechhour' together with ['$invoicedtechhourssum', 'strong']",<li>Sum of all <strong>$InvoicedTechHours</strong> per user is correct ($InvoicedTechHoursSum)</li>
37,C1798,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,COVERED-BY,step3.content,CANDIDATE GAP,PHRASING,profit strong summary,profit,,"no case of ours contains 'profit' together with ['strong', 'summary']",<li>Verify tech summary for <strong>Profit Hours</strong></li>
37,C1798,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,COVERED-BY,step3.expected,CANDIDATE GAP,PHRASING,$profithourssum profit strong,$profithourssum,,"no case of ours contains '$profithourssum' together with ['profit', 'strong']",<li>Sum of all <strong>Profit Hours</strong> per user is correct ($ProfitHoursSum)</li>
37,C1798,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,COVERED-BY,step4.content,CANDIDATE GAP,PHRASING,efficiency strong summary,efficiency,,"no case of ours contains 'efficiency' together with ['strong', 'summary']",<li>Verify tech summary for <strong>Efficiency</strong></li>
37,C1798,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,COVERED-BY,step4.expected,CANDIDATE GAP,PHRASING,$clockedhourssum $invoicedtechhourssum efficiency,$clockedhourssum,,"no case of ours contains '$clockedhourssum' together with ['$invoicedtechhourssum', 'efficiency']",<li><p>Sum of all <strong>Efficiency</strong> per user is correct<br />($InvoicedTechHoursSum / $ClockedHoursSum)
37,C1799,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,COVERED-BY,custom_preconds,CANDIDATE GAP,PHRASING,invoiced strong tech,invoiced,,"no case of ours contains 'invoiced' together with ['strong', 'tech']",<li><strong>Multiple</strong> invoiced WOs with tech clocked in time exist</li>
37,C1799,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,COVERED-BY,custom_preconds,CANDIDATE GAP,PHRASING,base efficiency navigated,base,,"no case of ours contains 'base' together with ['efficiency', 'navigated']",<li>User is navigated to the {{BASE_URL}}/reports/technician-efficiency</li>
37,C1799,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,COVERED-BY,custom_preconds,CANDIDATE GAP,PHRASING,$clockedhour $efficiency $hoursprofit,$clockedhour,,"no case of ours contains '$clockedhour' together with ['$efficiency', '$hoursprofit']",<p>Note:<br /><strong>$ClockedHours</strong> → tech's actual clocked hours on the line<br /><strong>$TechTime</strong> → tech's time defined on the Edit Line modal<br /><strong>$InvoicedTechHours</strong> → tech's allocated clocked hours<br /><strong>$HoursProfit</strong> → tech's profit hours<br /><strong>$Efficiency</strong> → tech's efficiency</p>
37,C1799,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,COVERED-BY,step1.content,CANDIDATE GAP,PHRASING,$clockedhour strong tech,$clockedhour,,"no case of ours contains '$clockedhour' together with ['strong', 'tech']",<li>Verify total <strong>$ClockedHours</strong> for all techs</li>
37,C1799,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,COVERED-BY,step1.expected,CANDIDATE GAP,PHRASING,$clockedhour $clockedhourstotal strong,$clockedhour,,"no case of ours contains '$clockedhour' together with ['$clockedhourstotal', 'strong']",<li>Sum of all <strong>$ClockedHours</strong> for <strong>all users</strong> is correct ($ClockedHoursTotal)</li>
37,C1799,Vladimir Tomovic,Test Cases > Reports > Technician Efficiency,COVERED-BY,step2.content,CANDIDATE GAP,PHRASING,$invoicedtechhour strong tech,$invoicedtechhour,,"no case of ours contains '$invoicedtechhour' together with ['strong', 'tech']",<li>Verify total <strong>$InvoicedTechHours</strong> for all techs</li>
