IV-VIS-07	WEAK-KEEP	Accessible names on the two icon-only buttons; low value, though it did pin the two real aria labels.			SENSIBLE	Two steps.	Y	TOOL	Needs a screen reader or accessibility inspector.
PV-API-01	KEEP	Server-pagination contract at scale (50-60k parts per org).			SENSIBLE	Precondition 2 names the devtools network tab.	Y	TECHNICAL	Needs the devtools network tab; correctly in a "PV - API" section (Rule 4).
PV-API-02	KEEP	Every filter/search change re-queries the server and returns page one - the no-client-side-narrowing contract.			SENSIBLE	Seven controls enumerated in one step.	Y	TECHNICAL	Devtools; API section.
PV-API-03	KEEP	Server-side sort plus the null-placement semantic that must match screen and export.			SENSIBLE	Three steps.	Y	TECHNICAL	Devtools; API section.
PV-API-04	KEEP	API-layer proof that the single reports permission is the only gate and any extra permission is inert.			SENSIBLE	Expected 4 tells the tester exactly what to do if the build disagrees.	Y	TECHNICAL	Devtools; API section.
PV-CALC-01	KEEP	Units Sold as net stock movement across three event types - a definitional money/inventory contract.			SENSIBLE	Three seeded events, each with a re-read.	Y	OK	Heavy seeding (invoice, reversal, return on one part in one window).
PV-CALC-02	KEEP	Special-order Units Sold basis (vendor request quantity, net of reversals, work-order-date window).			SENSIBLE	Clear sum to check against.	Y	OK	Heavy seeding.
PV-CALC-03	KEEP	Units Returned sources (return + parts-sale credit) and the current-state-not-snapshot rule.			SENSIBLE	Four steps each with a re-read; the cancellation step is the discriminator.	Y	OK	Heavy seeding.
PV-CALC-04	KEEP	Units Returned windowing by initiation date, core-return exclusion, invoice-status independence, and the return-only row-axis rule.			SENSIBLE	Cross-window comparison is executable.	Y	OK	Heavy seeding (cross-window sale/return pair).
PV-CALC-05	KEEP	The Sold (WO) / Sold (Parts Sale) split and its work-order-date windowing.			SENSIBLE	Step 3 drives the windowing half.	Y	OK	
PV-CALC-06	KEEP	Demand counts each event once regardless of quantity and is unaffected by reversals - subtle and easy to get wrong.			SENSIBLE	The 1-unit vs 10-unit contrast makes the rule unmistakable.	Y	OK	
PV-CALC-07	KEEP	Last Sale: all-time lookback, location-scoped, format, and the reversal re-anchor from the tech plan.			SENSIBLE	Expected 1 gives a worked example ("42 days even though the range is This Month").	Y	OK	
PV-CALC-08	KEEP	On Hand per-location (never summed) plus Min/Max read-only.			SENSIBLE	Step 2 drives the read-only negative.	Y	OK	
PV-CALC-09	KEEP	Turns / Yr formula, zero-stock and negative branches - this case caught the live off-by-one window divisor.			SENSIBLE	Step 1 gives the arithmetic in full.	Y	OK	
PV-CALC-10	KEEP	Five profitability formulas plus the round-once-at-the-end rule - the report's core money contract.			SENSIBLE	Step 1 works every figure out for the tester.	Y	OK	Heavy seeding (controlled sell/cost/quantity lines).
PV-CALC-11	KEEP	Reversal exclusion across the whole billed-line family, with the known build-delta flagged.			SENSIBLE	Before/after comparison of a named column list.	Y	OK	
PV-CALC-12	KEEP	Three independent null triggers and the valid mixed rows - protects a real class of false bug reports.			SENSIBLE	Three explicitly-shaped rows.	Y	OK	Heavy seeding (credit revenue without billed quantity; $0-sell line).
PV-CALC-13	KEEP	Per-column number formats in ONE case (not twenty) plus the half-away-from-zero rounding tie.			SENSIBLE	The tie example (8.45 -> 8.5) is concrete.	Y	OK	
PV-CALC-14	KEEP	Core-part exclusion from both result sets - a negative that a whole family of totals depends on.			SENSIBLE	Two searches.	Y	OK	
PV-CALC-15	KEEP	The movement-vs-billed divergence declared correct, plus the Sold (WO)+Sold (Parts Sale)=billed identity.			SENSIBLE	Three comparisons, each computable from the row.	Y	OK	Heavy seeding (drop-ship or negative-stock billed sale).
