internal_id,testrail_case_id,title,section,refs
GS-HOVER-05,44870,Hovering a Vendor result shows 'Add contact',Hover Quick-Actions,SV-9160 (PRD 5.4 (Vendor -> 'Add contact'))
GS-HOVER-06,44871,Hovering an inventory part while editing a work order shows 'Add to work order',Hover Quick-Actions,SV-9160 (PRD 5.4 (Part -> 'Add to work order' only when currently editing a WO))
GS-HOVER-07,44872,Hover quick-actions never trigger a destructive operation,Hover Quick-Actions,SV-9160 (PRD 5.4 (Quick actions never trigger destructive operations; hover state non-essential))
GS-LIST-01,44874,Searching the in-page Work Orders list filters the list and shows a matching banner,In-Page Work Orders List Search,SV-9160 (PRD design-notes screenshot 1 (in-page Work Orders list search banner))
GS-LIST-02,44875,'Clear search' restores the full in-page Work Orders list,In-Page Work Orders List Search,SV-9160 (PRD design-notes screenshot 1)
GS-ERR-01,44876,"A search failure shows the 'Search unavailable, retry' banner",Error State,"SV-9160 (PRD 8 (tolerate offline/network failures with an inline 'Search unavailable, retry' banner))"
GS-PERM-01,44877,A user WITH Parts access sees Parts results in the palette,Permissions and Role-Based Scoping,SV-9160 (PRD 9 (all result fields respect role-based-access checks))
GS-PERM-02,44878,A technician WITHOUT Parts access does NOT see Parts results,Permissions and Role-Based Scoping,SV-9160 (PRD 9 (a technician without Parts access does not see Parts results))
GS-PERM-03,44879,A user WITHOUT Work Orders access does NOT see Work Order results,Permissions and Role-Based Scoping,SV-9160 (PRD 9 (all result fields respect role-based-access checks))
GS-PERM-04,44880,Results are limited to the signed-in user's own tenant,Permissions and Role-Based Scoping,SV-9160 (PRD 9 (all result fields respect existing tenant-isolation checks))
GS-PERM-05,44881,An entity type with no accessible records shows no group (and its scope tab shows the empty state),Permissions and Role-Based Scoping,"SV-9160 (PRD 9 (must work for a single-tenant dataset where any entity type is empty, e.g. no part sales yet))"
GS-API-01,44883,GET /api/search returns grouped results for scope=all,API - Global Search Endpoint,SV-9160 (PRD 10 Phase 1 (GET /api/search; scope=all))
GS-API-02,44884,The scope parameter restricts GET /api/search to a single entity type,API - Global Search Endpoint,SV-9160 (PRD 10 Phase 1 (scope parameter))
GS-API-03,44885,GET /api/search caps each group at the limit (default 5) and returns per-group totals,API - Global Search Endpoint,SV-9160 (PRD 10 Phase 1 (limit default 5; response includes per-group totals))
GS-API-04,44886,GET /api/search matches identifier fields exactly after normalization,API - Global Search Endpoint,SV-9160 (PRD 7 (identifier normalization); 6.2 (ID match pinned))
GS-API-05,44887,GET /api/search does NOT apply fuzzy matching to identifier fields,API - Global Search Endpoint,SV-9160 (PRD 7 (What is NOT fuzzy))
GS-API-06,44888,GET /api/search enforces role-based access on the server (no forbidden entity results),API - Global Search Endpoint,SV-9160 (PRD 9 (results respect role-based-access checks - enforced server-side))
GS-API-07,44889,GET /api/search returns an error response the UI can degrade on,API - Global Search Endpoint,SV-9160 (PRD 8 (offline/network failure handling))
GS-API-08,44890,GET /api/search groups results in the fixed group order with ranking metadata,API - Global Search Endpoint,SV-9160 (PRD 6.2 (group order); 10 Phase 1 (per-item metadata))
GS-API-09,44891,GET /api/search supports cursor pagination for a scoped tab,API - Global Search Endpoint,SV-9160 (PRD 10 Phase 1 (cursor parameter))
GS-API-10,44892,The context parameter biases GET /api/search ranking to the current page,API - Global Search Endpoint,SV-9160 (PRD 6.3 (contextual bias); 10 Phase 1 (context parameter))
GS-API-11,44893,Recent-entities endpoints record and return recent activity,API - Global Search Endpoint,SV-9160 (PRD 8 (persist recent-entity-views 30 days); 10 Phase 4)
GS-API-12,44894,Search input is debounced before the backend is queried,API - Global Search Endpoint,SV-9160 (PRD 8 (debounce input at 150ms; render within 200ms p95))
GS-CON-01,44895,Contacts are a searchable entity with their own result row and tab,Contacts Entity (v2),SV-9162 (FR-002); SV-9170 (FR-014)
GS-PO-01,44899,Purchase Orders searchable; real number format; Receive quick action,Purchase Orders Entity (v2),SV-9162 (FR-002); SV-9173 (FR-021)
GS-VI-01,44900,Vendor Invoices searchable; tri-state payment badge; no quick action,Vendor Invoices Entity (v2),SV-9162 (FR-002); SV-9170 (FR-014)
GS-PERM-06,44882,Nine-entity permission bundles hide rows and counts; price fields masked,Permissions and Role-Based Scoping,SV-9162 (NFR-003; NFR-004; NFR-005)
GS-TAB-09,44822,Scoped tab shows the full result list with load-more; no Show-all link (v2),Scope Tabs,SV-9169 (FR-013; D15)
GS-GRP-08,44830,Group order follows the v2 nine-entity sequence; pinned top hit above groups,Grouped Results and Counts,SV-9165 (FR-007; D16)
GS-HOVER-08,44873,Quick actions per entity include PO Receive and Part Sale Add part (v2),Hover Quick-Actions,SV-9173 (FR-021; D18)
GS-RECAPI-01,44860,"Recent-entities API records views and serves a deduped, permission-filtered list",Recent Activity Default State,SV-9166 (FR-009)
GS-CUT-01,44896,"WO, Inventory Parts and Customers list search served by the unified engine",Page-Search Cutover (v2),SV-9306; SV-9162 (FR-018)
GS-CUT-02,44897,Old global-search path is removed on direct rollout (no feature flag),Page-Search Cutover (v2),SV-9176 (FR-019; D10)
GS-MOB-01,44898,Global search works on mobile/tablet viewports per the mobile design,Mobile Global Search (v2),SV-9168; SV-9169 (FR-022)
