Title,Section,Type,Priority,Preconditions,Steps,Expected Result,References,,
A large settings change blocks the app until every record is changed,Work Order Settings,Functional,Medium,"1. You are signed in with Settings > App Settings.
2. A confirmed settings change affects many existing records.","1. Confirm a settings change that affects existing records.
2. Observe the app while the change is applied.","1. While the change is applied the app shows a blocking indicator and the user cannot act on the affected data.
2. The user is not returned to the settings page until every affected record has been changed.

---
This is the expected behaviour as per epic SV-8683 and story SV-9250 (Story 4, Applying a settings change at scale) and the Simple Flow V2 specification version 23, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9250 (Story 4),,
A partially applied settings change is never left visible,Work Order Settings,Negative,Medium,"1. You are signed in with Settings > App Settings.
2. A large settings change is applied and a failure is simulated mid-run (or observed).","1. Trigger/observe a settings change that fails part way.
2. Check the resulting state and the message shown.","1. A partially applied change is never left visible.
2. If the run fails, either the change completes or the setting reverts, and the user is told which.

---
This is the expected behaviour as per epic SV-8683 and story SV-9250 (Story 4, Applying a settings change at scale) and the Simple Flow V2 specification version 23, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9250 (Story 4),,
An approved line completes whatever the state of its parts,Completing a Line,Functional,Critical,"1. You are signed in with Work Orders: Create & Edit and WO Lines: Create & Edit + Full View.
2. An approved line has parts that are unordered, unpicked and unreceived in various combinations, with each parts setting on.","1. On an approved line with an unordered part (ordering required), press Complete.
2. On an approved line with an unpicked inventory part (picking required), press Complete.
3. On an approved line with an ordered-but-unreceived part (receiving required), press Complete.","1. The line completes in every case; unordered, unpicked and unreceived parts do not prevent it, in any combination.
2. Ordering required, part never ordered: the line completes; the part stays waiting to be ordered.
3. Picking required, inventory part not picked: the line completes; invoicing still requires the pick, so the part is picked before the work order closes.
4. Receiving required, part ordered but not received: the line completes; the work order cannot be invoiced until that part is received or deferred with Received later.
5. Completing a line changes nothing about its parts — they keep whatever status the settings gave them.

---
This is the expected behaviour as per epic SV-8683 and story SV-9251 (Story 5, Parts no longer block completing a line) and the Simple Flow V2 specification version 23, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9251 (Story 5),,
Other line requirements still apply when their setting is on,Completing a Line,Functional,High,"1. You are signed in with completion permissions.
2. An approved line is missing a required tech story / mileage / engine hours, or carries an unresolved core, with the relevant settings on.","1. Try to complete a line that is missing a required tech story.
2. Try to complete a line with an unresolved core where receiving is not required.","1. The other line-level requirements stay: tech story, mileage, engine hours (each only when its setting is on) and core resolution.
2. Where receiving is not required, an unresolved core is asked before the line completes (such a part may never pass through a receive and the invoice must still be right).
3. Satisfying the last outstanding requirement makes a line completable — it does not complete it by itself.

---
This is the expected behaviour as per epic SV-8683 and story SV-9251 (Story 5, Parts no longer block completing a line) and the Simple Flow V2 specification version 23, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9251 (Story 5),,
A line reaches Complete only through the defined paths,Completing a Line,Functional,High,"1. You are signed in with completion permissions.
2. A completable approved line exists.","1. Complete a line via the line's own Complete.
2. Via the bulk bar Complete lines / Complete all lines.
3. Via Create invoice.
4. Via the clock-out modal's 'Clock out and complete'.","1. A line reaches Complete only through: Complete on the line; Complete lines / Complete all lines in the bulk action bar; Create invoice (closes lines as a consequence of invoicing); and Clock out and complete in the clock-out modal.
2. Nothing else completes a line — no timer and no background job.
3. Mark as reviewed is NOT on that list: it becomes available only once every line is already complete, so there is never an open line for it to close.

---
This is the expected behaviour as per epic SV-8683 and story SV-9251 (Story 5, Parts no longer block completing a line) and the Simple Flow V2 specification version 23, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9251 (Story 5),,
Clock-out modal: two complete buttons; line-completed tick box hidden,Completing a Line,Functional,Medium,"1. You are signed in with completion permissions and clocked onto a line.
2. Review may be on or off.","1. Press Stop to open the clock-out modal.
2. Read the actions offered and look for the old 'line completed' tick box.","1. The clock-out modal carries the tech story field and two actions: ""Clock out"", and ""Clock out and complete"" (or ""Clock out and send to review"" when review is required).
2. The ""line completed"" tick box is hidden, leaving one way to complete from clock out instead of two.
3. If a tech story is required and empty, it is required at clock out.
4. The clock-out modal is otherwise unchanged.

---
This is the expected behaviour as per epic SV-8683 and story SV-9251 (Story 5, Parts no longer block completing a line) and the Simple Flow V2 specification version 23, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9251 (Story 5),,
Complete is never disabled for a parts reason; reopen returns line to Approved,Completing a Line,Negative,High,"1. You are signed in with completion permissions.
2. An approved line with outstanding parts exists; and a completed line exists.","1. Look at Complete on an approved line that has outstanding parts.
2. Reopen a completed line and check its status and parts.
3. As a Technician in Tech View, try to complete a line.","1. Complete is never disabled for a parts reason, anywhere.
2. A line reopened after completion returns to Approved with its parts unchanged.
3. A Technician in Tech View cannot complete (they cannot approve), but can still pick parts.

---
This is the expected behaviour as per epic SV-8683 and story SV-9251 (Story 5, Parts no longer block completing a line) and the Simple Flow V2 specification version 23, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9251 (Story 5),,
Line actions offered match the line's status,Line and Part Actions,Functional,High,"1. You are signed in with WO Lines: Create & Edit + Full View.
2. A work order has lines in each status: Needs Approval, Approved, Declined, Complete.","1. Open the ... menu (and check the bulk bar) for a Needs Approval line.
2. Repeat for Approved, Declined and Complete lines.","1. Needs Approval: Approve, Decline, Request part, Delete line.
2. Approved: Decline, Authorization required, Complete, Request part, Delete line.
3. Declined: Approve, Authorization required, Request part, Delete line.
4. Complete: Decline, Authorization required, Uncomplete.
5. Any action not listed for a status is not visible, on the line or in the bulk action bar.
6. Complete is not offered on a Needs Approval line and Approve is not offered on an already-Approved line (both do nothing).

---
This is the expected behaviour as per epic SV-8683 and story SV-9252 (Story 6, Which actions appear on a line and on a part) and the Simple Flow V2 specification version 23, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9252 (Story 6),,
Decline is disabled while a line holds received or picked parts,Line and Part Actions,Functional,Medium,"1. You are signed in with WO Lines: Create & Edit + Full View.
2. An approved line holds a part that has been received or picked.",1. Open the line's actions and look at Decline.,"1. Decline stays visible but is disabled while the line holds parts that were received or picked.
2. The disabled reason reads ""Return this line's received parts before declining it"".

---
This is the expected behaviour as per epic SV-8683 and story SV-9252 (Story 6, Which actions appear on a line and on a part) and the Simple Flow V2 specification version 23, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9252 (Story 6),,
Part actions offered match the part's state (seven states),Line and Part Actions,Functional,High,"1. You are signed in with WO Lines: Create & Edit + Full View, Pick Parts and Order Parts.
2. Parts exist in each state: Requested, Quoted, Auth to order, In Stock (unpicked), Awaiting, Received later, Received/picked, Returned.","1. For a part in each state, look at the actions on its row.","1. Requested: nothing on the row (no price yet), but still counted in the bulk bar's Order (n).
2. Quoted: Order. Auth to order: Order.
3. In Stock and not picked: Pick.
4. Awaiting: Receive, with Received later behind its caret when receiving is required.
5. Received later: nothing on the row, Receive in the ... menu.
6. Received or picked: nothing (finished). Returned: nothing (sent back, stays visible on the line and in returns).

---
This is the expected behaviour as per epic SV-8683 and story SV-9252 (Story 6, Which actions appear on a line and on a part) and the Simple Flow V2 specification version 23, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9252 (Story 6),,
Ordering precedes receiving; Receive placement follows the setting,Line and Part Actions,Functional,Medium,"1. You are signed in with Order Parts.
2. A vendor-sourced part is unordered; and the receiving setting can be toggled.","1. With ordering required, check whether Receive appears before the part is ordered.
2. With receiving not required, check where Receive appears for a part.","1. With ordering required, Receive does not appear until the part has been ordered; Order and Receive are never offered at once for the same part.
2. With receiving not required, Receive moves from the part row into the part's ... menu - it is never removed outright.
3. Ordering a Requested part only does something when the part is vendor-sourced (including a vendorless part marked Vendor missing); an inventory/found part or one with no source needs its details completed first.

---
This is the expected behaviour as per epic SV-8683 and story SV-9252 (Story 6, Which actions appear on a line and on a part) and the Simple Flow V2 specification version 23, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9252 (Story 6),,
Declining or sending back a line returns only not-yet-arrived parts to Quoted,Line and Part Actions,Negative,Medium,"1. You are signed in with WO Lines: Create & Edit + Full View.
2. An approved line holds parts in mixed states: Requested, In Stock, Quoted, Auth to order, Awaiting, Received, Returned.","1. Decline the line (or send it back with Authorization required).
2. Check the state of each part afterwards.","1. Only In Stock, Quoted, Auth to order and Awaiting parts are moved back to Quoted.
2. A Requested part is left where it is, and so are Received and Returned parts.
3. Parts that were received or picked are not touched by a line status change, and no stock moves because of one.
4. Declining a line does not remove its parts from a purchase order (only deleting a part does that).
5. A part action the user's role does not carry is absent even when the part's state qualifies (Pick follows Pick Parts, Order follows Order Parts).

---
This is the expected behaviour as per epic SV-8683 and story SV-9252 (Story 6, Which actions appear on a line and on a part) and the Simple Flow V2 specification version 23, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9252 (Story 6),,
Bulk bar replaces the column headers and lists actions by one rule,Bulk Action Bar,Functional,High,"1. You are signed in with WO Lines: Create & Edit + Full View.
2. A work order has several lines in mixed statuses with parts.","1. Select one or more lines.
2. Look at the bar that appears, its layout and which actions show.","1. The bar sits at the top of the list and replaces the column headers while a selection is active; nothing on the page shifts when it appears.
2. Selecting a row highlights the whole line, including its story, labour and parts.
3. Layout is: n selected, then up to three primary buttons, then More, then a close control.
4. Each action follows one rule: nothing in the selection qualifies -> hidden; something qualifies but is blocked -> shown disabled with the reason; qualifies and not blocked -> shown with its count.
5. Line actions count lines and parts actions count parts (""Receive 5 parts"" may come from two lines); a count never includes what the action would skip.

---
This is the expected behaviour as per epic SV-8683 and story SV-9253 (Story 7, The bulk action bar) and the Simple Flow V2 specification version 23, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9253 (Story 7),,
Primary slots fill in a fixed order; More holds the rest,Bulk Action Bar,Functional,Medium,"1. You are signed in with WO Lines: Create & Edit + Full View.
2. A selection qualifies for several actions including the finish action.","1. Select lines that cover every open line (and hold orderable/receivable/pickable parts).
2. Read the order of the primary buttons and the contents of More.","1. Primary slots fill in this order and do not change as parts progress: the finish action (when the selection covers every open line), then Complete lines, then Approve, then the parts actions as Order, Receive, Pick.
2. Decline is always in More, never in a primary slot.
3. More contains, in order: Authorization required, Split to new work order, Decline. Create invoice is not enumerated in this ordered list; it is described next and disappears once an invoice exists.
4. Create invoice acts on the whole work order whatever is selected, carries no count, and disappears once an invoice exists.

---
This is the expected behaviour as per epic SV-8683 and story SV-9253 (Story 7, The bulk action bar) and the Simple Flow V2 specification version 23, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9253 (Story 7),,
Bulk actions confirm/undo per their kind and give one toast each,Bulk Action Bar,Functional,Medium,"1. You are signed in with WO Lines: Create & Edit + Full View.
2. A selection qualifies for approve, order and receive.","1. Run Approve on a selection and look for an undo.
2. Run Order parts and look for a confirmation.
3. Run Receive and observe whether a screen opens.","1. Approve, decline, authorization required, complete and uncomplete apply immediately and offer an undo in the result toast.
2. Ordering parts and creating an invoice ask for confirmation first and cannot be undone.
3. Receiving and picking open their own screens, so they neither confirm nor offer undo.
4. One toast per bulk action, summarising the result.

---
This is the expected behaviour as per epic SV-8683 and story SV-9253 (Story 7, The bulk action bar) and the Simple Flow V2 specification version 23, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9253 (Story 7),,
Bulk bar hidden without permission; empty/zero states handled,Bulk Action Bar,Negative,Medium,"1. A user without WO Lines: Create & Edit is signed in; and a user with it can make selections that qualify for nothing.
2. A work order with lines exists.","1. As the user without the permission, look for checkboxes and the bar.
2. As the permitted user, select lines where nothing applies; and select where only some actions apply.","1. A user without WO Lines: Create & Edit sees no checkboxes and no bar.
2. A count of zero means the button is absent, not greyed out.
3. If More would be empty, the More button is not rendered.
4. A selection where nothing applies shows ""n selected"" and ""No actions available for this selection"".
5. Delete lines is not in the bar this release; Mark as reviewed is never in the bulk bar (it acts on the whole work order).

---
This is the expected behaviour as per epic SV-8683 and story SV-9253 (Story 7, The bulk action bar) and the Simple Flow V2 specification version 23, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9253 (Story 7),,
Bulk approve/decline judges each line and never sweeps a declined line,Bulk Action Bar,Functional,High,"1. You are signed in with WO Lines: Create & Edit + Full View.
2. A selection mixes Needs Approval, Approved, Declined and Completed lines, one holding received parts.","1. Select the mixed set and run Approve.
2. Run Decline on a selection.
3. Run Authorization required on a selection.","1. Each selected line is judged on its own by the single-line rule; every qualifying line goes through and one failure does not stop the rest.
2. A declined line is never swept up: it is left alone by Approve and by Authorization required and is not in either count.
3. Approve counts lines in Needs Approval; Decline counts lines in Needs Approval and Approved; Authorization required counts lines in Approved; completed lines are excluded from all three.
4. Approving a declined line stays possible from the line itself (only the bulk path leaves declined lines out).
5. The result names each failure with its line number and reason in one message, for example ""3 lines approved. 1 line couldn't be declined: Line 3, parts must be returned first"".
6. Undo restores only the lines that changed, to the status they held.

---
This is the expected behaviour as per epic SV-8683 and story SV-9254 (Story 8, Bulk approve and decline) and the Simple Flow V2 specification version 23, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9254 (Story 8),,
Bulk approve/decline skips ineligible lines and hides at zero count,Bulk Action Bar,Negative,Medium,"1. You are signed in with WO Lines: Create & Edit + Full View.
2. A four-line selection has one line holding received parts; and a selection made entirely of declined lines.","1. Decline a four-line selection where one holds received parts.
2. Look at Approve on a selection of only declined lines.","1. The four-line decline declines three and reports the fourth - it does not refuse all four.
2. Lines already in the target status are skipped silently and were never in the count.
3. A selection made up entirely of declined lines shows no Approve button at all (the count would be zero).

---
This is the expected behaviour as per epic SV-8683 and story SV-9254 (Story 8, Bulk approve and decline) and the Simple Flow V2 specification version 23, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9254 (Story 8),,
Bulk complete labels and counts follow the selection of Approved lines,Bulk Action Bar,Functional,High,"1. You are signed in with Work Orders: Create & Edit.
2. A selection includes Approved lines, some missing a tech story or mileage; and a selection covering every open line.","1. Select one Approved line, then several, then a selection covering every open line, and read the button label each time.
2. Complete a selection where a tech story/mileage is outstanding.
3. Complete the last open lines and observe navigation.","1. The label is ""Complete line"" for one, ""Complete lines (n)"" for several, and ""Complete all lines"" when the selection covers every open line.
2. The count is of Approved lines in the selection; nothing else is counted.
3. Where something outstanding can be collected (a tech story, a mileage reading), the action opens the completion wizard rather than failing.
4. Completing the last open lines stops there - no invoice is created and the user is not navigated anywhere.
5. With review required, this is the action that makes Mark as reviewed appear (review needs every line complete first).

---
This is the expected behaviour as per epic SV-8683 and story SV-9255 (Story 9, Bulk complete lines) and the Simple Flow V2 specification version 23, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9255 (Story 9),,
Bulk delete lines is out of scope this release (no delete action in the bar),Bulk Action Bar,Negative,Low,"1. You are signed in with WO Lines: Create & Edit + Full View.
2. A work order has several lines selected.","1. Select lines and open the bulk action bar and its More menu.
2. Look for any bulk delete action.","1. The bulk action bar carries no delete action and More does not list one.
2. Bulk deletion of lines is a documented follow-up (SV-9256), not part of Simple Flow V2.
3. Single-line delete is unchanged from V1.

---
This is the expected behaviour as per epic SV-8683 and story SV-9256 (Story 10, Bulk delete lines - out of scope) and the Simple Flow V2 specification version 23, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9256 (Story 10 deferred),,
Bulk order raises a purchase order per vendor and confirms first,Bulk Action Bar,Functional,High,"1. You are signed in with Order Parts (+ See Financial Data).
2. A selection holds unordered parts spanning two vendors, plus a Requested part and a vendorless part.","1. Select the parts and run Order.
2. Confirm and check the purchase orders created.","1. Bulk Order runs the existing single-part order once per selected part; the vendor/PO decision is the existing path.
2. A selection spanning two vendors produces a purchase order per vendor; a vendor with an open PO on this work order has its parts added to it.
3. Requested parts are included and counted alongside Quoted and Auth to order (the ordering path moves a Requested part straight to Awaiting).
4. A part with no vendor is ordered and counted like any other: the PO is created marked Vendor missing and does not sync to QuickBooks until a vendor is assigned.
5. Ordering asks for confirmation first because a purchase order is a commitment to a supplier and cannot be undone.

---
This is the expected behaviour as per epic SV-8683 and story SV-9257 (Story 11, Bulk order parts) and the Simple Flow V2 specification version 23, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9257 (Story 11),,
Bulk order skips already-ordered and non-vendor-sourced parts,Bulk Action Bar,Negative,Medium,"1. You are signed in with Order Parts.
2. A selection mixes already-ordered parts, inventory/found parts, and a part with no source; and a user lacks Order Parts.","1. Run Order on the mixed selection and read the count and result.
2. As a user without Order Parts, look for the Order action.","1. A part already ordered is excluded from the count and not named in the result (nothing was attempted on it).
2. Only vendor-sourced parts are placed; an inventory/found part or one with no source is skipped and never counted (it is picked instead, or needs its details completed first).
3. A user without Order Parts does not see the action, in the bulk bar or on the row.

---
This is the expected behaviour as per epic SV-8683 and story SV-9257 (Story 11, Bulk order parts) and the Simple Flow V2 specification version 23, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9257 (Story 11),,
Bulk pick runs the existing pick atomically for in-stock unpicked parts,Bulk Action Bar,Functional,Medium,"1. You are signed in with Pick Parts.
2. A selection holds several inventory/found parts that are In Stock and unpicked.","1. Select the parts and run Pick.
2. Check the inventory movement, bins and history.","1. Bulk picking runs the existing pick; the inventory movement, the bin it comes from and the history entry are identical to picking one part.
2. All picks in one run succeed or fail together, so a partial result never leaves stock half-moved.
3. Pick is offered whenever a part is In Stock and unpicked, whatever the setting says.
4. A picked part asks its core question at the moment it is picked, exactly as today (gated by WO Lines: Create & Edit).

---
This is the expected behaviour as per epic SV-8683 and story SV-9258 (Story 12, Bulk pick parts) and the Simple Flow V2 specification version 23, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9258 (Story 12),,
Bulk pick action hidden without Pick Parts permission,Bulk Action Bar,Negative,Low,"1. A user without Pick Parts is signed in.
2. A selection holds pickable parts.",1. Select the parts and look for the Pick action.,"1. A user without Pick Parts does not see the Pick action.

---
This is the expected behaviour as per epic SV-8683 and story SV-9258 (Story 12, Bulk pick parts) and the Simple Flow V2 specification version 23, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9258 (Story 12),,
Receive opens a modal (no navigation) with contents depending on entry point,Receiving,Functional,High,"1. You are signed in with Order Parts.
2. A work order has parts awaiting receipt, some with a vendor and some vendorless, across lines.","1. Open Receive from a part row where the part has a vendor.
2. From a part row where the part has no vendor.
3. From a line's menu.
4. From the bulk action bar (or the completion wizard).","1. Receiving from a part row, a line menu, the bulk bar or the wizard opens a modal - there is no navigation, and it is the same modal in all four cases.
2. Part row, part has a vendor: every part on this work order from that same vendor still awaiting receipt, all ticked.
3. Part row, part has no vendor: every part on this work order with no vendor, none ticked.
4. Line menu: that line's outstanding parts. Bulk bar or wizard: every outstanding part on the work order.
5. The settings never change what the modal contains (Require receiving only decides where Receive lives and whether outstanding parts block invoicing).
6. One card per vendor showing vendor name, part count and total; Vendor missing sorts first.

---
This is the expected behaviour as per epic SV-8683 and story SV-9259 (Story 13, Receiving from the work order) and the Simple Flow V2 specification version 23, read on 21 August 2026.

AUTOMATION: Not available on Build to test Yet - Last checked 8/21/2026
",SV-9259 (Story 13),,
